symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,348.9500,297.3800,498.8300,25.60,-30.05,17.34,348.9500,-0.00,950506998.70,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,135.0000,104.8300,225.6400,24.97,-40.17,28.78,135.0000,0.00,668770290.00,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,66.1700,40.7700,104.3200,39.97,-36.57,62.30,66.1700,0.00,565612822.58,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,87.7200,49.9000,159.4700,34.52,-44.99,75.79,87.7200,0.00,478072508.76,ARKF|ARKK|ARKW,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,456.7450,149.2200,584.7300,70.61,-21.89,206.09,456.7450,-0.00,443571103.98,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,140.8000,23.3000,145.9300,95.82,-3.52,504.29,140.8000,0.00,442858099.20,ARKG|ARKK,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,57.0750,44.1200,78.4800,37.70,-27.27,29.36,57.0750,-0.00,427490893.88,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,179.4800,139.1100,402.1600,15.35,-55.37,29.02,179.4800,0.00,411169116.68,ARKF|ARKK|ARKW,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,175.8900,106.3700,207.5200,68.73,-15.24,65.36,175.8900,-0.00,407119039.47,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,149.8000,94.0000,182.1900,63.27,-17.78,59.36,149.8000,0.00,396040940.40,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,63.8000,11.1600,65.4700,96.93,-2.55,471.68,63.8000,0.00,389639870.40,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,262.0700,196.0000,287.2000,72.45,-8.75,33.71,262.0700,0.00,372146475.89,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
