cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2734507,994157364.92,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1717003.0,""ARKQ"":563948.0,""ARKW"":382699.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4971560,736685760.80,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2817961.0,""ARKQ"":1053214.0,""ARKW"":557134.0,""ARKX"":543251.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5509081,497580195.92,3,ARKF|ARKK|ARKW,"{""ARKK"":3939630.0,""ARKW"":975879.0,""ARKF"":593572.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,7638073,448660408.02,2,ARKG|ARKK,"{""ARKK"":5261170.0,""ARKG"":2376903.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3608869,408993123.77,3,ARKF|ARKK|ARKW,"{""ARKK"":2360675.0,""ARKW"":814502.0,""ARKF"":433692.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7599517,397150758.42,2,ARKG|ARKK,"{""ARKK"":5534962.0,""ARKG"":2064555.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2301078,396429717.84,3,ARKF|ARKK|ARKW,"{""ARKK"":1660619.0,""ARKW"":384225.0,""ARKF"":256234.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,5914954,392634646.52,2,ARKG|ARKK,"{""ARKK"":3100572.0,""ARKG"":2814382.0}"
67066G104,NVDA,NVIDIA CORP,equity,1717295,374988536.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":745373.0,""ARKQ"":428976.0,""ARKW"":281072.0,""ARKF"":111999.0,""ARKX"":149875.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,732789,369032540.40,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":339702.0,""ARKQ"":155626.0,""ARKW"":145911.0,""ARKF"":26224.0,""ARKX"":65326.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2855921,362273578.85,2,ARKG|ARKK,"{""ARKK"":1659401.0,""ARKG"":1196520.0}"
023135106,AMZN,AMAZON.COM INC,equity,1423383,358535943.87,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":634555.0,""ARKQ"":264140.0,""ARKW"":271568.0,""ARKF"":117160.0,""ARKX"":135960.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2140709,355057994.74,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1022850.0,""ARKQ"":496166.0,""ARKW"":271958.0,""ARKF"":192421.0,""ARKX"":157314.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2486007,314728486.20,3,ARKF|ARKK|ARKW,"{""ARKK"":1551020.0,""ARKW"":512860.0,""ARKF"":422127.0}"
852234103,XYZ,BLOCK INC,equity,3654224,288939491.68,3,ARKF|ARKK|ARKW,"{""ARKK"":2016679.0,""ARKW"":847017.0,""ARKF"":790528.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,858019,283480897.41,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":327886.0,""ARKQ"":259897.0,""ARKW"":181598.0,""ARKX"":88638.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2696403,240303435.36,2,ARKK|ARKW,"{""ARKK"":1946263.0,""ARKW"":750140.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4585622,215432521.56,3,ARKK|ARKQ|ARKX,"{""ARKK"":1370751.0,""ARKQ"":2241950.0,""ARKX"":972921.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8821520,214980442.40,2,ARKG|ARKK,"{""ARKK"":6383641.0,""ARKG"":2437879.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,1121360,214561022.40,2,ARKK|ARKW,"{""ARKK"":880393.0,""ARKW"":240967.0}"
880770102,TER,TERADYNE INC,equity,572493,211931183.67,3,ARKK|ARKQ|ARKX,"{""ARKK"":169393.0,""ARKQ"":324965.0,""ARKX"":78135.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,321819,207373727.22,3,ARKF|ARKK|ARKW,"{""ARKK"":192097.0,""ARKW"":85639.0,""ARKF"":44083.0}"
11135F101,AVGO,BROADCOM INC,equity,556667,200862153.61,3,ARKK|ARKQ|ARKW,"{""ARKK"":312529.0,""ARKQ"":121203.0,""ARKW"":122935.0}"
G16910120,BLSH,BULLISH,equity,5729090,194101569.20,3,ARKF|ARKK|ARKW,"{""ARKK"":4122488.0,""ARKW"":860751.0,""ARKF"":745851.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,438853,187842249.59,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":152970.0,""ARKQ"":160893.0,""ARKW"":92547.0,""ARKX"":32443.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7534120,182325704.00,3,ARKF|ARKK|ARKW,"{""ARKK"":5298681.0,""ARKW"":1500973.0,""ARKF"":734466.0}"
773121108,RKLB UQ,ROCKET LAB,equity,2745216,170093583.36,3,ARKK|ARKQ|ARKX,"{""ARKK"":1036380.0,""ARKQ"":1095025.0,""ARKX"":613811.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28245266,153936699.70,3,ARKK|ARKQ|ARKX,"{""ARKK"":14441261.0,""ARKQ"":8928306.0,""ARKX"":4875699.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12656201,150988477.93,2,ARKG|ARKK,"{""ARKK"":9885268.0,""ARKG"":2770933.0}"
632307104,NTRA,NATERA INC,equity,451648,147300478.72,2,ARKG|ARKK,"{""ARKK"":212691.0,""ARKG"":238957.0}"
452327109,ILMN,ILLUMINA INC,equity,698462,140579446.74,2,ARKG|ARKK,"{""ARKK"":340441.0,""ARKG"":358021.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,430318,133902052.06,3,ARKF|ARKK|ARKW,"{""ARKK"":274719.0,""ARKW"":125129.0,""ARKF"":30470.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1470009,123421955.64,2,ARKG|ARKK,"{""ARKK"":971376.0,""ARKG"":498633.0}"
71535D106,PSNL,PERSONALIS INC,equity,6534895,106714835.35,1,ARKG,"{""ARKG"":6534895.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,33554734,106032959.44,2,ARKG|ARKK,"{""ARKK"":19983427.0,""ARKG"":13571307.0}"
98386P102,XE,X-ENERGY INC,equity,6607210,104625170.36,3,ARKK|ARKQ|ARKX,"{""ARKK"":4533531.0,""ARKQ"":1483627.0,""ARKX"":590052.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,417275,103638591.75,3,ARKQ|ARKX|PRNT,"{""ARKQ"":216314.0,""ARKX"":197139.0,""PRNT"":3822.0}"
532457108,LLY,ELI LILLY & CO,equity,91228,102449044.00,2,ARKG|ARKK,"{""ARKK"":28038.0,""ARKG"":63190.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,650671,99220820.79,3,ARKK|ARKQ|ARKX,"{""ARKK"":368588.0,""ARKQ"":202133.0,""ARKX"":79950.0}"
244199105,DE,DEERE & CO,equity,145569,98687047.86,2,ARKQ|ARKX,"{""ARKQ"":82537.0,""ARKX"":63032.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,96576247.37,1,ARKW,"{""ARKW"":3775474.0}"
