symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,332.8100,297.3800,498.8300,17.59,-33.28,11.91,332.8100,0.00,921320252.67,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,133.2900,104.8300,225.6400,23.56,-40.93,27.15,133.2900,0.00,645122133.81,ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,474.3200,149.2200,584.7300,74.65,-18.88,217.87,474.3200,0.00,498408815.52,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,55.6900,40.7700,104.3200,23.48,-46.62,36.60,55.6900,-0.00,470631679.11,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,174.9400,106.3700,207.5200,67.79,-15.70,64.46,174.9400,0.00,455776780.08,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,152.6100,94.0000,182.1900,66.46,-16.24,62.35,152.6100,0.00,449940368.22,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,123.1200,23.3000,125.6600,97.52,-2.02,428.41,123.1200,0.00,406185068.88,ARKG|ARKK,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,54.0700,44.1200,78.4800,28.96,-31.10,22.55,54.0700,0.00,403382259.97,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,71.1600,49.9000,164.6400,18.53,-56.78,42.61,71.1600,0.00,393389344.92,ARKF|ARKK|ARKW,ok
AMZN,AMAZON.COM INC,NASDAQ,272.2700,196.0000,287.2000,83.63,-5.20,38.91,272.2700,0.00,392824349.25,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,58.4800,11.1600,60.6900,95.54,-3.64,424.01,58.4800,0.00,378605718.88,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,148.5800,139.1100,402.1600,3.60,-63.05,6.81,148.5800,0.00,345261883.52,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,94.3800,63.5150,153.8600,34.16,-38.66,48.59,94.3800,0.00,340902825.12,ARKF|ARKK|ARKW,ok
NVDA,NVIDIA CORP,NASDAQ,217.5000,164.0700,236.5400,73.73,-8.05,32.57,217.5000,0.00,302690835.00,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
GOOG,ALPHABET INC-CL C,NASDAQ,343.0000,197.4600,404.4700,70.31,-15.20,73.71,343.0000,0.00,298686115.00,ARKK|ARKQ|ARKW|ARKX,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,63.7300,43.0900,134.0000,22.70,-52.44,47.90,63.7300,-0.00,297646057.79,ARKK|ARKQ|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,90.3200,60.5500,153.2000,32.13,-41.04,49.17,90.3200,-0.00,246172308.24,ARKK|ARKW,ok
XYZ,BLOCK INC,NYSE,79.0700,48.2100,86.7500,80.07,-8.85,64.01,79.0700,-0.00,238059211.80,ARKF|ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,26.8500,15.6000,38.2600,49.65,-29.82,72.12,26.8500,0.00,223106611.35,ARKG|ARKK,ok
TER,TERADYNE INC,NASDAQ,379.5600,106.3000,487.9100,71.61,-22.21,257.06,379.5600,0.00,220985525.40,ARKK|ARKQ|ARKX,ok
ACHR,ARCHER AVIATION INC-A,NYSE,6.7900,4.3000,14.6200,24.13,-53.56,57.91,6.7900,0.00,191286467.68,ARKK|ARKQ|ARKX,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,422.0600,223.7000,479.0000,77.70,-11.89,88.67,422.0600,-0.00,187808680.86,ARKK|ARKQ|ARKW|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,599.1200,520.2600,796.2500,28.57,-24.76,15.16,599.1200,0.00,168443786.24,ARKF|ARKK|ARKW,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,234.7600,160.8100,386.3400,32.79,-39.23,45.99,234.7600,0.00,166511746.60,ARKK|ARKW,ok
AVGO,BROADCOM INC,NASDAQ,416.0800,281.8700,495.0000,62.97,-15.94,47.61,416.0800,0.00,162562456.00,ARKK|ARKQ|ARKW,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,12.0200,7.9500,28.2500,20.05,-57.45,51.19,12.0200,0.00,154990916.38,ARKG|ARKK,ok
RKLB,ROCKET LAB,NASDAQ,80.0100,37.5700,151.0000,37.42,-47.01,112.96,80.0100,0.00,149119997.67,ARKK|ARKQ|ARKX,ok
NTRA,NATERA INC,NASDAQ,312.7200,152.6200,326.0300,92.32,-4.08,104.90,312.7200,0.00,146705708.16,ARKG|ARKK,ok
ILMN,ILLUMINA INC,NASDAQ,192.8400,88.0000,207.0000,88.10,-6.84,119.14,192.8400,-0.00,143393317.08,ARKG|ARKK,ok
BLSH,BULLISH,NYSE,24.5200,20.5500,118.0000,4.07,-79.22,19.32,24.5200,0.00,141838195.84,ARKF|ARKK|ARKW,ok
XE,X-ENERGY INC,NASDAQ,20.5700,13.2900,37.1000,30.58,-44.56,54.78,20.5700,0.00,137951841.06,ARKK|ARKQ|ARKX,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,18.0900,12.8000,71.7400,8.98,-74.78,41.33,18.0900,0.00,137644096.50,ARKF|ARKK|ARKW,ok
LHX,L3HARRIS TECHNOLOGIES INC,NYSE,286.0200,262.6800,379.2300,20.03,-24.58,8.89,286.0200,0.00,122750917.38,ARKQ|ARKX|PRNT,ok
WGS,GENEDX HOLDINGS CORP,NASDAQ,81.7400,32.2100,170.8700,35.72,-52.16,153.77,81.7400,-0.00,120171777.54,ARKG|ARKK,ok
RXRX,RECURSION PHARMACEUTICALS-A,NASDAQ,3.3500,2.7700,7.1800,13.15,-53.34,20.94,3.3500,0.00,112170716.60,ARKG|ARKK,ok
AVAV,AEROVIRONMENT INC,NASDAQ,196.0200,135.2000,417.8600,21.52,-53.09,44.99,196.0200,0.00,110431983.42,ARKQ|ARKX,ok
LLY,ELI LILLY & CO,NYSE,1215.0200,644.5000,1249.4500,94.31,-2.76,88.52,1215.0200,0.00,109531622.96,ARKG|ARKK,ok
DE,DEERE & CO,NYSE,617.9500,433.0000,674.1900,76.68,-8.34,42.71,617.9500,0.00,102155168.35,ARKK|ARKQ|ARKX,ok
