cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2732706,1006073040.96,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1717003.0,""ARKQ"":562147.0,""ARKW"":382699.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4968196,762469040.12,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2817961.0,""ARKQ"":1049850.0,""ARKW"":557134.0,""ARKX"":543251.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5509081,529863410.58,3,ARKF|ARKK|ARKW,"{""ARKK"":3939630.0,""ARKW"":975879.0,""ARKF"":593572.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,7764470,499177776.30,2,ARKG|ARKK,"{""ARKK"":5283967.0,""ARKG"":2480503.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3608869,423464688.46,3,ARKF|ARKK|ARKW,"{""ARKK"":2360675.0,""ARKW"":814502.0,""ARKF"":433692.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7641963,418626733.14,2,ARKG|ARKK,"{""ARKK"":5498562.0,""ARKG"":2143401.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2301078,411754897.32,3,ARKF|ARKK|ARKW,"{""ARKK"":1660619.0,""ARKW"":384225.0,""ARKF"":256234.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6037594,396066166.40,2,ARKG|ARKK,"{""ARKK"":3100572.0,""ARKG"":2937022.0}"
67066G104,NVDA,NVIDIA CORP,equity,1715925,387335750.25,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":745373.0,""ARKQ"":427606.0,""ARKW"":281072.0,""ARKF"":111999.0,""ARKX"":149875.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2908071,372407572.26,2,ARKG|ARKK,"{""ARKK"":1659401.0,""ARKG"":1248670.0}"
