trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-09-03,2026-09-03,2026-09-04,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,4265700,8975573,4340032,4635541,106.81,1.017425
2026-09-03,2026-09-03,2026-09-04,ARKW,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,633975,2001075,633975,1367100,215.64,1.000000
2026-09-03,2026-09-03,2026-09-04,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1487589,2438411,1487589,950822,63.92,1.000000
2026-09-03,2026-09-03,2026-09-04,ARKG,buy,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,2882660,2898667,2859117,39550,1.38,0.991833
2026-09-03,2026-09-03,2026-09-04,IZRL,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2355609,2400567,2355609,44958,1.91,1.000000
2026-09-03,2026-09-03,2026-09-04,ARKK,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,258910,-4434,-1.71,1.017425
2026-09-03,2026-09-03,2026-09-04,ARKK,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,9571604,9571604,9738394,-166790,-1.71,1.017425
2026-09-03,2026-09-03,2026-09-04,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,11683358,10473001,11587939,-1114938,-9.62,0.991833
2026-09-03,2026-09-03,2026-09-04,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,212948,206357,216659,-10302,-4.75,1.017425
2026-09-03,2026-09-03,2026-09-04,ARKF,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1415261,1390273,1415261,-24988,-1.77,1.000000
2026-09-03,2026-09-03,2026-09-04,ARKK,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,439147,-7521,-1.71,1.017425
2026-09-03,2026-09-03,2026-09-04,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,84320,81710,84320,-2610,-3.10,1.000000
2026-09-03,2026-09-03,2026-09-04,ARKF,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,53368,51716,53368,-1652,-3.10,1.000000
