trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-08-25,2026-08-25,2026-08-26,ARKK,buy,CBRS,CEREBRAS SYSTEMS INC - A,15675D103,equity,711187,766708,693547,73161,10.55,0.975197
2026-08-25,2026-08-25,2026-08-26,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,248164,6312,2.54,0.975197
2026-08-25,2026-08-25,2026-08-26,ARKW,buy,CBRS,CEREBRAS SYSTEMS INC - A,15675D103,equity,206502,226639,206502,20137,9.75,1.000000
2026-08-25,2026-08-25,2026-08-26,ARKG,buy,FRNM,FREENOME INC,35661P100,equity,733888,757197,742655,14542,1.96,1.011946
2026-08-25,2026-08-25,2026-08-26,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,420920,10706,2.54,0.975197
2026-08-25,2026-08-25,2026-08-26,ARKK,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,1832591,1743081,1787137,-44056,-2.47,0.975197
2026-08-25,2026-08-25,2026-08-26,ARKK,sell,TEM,TEMPUS AI INC-CL A,88023B103,equity,6070331,5861880,5919768,-57888,-0.98,0.975197
2026-08-25,2026-08-25,2026-08-26,ARKW,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,209649,202049,209649,-7600,-3.63,1.000000
2026-08-25,2026-08-25,2026-08-26,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,13694100,12728840,13857688,-1128848,-8.15,1.011946
2026-08-25,2026-08-25,2026-08-26,ARKK,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,9658445,8464777,9418885,-954108,-10.13,0.975197
2026-08-25,2026-08-25,2026-08-26,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1935505,1334895,1935505,-600610,-31.03,1.000000
2026-08-25,2026-08-25,2026-08-26,ARKG,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,2704831,2704831,2737143,-32312,-1.18,1.011946
2026-08-25,2026-08-25,2026-08-26,ARKK,sell,RBLX,ROBLOX CORP -CLASS A,771049103,equity,25519,15966,24886,-8920,-35.84,0.975197
2026-08-25,2026-08-25,2026-08-26,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,99855,97676,99855,-2179,-2.18,1.000000
2026-08-25,2026-08-25,2026-08-26,ARKF,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,63201,61821,63201,-1380,-2.18,1.000000
