cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2535626,1044272211.84,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1583515.0,""ARKQ"":557145.0,""ARKW"":336141.0,""ARKX"":58825.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1258558,678979455.42,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":560178.0,""ARKQ"":279833.0,""ARKW"":269085.0,""ARKF"":53721.0,""ARKX"":95741.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3311872,543776263.68,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1715134.0,""ARKQ"":786315.0,""ARKW"":328772.0,""ARKX"":481651.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8569985,499715825.35,2,ARKG|ARKK,"{""ARKK"":6292866.0,""ARKG"":2277119.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7910728,445769522.80,2,ARKG|ARKK,"{""ARKK"":5833283.0,""ARKG"":2077445.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4337395,441676932.85,3,ARKF|ARKK|ARKW,"{""ARKK"":2929037.0,""ARKW"":957474.0,""ARKF"":450884.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3649766,416839774.86,3,ARKF|ARKK|ARKW,"{""ARKK"":2393348.0,""ARKW"":648504.0,""ARKF"":607914.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,4042162,397587054.32,2,ARKG|ARKK,"{""ARKK"":2507166.0,""ARKG"":1534996.0}"
023135106,AMZN,AMAZON.COM INC,equity,1428967,343152135.38,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":634288.0,""ARKQ"":269047.0,""ARKW"":258071.0,""ARKF"":116647.0,""ARKX"":150914.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2190936,332255444.40,3,ARKF|ARKK|ARKW,"{""ARKK"":1580340.0,""ARKW"":354983.0,""ARKF"":255613.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2856772,330528520.40,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1458217.0,""ARKQ"":591369.0,""ARKW"":356603.0,""ARKF"":250752.0,""ARKX"":199831.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,904623,317775967.44,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":344210.0,""ARKQ"":278157.0,""ARKW"":180040.0,""ARKX"":102216.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,8521491,316573390.65,2,ARKG|ARKK,"{""ARKK"":5369035.0,""ARKG"":3152456.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4051157,307725885.72,3,ARKF|ARKK|ARKW,"{""ARKK"":2855434.0,""ARKW"":719816.0,""ARKF"":475907.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8481383,296424335.85,2,ARKG|ARKK,"{""ARKK"":6296854.0,""ARKG"":2184529.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5421216,294588877.44,3,ARKF|ARKK|ARKW,"{""ARKK"":3966719.0,""ARKW"":1017625.0,""ARKF"":436872.0}"
880770102,TER,TERADYNE INC,equity,591345,273916917.45,3,ARKK|ARKQ|ARKX,"{""ARKK"":151164.0,""ARKQ"":347801.0,""ARKX"":92380.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,14102491,234242375.51,2,ARKG|ARKK,"{""ARKK"":11126474.0,""ARKG"":2976017.0}"
67066G104,NVDA,NVIDIA CORP,equity,1159488,226065375.36,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":513258.0,""ARKQ"":298297.0,""ARKW"":125745.0,""ARKF"":86893.0,""ARKX"":135295.0}"
244199105,DE,DEERE & CO,equity,358982,224367339.82,3,ARKK|ARKQ|ARKX,"{""ARKK"":119434.0,""ARKQ"":150081.0,""ARKX"":89467.0}"
852234103,XYZ,BLOCK INC,equity,2763071,215574799.42,3,ARKF|ARKK|ARKW,"{""ARKK"":1555650.0,""ARKW"":636601.0,""ARKF"":570820.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2159713,206274188.63,2,ARKK|ARKW,"{""ARKK"":1576839.0,""ARKW"":582874.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4293118,201561890.10,3,ARKK|ARKQ|ARKX,"{""ARKK"":1188410.0,""ARKQ"":2086177.0,""ARKX"":1018531.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,423120,192561912.00,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":138499.0,""ARKQ"":164838.0,""ARKW"":85672.0,""ARKX"":34111.0}"
452327109,ILMN,ILLUMINA INC,equity,936924,169676936.40,2,ARKG|ARKK,"{""ARKK"":546464.0,""ARKG"":390460.0}"
632307104,NTRA,NATERA INC,equity,617552,168165585.12,2,ARKG|ARKK,"{""ARKK"":356430.0,""ARKG"":261122.0}"
773121108,RKLB UQ,ROCKET LAB,equity,1542755,151205417.55,2,ARKQ|ARKX,"{""ARKQ"":951460.0,""ARKX"":591295.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,660174,142703211.84,2,ARKK|ARKW,"{""ARKK"":518639.0,""ARKW"":141535.0}"
G16910120,BLSH,BULLISH,equity,5901032,139795448.08,3,ARKF|ARKK|ARKW,"{""ARKK"":4204041.0,""ARKW"":936867.0,""ARKF"":760124.0}"
11135F101,AVGO,BROADCOM INC,equity,361486,134635460.70,3,ARKK|ARKQ|ARKW,"{""ARKK"":183992.0,""ARKQ"":85248.0,""ARKW"":92246.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28646294,134064655.92,3,ARKK|ARKQ|ARKX,"{""ARKK"":14011739.0,""ARKQ"":9171141.0,""ARKX"":5463414.0}"
92337F107,VCYT,VERACYTE INC,equity,2113357,127202957.83,2,ARKG|ARKK,"{""ARKK"":1159665.0,""ARKG"":953692.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,33717797,124418670.93,2,ARKG|ARKK,"{""ARKK"":20304177.0,""ARKG"":13413620.0}"
