cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2578352,964329431.52,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1602040.0,""ARKQ"":547167.0,""ARKW"":364411.0,""ARKX"":64734.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1101321,608292627.93,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":467451.0,""ARKQ"":244603.0,""ARKW"":254216.0,""ARKF"":53137.0,""ARKX"":81914.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4247417,489557283.42,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2283829.0,""ARKQ"":962670.0,""ARKW"":472659.0,""ARKX"":528259.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8574253,402646920.88,2,ARKG|ARKK,"{""ARKK"":6224927.0,""ARKG"":2349326.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3849894,402236925.12,3,ARKF|ARKK|ARKW,"{""ARKK"":2493785.0,""ARKW"":910137.0,""ARKF"":445972.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3387290,401122881.80,3,ARKF|ARKK|ARKW,"{""ARKK"":2178616.0,""ARKW"":634085.0,""ARKF"":574589.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2231641,370720202.92,3,ARKF|ARKK|ARKW,"{""ARKK"":1591976.0,""ARKW"":381193.0,""ARKF"":258472.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7713965,364407706.60,2,ARKG|ARKK,"{""ARKK"":5656736.0,""ARKG"":2057229.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2798841,348651623.37,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1414117.0,""ARKQ"":580779.0,""ARKW"":367404.0,""ARKF"":247660.0,""ARKX"":188881.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7378375,347152543.75,2,ARKG|ARKK,"{""ARKK"":4256599.0,""ARKG"":3121776.0}"
