symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2643089,1041535651.34,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1670380;ARKQ=552156;ARKW=353694;ARKX=66859
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1227149,634933028.36,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53137;ARKK=535805;ARKQ=277328;ARKW=269085;ARKX=91794
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3544077,525586619.10,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1890438;ARKQ=814398;ARKW=357535;ARKX=481706
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4361304,495138843.12,3,ARKF|ARKK|ARKW,ARKF=445972;ARKK=2957858;ARKW=957474
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8587303,491794842.81,2,ARKG|ARKK,ARKG=2224489;ARKK=6362814
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7927569,469312084.80,2,ARKG|ARKK,ARKG=2029432;ARKK=5898137
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3669746,437507118.12,3,ARKF|ARKK|ARKW,ARKF=601290;ARKK=2419952;ARKW=648504
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2859840,378128044.80,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=247660;ARKK=1474417;ARKQ=586074;ARKW=356603;ARKX=195086
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2219484,353696970.24,3,ARKF|ARKK|ARKW,ARKF=251336;ARKK=1610968;ARKW=357180
AMZN,NASDAQ,023135106,AMAZON.COM INC,1435621,349745988.02,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=115379;ARKK=648194;ARKQ=266638;ARKW=258071;ARKX=147339
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3799642,339612001.96,2,ARKG|ARKK,ARKG=1416216;ARKK=2383426
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,903531,324105605.01,4,ARKK|ARKQ|ARKW|ARKX,ARKK=348026;ARKQ=275667;ARKW=180040;ARKX=99798
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8500902,313513265.76,2,ARKG|ARKK,ARKG=2134046;ARKK=6366856
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8241762,308818822.14,2,ARKG|ARKK,ARKG=3079591;ARKK=5162171
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5460556,300985846.72,3,ARKF|ARKK|ARKW,ARKF=432112;ARKK=4010819;ARKW=1017625
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4412108,282683759.56,3,ARKF|ARKK|ARKW,ARKF=492163;ARKK=3139703;ARKW=780242
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,14157407,238410733.88,2,ARKG|ARKK,ARKG=2907237;ARKK=11250170
NVDA,NASDAQ,67066G104,NVIDIA CORP,1158369,236446280.28,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=85949;ARKK=518964;ARKQ=295627;ARKW=125745;ARKX=132084
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4433078,223338469.64,3,ARKK|ARKQ|ARKX,ARKK=1323189;ARKQ=2106070;ARKX=1003819
DE,NYSE,244199105,DEERE & CO,356833,212936524.42,3,ARKK|ARKQ|ARKX,ARKK=120748;ARKQ=148737;ARKX=87348
XYZ,NYSE,852234103,BLOCK INC,2774131,212359728.05,3,ARKF|ARKK|ARKW,ARKF=564600;ARKK=1572930;ARKW=636601
TER,NASDAQ,880770102,TERADYNE INC,587721,206625071.97,3,ARKK|ARKQ|ARKX,ARKK=152838;ARKQ=344687;ARKX=90196
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2210354,198931860.00,2,ARKK|ARKW,ARKK=1627480;ARKW=582874
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,422368,184566368.64,4,ARKK|ARKQ|ARKW|ARKX,ARKK=140029;ARKQ=163362;ARKW=85672;ARKX=33305
NTRA,NASDAQ,632307104,NATERA INC,577631,158496170.09,2,ARKG|ARKK,ARKG=243846;ARKK=333785
BLSH,NYSE,G16910120,BULLISH,6214274,158463987.00,3,ARKF|ARKK|ARKW,ARKF=766971;ARKK=4475901;ARKW=971402
ILMN,NASDAQ,452327109,ILLUMINA INC,819792,153965135.52,2,ARKG|ARKK,ARKG=358021;ARKK=461771
AVGO,NASDAQ,11135F101,BROADCOM INC,362758,141000407.02,3,ARKK|ARKQ|ARKW,ARKK=186026;ARKQ=84486;ARKW=92246
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,28590107,138376117.88,3,ARKK|ARKQ|ARKX,ARKK=14167511;ARKQ=9089013;ARKX=5333583
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,34406021,127990398.12,2,ARKG|ARKK,ARKG=13407120;ARKK=20998901
RKLB,NASDAQ,773121108,ROCKET LAB,1520195,126708253.25,2,ARKQ|ARKX,ARKQ=942940;ARKX=577255
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,415365,121884705.60,3,ARKQ|ARKX|PRNT,ARKQ=208257;ARKX=203960;PRNT=3148
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,665934,121013526.48,2,ARKK|ARKW,ARKK=524399;ARKW=141535
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,8005762,118965623.32,3,ARKF|ARKK|ARKW,ARKF=755266;ARKK=5762405;ARKW=1488091
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,194149,117095144.88,3,ARKF|ARKK|ARKW,ARKF=35133;ARKK=102932;ARKW=56084
ABSI,NASDAQ,00091E109,ABSCI CORP,9907031,109968044.10,1,ARKG,ARKG=9907031
LLY,NYSE,532457108,ELI LILLY & CO,90256,109735952.48,2,ARKG|ARKK,ARKG=60508;ARKK=29748
VCYT,NASDAQ,92337F107,VERACYTE INC,1948070,109325688.40,2,ARKG|ARKK,ARKG=851880;ARKK=1096190
PSNL,NASDAQ,71535D106,PERSONALIS INC,7565444,106748414.84,1,ARKG,ARKG=7565444
BWXT,NYSE,05605H100,BWX TECHNOLOGIES INC,518710,95499698.10,3,ARKK|ARKQ|ARKX,ARKK=268050;ARKQ=176879;ARKX=73781
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1362800,89426936.00,2,ARKG|ARKK,ARKG=444753;ARKK=918047
