symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2533963,1065784837.80,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1583515;ARKQ=555482;ARKW=336141;ARKX=58825
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1257723,730623868.02,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53721;ARKK=560178;ARKQ=278998;ARKW=269085;ARKX=95741
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3309525,565465441.48,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1715134;ARKQ=783968;ARKW=328772;ARKX=481651
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8539515,494694104.00,2,ARKG|ARKK,ARKG=2246649;ARKK=6292866
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4353423,436561258.44,3,ARKF|ARKK|ARKW,ARKF=450884;ARKK=2945065;ARKW=957474
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7882931,429935056.70,2,ARKG|ARKK,ARKG=2049648;ARKK=5833283
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3649766,416730281.84,3,ARKF|ARKK|ARKW,ARKF=607914;ARKK=2393348;ARKW=648504
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3906856,401937345.20,2,ARKG|ARKK,ARKG=1505893;ARKK=2400963
AMZN,NASDAQ,023135106,AMAZON.COM INC,1434960,342008366.44,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=116647;ARKK=641084;ARKQ=268244;ARKW=258071;ARKX=150914
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2854643,333051198.82,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=250388;ARKK=1458217;ARKQ=589604;ARKW=356603;ARKX=199831
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2204540,322281702.56,3,ARKF|ARKK|ARKW,ARKF=254104;ARKK=1593256;ARKW=357180
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,903793,319337180.69,4,ARKK|ARKQ|ARKW|ARKX,ARKK=344210;ARKQ=277327;ARKW=180040;ARKX=102216
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8215688,314989477.90,2,ARKG|ARKK,ARKG=3110271;ARKK=5105417
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5421216,294805726.06,3,ARKF|ARKK|ARKW,ARKF=436872;ARKK=3966719;ARKW=1017625
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8452156,290077993.94,2,ARKG|ARKK,ARKG=2155302;ARKK=6296854
TER,NASDAQ,880770102,TERADYNE INC,590307,285614138.86,3,ARKK|ARKQ|ARKX,ARKK=151164;ARKQ=346763;ARKX=92380
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4098969,256718428.47,3,ARKF|ARKK|ARKW,ARKF=474163;ARKK=2898410;ARKW=726396
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,14062671,237940393.34,2,ARKG|ARKK,ARKG=2936197;ARKK=11126474
NVDA,NASDAQ,67066G104,NVIDIA CORP,1158598,231823873.80,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=86893;ARKK=513258;ARKQ=297407;ARKW=125745;ARKX=135295
DE,NYSE,244199105,DEERE & CO,358534,227428872.22,3,ARKK|ARKQ|ARKX,ARKK=119434;ARKQ=149633;ARKX=89467
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2159713,214977832.06,2,ARKK|ARKW,ARKK=1576839;ARKW=582874
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4286891,213744385.26,3,ARKK|ARKQ|ARKX,ARKK=1188410;ARKQ=2079950;ARKX=1018531
XYZ,NYSE,852234103,BLOCK INC,2763071,209993396.00,3,ARKF|ARKK|ARKW,ARKF=570820;ARKK=1555650;ARKW=636601
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,422628,201834453.96,4,ARKK|ARKQ|ARKW|ARKX,ARKK=138499;ARKQ=164346;ARKW=85672;ARKX=34111
NTRA,NASDAQ,632307104,NATERA INC,614065,166687944.25,2,ARKG|ARKK,ARKG=257635;ARKK=356430
ILMN,NASDAQ,452327109,ILLUMINA INC,931699,163820635.17,2,ARKG|ARKK,ARKG=385235;ARKK=546464
RKLB,NASDAQ,773121108,ROCKET LAB,1539915,156532359.75,2,ARKQ|ARKX,ARKQ=948620;ARKX=591295
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,660174,145898454.00,2,ARKK|ARKW,ARKK=518639;ARKW=141535
BLSH,NYSE,G16910120,BULLISH,6034835,141396184.07,3,ARKF|ARKK|ARKW,ARKF=767768;ARKK=4312846;ARKW=954221
AVGO,NASDAQ,11135F101,BROADCOM INC,361232,136455388.00,3,ARKK|ARKQ|ARKW,ARKK=183992;ARKQ=84994;ARKW=92246
