symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2722689,964049721.12,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1706986;ARKQ=562147;ARKW=382699;ARKX=70857
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4951753,732611856.35,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2801518;ARKQ=1049850;ARKW=557134;ARKX=543251
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5486095,559855994.75,3,ARKF|ARKK|ARKW,ARKF=593572;ARKK=3916644;ARKW=975879
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,7831590,506077345.80,2,ARKG|ARKK,ARKG=2510103;ARKK=5321487
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3568169,435709116.59,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2319975;ARKW=814502
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2291394,423082988.16,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1650935;ARKW=384225
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7524802,419808703.58,2,ARKG|ARKK,ARKG=2143147;ARKK=5381655
NVDA,NASDAQ,67066G104,NVIDIA CORP,1711578,394279108.08,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=111999;ARKK=741026;ARKQ=427606;ARKW=281072;ARKX=149875
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6101505,382259288.25,2,ARKG|ARKK,ARKG=3019023;ARKK=3082482
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2171327,378527435.91,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=192421;ARKK=1055053;ARKQ=494581;ARKW=271958;ARKX=157314
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,2950561,367993967.92,2,ARKG|ARKK,ARKG=1287658;ARKK=1662903
AMZN,NASDAQ,023135106,AMAZON.COM INC,1418841,366784586.91,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=630856;ARKQ=263297;ARKW=271568;ARKX=135960
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2476962,359382416.58,3,ARKF|ARKK|ARKW,ARKF=422127;ARKK=1541975;ARKW=512860
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,749695,358031841.15,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=26224;ARKK=357105;ARKQ=155129;ARKW=145911;ARKX=65326
XYZ,NYSE,852234103,BLOCK INC,3642461,301450072.36,3,ARKF|ARKK|ARKW,ARKF=790528;ARKK=2004916;ARKW=847017
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,855281,286784272.11,4,ARKK|ARKQ|ARKW|ARKX,ARKK=325978;ARKQ=259067;ARKW=181598;ARKX=88638
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8384296,248678219.36,2,ARKG|ARKK,ARKG=2421896;ARKK=5962400
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2685045,239935621.20,2,ARKK|ARKW,ARKK=1934905;ARKW=750140
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,1083858,227664372.90,2,ARKK|ARKW,ARKK=842891;ARKW=240967
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4565713,218332395.66,3,ARKK|ARKQ|ARKX,ARKK=1362759;ARKQ=2234788;ARKX=968166
BLSH,NYSE,G16910120,BULLISH,5705033,205381188.00,3,ARKF|ARKK|ARKW,ARKF=745851;ARKK=4098431;ARKW=860751
TER,NASDAQ,880770102,TERADYNE INC,570474,203676332.22,3,ARKK|ARKQ|ARKX,ARKK=168412;ARKQ=323927;ARKX=78135
AVGO,NASDAQ,11135F101,BROADCOM INC,554462,198439177.50,3,ARKK|ARKQ|ARKW,ARKK=310711;ARKQ=120816;ARKW=122935
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,437448,187625821.68,4,ARKK|ARKQ|ARKW|ARKX,ARKK=152079;ARKQ=160379;ARKW=92547;ARKX=32443
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,7503196,187354804.12,3,ARKF|ARKK|ARKW,ARKF=734466;ARKK=5267757;ARKW=1500973
RKLB,NASDAQ,773121108,ROCKET LAB,2733329,175643721.54,3,ARKK|ARKQ|ARKX,ARKK=1030332;ARKQ=1091527;ARKX=611470
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,277787,171330687.99,3,ARKF|ARKK|ARKW,ARKF=44083;ARKK=152852;ARKW=80852
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,12463092,158779792.08,2,ARKG|ARKK,ARKG=2894313;ARKK=9568779
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,27560123,157368302.33,3,ARKK|ARKQ|ARKX,ARKK=13784642;ARKQ=8899782;ARKX=4875699
ILMN,NASDAQ,452327109,ILLUMINA INC,716507,156356157.54,2,ARKG|ARKK,ARKG=378046;ARKK=338461
NTRA,NASDAQ,632307104,NATERA INC,463780,152203320.40,2,ARKG|ARKK,ARKG=252322;ARKK=211458
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1492248,128318405.52,2,ARKG|ARKK,ARKG=526533;ARKK=965715
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,34198603,124140928.89,2,ARKG|ARKK,ARKG=14331807;ARKK=19866796
NET,NYSE,18915M107,CLOUDFLARE INC - CLASS A,428716,119577466.72,3,ARKF|ARKK|ARKW,ARKF=30470;ARKK=273117;ARKW=125129
PSNL,NASDAQ,71535D106,PERSONALIS INC,6901105,118699006.00,1,ARKG,ARKG=6901105
XE,NASDAQ,98386P102,X-ENERGY INC,6576010,116461137.10,3,ARKK|ARKQ|ARKX,ARKK=4507071;ARKQ=1478887;ARKX=590052
LLY,NYSE,532457108,ELI LILLY & CO,94576,108701871.36,2,ARKG|ARKK,ARKG=66700;ARKK=27876
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,416584,106832966.80,3,ARKQ|ARKX|PRNT,ARKQ=215623;ARKX=197139;PRNT=3822
BWXT,NYSE,05605H100,BWX TECHNOLOGIES INC,647875,102098621.25,3,ARKK|ARKQ|ARKX,ARKK=366437;ARKQ=201488;ARKX=79950
DE,NYSE,244199105,DEERE & CO,145306,100774070.18,2,ARKQ|ARKX,ARKQ=82274;ARKX=63032
ABSI,NASDAQ,00091E109,ABSCI CORP,10810561,95349148.02,1,ARKG,ARKG=10810561
VCYT,NASDAQ,92337F107,VERACYTE INC,2198681,93509902.93,2,ARKG|ARKK,ARKG=969530;ARKK=1229151
GH,NASDAQ,40131M109,GUARDANT HEALTH INC,535661,86461042.01,1,ARKG,ARKG=535661
AVAV,NASDAQ,008073108,AEROVIRONMENT INC,547913,79255615.45,2,ARKQ|ARKX,ARKQ=327693;ARKX=220220
