symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2773447,886199519.91,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1740376;ARKQ=572953;ARKW=385983;ARKX=74135
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4733814,544009904.88,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2618390;ARKQ=1033523;ARKW=528535;ARKX=553366
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1052375,514906040.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=51677;ARKK=441543;ARKQ=236430;ARKW=244129;ARKX=78596
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3026989,446299258.16,3,ARKF|ARKK|ARKW,ARKF=527243;ARKK=1923671;ARKW=576075
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2621091,408680508.72,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=231838;ARKK=1335126;ARKQ=543400;ARKW=334632;ARKX=176095
AMZN,NASDAQ,023135106,AMAZON.COM INC,1444851,393375133.26,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=643186;ARKQ=268355;ARKW=273898;ARKX=142252
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8514759,392700685.08,2,ARKG|ARKK,ARKG=2317580;ARKK=6197179
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7516387,388146224.68,2,ARKG|ARKK,ARKG=2029432;ARKK=5486955
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3345631,364941429.48,2,ARKG|ARKK,ARKG=1313959;ARKK=2031672
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5222535,330482014.80,3,ARKF|ARKK|ARKW,ARKF=558380;ARKK=3679900;ARKW=984255
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2267380,329699725.80,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1623623;ARKW=387523
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3616506,328053259.26,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2336206;ARKW=846608
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,872271,311069284.02,4,ARKK|ARKQ|ARKW|ARKX,ARKK=332338;ARKQ=264047;ARKW=183156;ARKX=92730
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6692068,305158300.80,2,ARKG|ARKK,ARKG=3079591;ARKK=3612477
