symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2593275,1014126121.50,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1615300;ARKQ=548830;ARKW=364411;ARKX=64734
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1137715,569926952.10,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53137;ARKK=489248;ARKQ=249232;ARKW=260990;ARKX=85108
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3827639,501841749.29,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2032067;ARKQ=878086;ARKW=425015;ARKX=492471
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8433820,451968413.80,2,ARKG|ARKK,ARKG=2280850;ARKK=6152970
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3609583,451414449.98,3,ARKF|ARKK|ARKW,ARKF=601290;ARKK=2340140;ARKW=668153
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4116161,436395389.22,3,ARKF|ARKK|ARKW,ARKF=445972;ARKK=2716721;ARKW=953468
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2812306,378086418.64,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=247660;ARKK=1425817;ARKQ=582544;ARKW=367404;ARKX=188881
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7758277,376819513.89,2,ARKG|ARKK,ARKG=2054702;ARKK=5703575
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2244810,360269556.90,3,ARKF|ARKK|ARKW,ARKF=258472;ARKK=1605145;ARKW=381193
AMZN,NASDAQ,023135106,AMAZON.COM INC,1415829,353801508.81,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=115379;ARKK=626864;ARKQ=265032;ARKW=265890;ARKX=142664
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,7548531,335758658.88,2,ARKG|ARKK,ARKG=3117941;ARKK=4430590
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3469598,316531425.54,2,ARKG|ARKK,ARKG=1326278;ARKK=2143320
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,892714,315851140.34,4,ARKK|ARKQ|ARKW|ARKX,ARKK=336578;ARKQ=274007;ARKW=185493;ARKX=96636
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5359091,289444504.91,3,ARKF|ARKK|ARKW,ARKF=432112;ARKK=3878519;ARKW=1048460
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4755109,288349809.76,3,ARKF|ARKK|ARKW,ARKF=528065;ARKK=3340083;ARKW=886961
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8478786,240712734.54,2,ARKG|ARKK,ARKG=2321936;ARKK=6156850
NVDA,NASDAQ,67066G104,NVIDIA CORP,1139080,236245192.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=85949;ARKK=501846;ARKQ=293847;ARKW=129553;ARKX=127885
XYZ,NYSE,852234103,BLOCK INC,2831944,230860074.88,3,ARKF|ARKK|ARKW,ARKF=588583;ARKK=1521090;ARKW=722271
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4498586,211253598.56,3,ARKK|ARKQ|ARKX,ARKK=1279557;ARKQ=2222128;ARKX=996901
DE,NYSE,244199105,DEERE & CO,312326,187073904.22,3,ARKK|ARKQ|ARKX,ARKK=106715;ARKQ=124394;ARKX=81217
TER,NASDAQ,880770102,TERADYNE INC,577767,186214304.10,3,ARKK|ARKQ|ARKX,ARKK=147816;ARKQ=342611;ARKX=87340
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,418330,171406534.20,4,ARKK|ARKQ|ARKW|ARKX,ARKK=135439;ARKQ=162378;ARKW=88262;ARKX=32251
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,13739340,162948572.40,2,ARKG|ARKK,ARKG=2860258;ARKK=10879082
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2174339,158531056.49,2,ARKK|ARKW,ARKK=1573804;ARKW=600535
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,225057,149559378.78,3,ARKF|ARKK|ARKW,ARKF=37931;ARKK=122926;ARKW=64200
ILMN,NASDAQ,452327109,ILLUMINA INC,780897,148565654.25,2,ARKG|ARKK,ARKG=362471;ARKK=418426
BLSH,NYSE,G16910120,BULLISH,6096073,142343304.55,3,ARKF|ARKK|ARKW,ARKF=766971;ARKK=4328265;ARKW=1000837
NTRA,NASDAQ,632307104,NATERA INC,525071,141679907.93,2,ARKG|ARKK,ARKG=241927;ARKK=283144
AVGO,NASDAQ,11135F101,BROADCOM INC,358941,134405457.45,3,ARKK|ARKQ|ARKW,ARKK=179924;ARKQ=83978;ARKW=95039
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,27898260,125263187.40,3,ARKK|ARKQ|ARKX,ARKK=13700195;ARKQ=9034261;ARKX=5163804
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,7860769,121370273.36,3,ARKF|ARKK|ARKW,ARKF=755266;ARKK=5572325;ARKW=1533178
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,652938,117829191.48,2,ARKK|ARKW,ARKK=507119;ARKW=145819
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,407512,115908638.16,3,ARKQ|ARKX|PRNT,ARKQ=207003;ARKX=197483;PRNT=3026
VCYT,NASDAQ,92337F107,VERACYTE INC,1922544,113853055.68,2,ARKG|ARKK,ARKG=862480;ARKK=1060064
PSNL,NASDAQ,71535D106,PERSONALIS INC,6783876,105692788.08,1,ARKG,ARKG=6783876
LLY,NYSE,532457108,ELI LILLY & CO,90034,105265051.78,2,ARKG|ARKK,ARKG=61258;ARKK=28776
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,34255053,103450260.06,2,ARKG|ARKK,ARKG=13740307;ARKK=20514746
RKLB,NASDAQ,773121108,ROCKET LAB,1496138,100764894.30,2,ARKQ|ARKX,ARKQ=937260;ARKX=558878
XE,NASDAQ,98386P102,X-ENERGY INC,6389045,88360492.35,3,ARKK|ARKQ|ARKX,ARKK=4376926;ARKQ=1415876;ARKX=596243
BWXT,NYSE,05605H100,BWX TECHNOLOGIES INC,506498,87998962.52,3,ARKK|ARKQ|ARKX,ARKK=259248;ARKQ=175815;ARKX=71435
ABSI,NASDAQ,00091E109,ABSCI CORP,10294402,84722928.46,1,ARKG,ARKG=10294402
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1338090,82546772.10,2,ARKG|ARKK,ARKG=450283;ARKK=887807
AVAV,NASDAQ,008073108,AEROVIRONMENT INC,549688,82062921.52,2,ARKQ|ARKX,ARKQ=320293;ARKX=229395
GH,NASDAQ,40131M109,GUARDANT HEALTH INC,459269,71186695.00,1,ARKG,ARKG=459269
DASH,NASDAQ,25809K105,DOORDASH INC - A,372018,69329274.48,4,ARKF|ARKQ|ARKW|ARKX,ARKF=58081;ARKQ=146948;ARKW=95073;ARKX=71916
CRWD,NASDAQ,22788C105,CROWDSTRIKE HOLDINGS INC - A,337132,68694016.32,2,ARKF|ARKW,ARKF=87696;ARKW=249436
CDNA,NASDAQ,14167L103,CAREDX INC,1687190,68061244.60,1,ARKG,ARKG=1687190
TRMB,NASDAQ,896239100,TRIMBLE INC,1220367,65594726.25,2,ARKQ|ARKX,ARKQ=752919;ARKX=467448
SNOW,NYSE,833445109,SNOWFLAKE INC,228999,61834309.98,2,ARKK|ARKW,ARKK=153706;ARKW=75293
FIG,NYSE,316841105,FIGMA INC-CL A,2552364,59750841.24,2,ARKK|ARKW,ARKK=1535688;ARKW=1016676
SOFI,NASDAQ,83406F102,SOFI TECHNOLOGIES INC,3428981,59389950.92,2,ARKF|ARKK,ARKF=1169459;ARKK=2259522
TOST,NYSE,888787108,TOAST INC-CLASS A,1868562,56673485.46,2,ARKF|ARKW,ARKF=1144769;ARKW=723793
CERS,NASDAQ,157085101,CERUS CORP,15667396,50292341.16,2,ARKG|ARKK,ARKG=7276826;ARKK=8390570
CMPS,NASDAQ,20451W101,COMPASS PATHWAYS PLC,3981601,49491300.43,1,ARKG,ARKG=3981601
