cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2581412,954012432.84,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1605100.0,""ARKQ"":547167.0,""ARKW"":364411.0,""ARKX"":64734.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1102212,555040896.84,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":468342.0,""ARKQ"":244603.0,""ARKW"":254216.0,""ARKF"":53137.0,""ARKX"":81914.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4130251,495010582.35,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2211786.0,""ARKQ"":937786.0,""ARKW"":462587.0,""ARKX"":518092.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3391451,422167820.48,3,ARKF|ARKK|ARKW,"{""ARKK"":2182777.0,""ARKW"":634085.0,""ARKF"":574589.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8600575,416353835.75,2,ARKG|ARKK,"{""ARKK"":6236819.0,""ARKG"":2363756.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3970221,394163540.88,3,ARKF|ARKK|ARKW,"{""ARKK"":2602756.0,""ARKW"":921493.0,""ARKF"":445972.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2801541,377787803.85,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1416817.0,""ARKQ"":580779.0,""ARKW"":367404.0,""ARKF"":247660.0,""ARKX"":188881.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7737409,363580848.91,2,ARKG|ARKK,"{""ARKK"":5667545.0,""ARKG"":2069864.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2234680,358509712.40,3,ARKF|ARKK|ARKW,"{""ARKK"":1595015.0,""ARKW"":381193.0,""ARKF"":258472.0}"
023135106,AMZN,AMAZON.COM INC,equity,1411072,352753889.28,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":622910.0,""ARKQ"":264229.0,""ARKW"":265890.0,""ARKF"":115379.0,""ARKX"":142664.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7405683,320073619.26,2,ARKG|ARKK,"{""ARKK"":4264732.0,""ARKG"":3140951.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,889764,312636376.68,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":334458.0,""ARKQ"":273177.0,""ARKW"":185493.0,""ARKX"":96636.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4734019,309841543.55,3,ARKF|ARKK|ARKW,"{""ARKK"":3318993.0,""ARKW"":886961.0,""ARKF"":528065.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3457433,302352515.85,2,ARKG|ARKK,"{""ARKK"":2123149.0,""ARKG"":1334284.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5334591,284066970.75,3,ARKF|ARKK|ARKW,"{""ARKK"":3854019.0,""ARKW"":1048460.0,""ARKF"":432112.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
67066G104,NVDA,NVIDIA CORP,equity,1135020,230726865.60,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":498676.0,""ARKQ"":292957.0,""ARKW"":129553.0,""ARKF"":85949.0,""ARKX"":127885.0}"
