cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2685110,987986224.50,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1665805.0,""ARKQ"":565749.0,""ARKW"":382699.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4890882,702770834.58,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2733919.0,""ARKQ"":1056578.0,""ARKW"":557134.0,""ARKX"":543251.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5391597,515167093.35,3,ARKF|ARKK|ARKW,"{""ARKK"":3822146.0,""ARKW"":975879.0,""ARKF"":593572.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,7988225,503657586.25,2,ARKG|ARKK,"{""ARKK"":5463322.0,""ARKG"":2524903.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2251582,423567605.84,3,ARKF|ARKK|ARKW,"{""ARKK"":1611123.0,""ARKW"":384225.0,""ARKF"":256234.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7407567,422083167.66,2,ARKG|ARKK,"{""ARKK"":5251785.0,""ARKG"":2155782.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2976914,413791046.00,2,ARKG|ARKK,"{""ARKK"":1681666.0,""ARKG"":1295248.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2149041,400538261.58,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1029597.0,""ARKQ"":497751.0,""ARKW"":271958.0,""ARKF"":192421.0,""ARKX"":157314.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6044935,377506190.75,2,ARKG|ARKK,"{""ARKK"":3008112.0,""ARKG"":3036823.0}"
67066G104,NVDA,NVIDIA CORP,equity,1696447,374541568.66,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":723155.0,""ARKQ"":430346.0,""ARKW"":281072.0,""ARKF"":111999.0,""ARKX"":149875.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2524258,371999901.46,3,ARKF|ARKK|ARKW,"{""ARKK"":1584201.0,""ARKW"":517930.0,""ARKF"":422127.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3484302,365189692.62,3,ARKF|ARKK|ARKW,"{""ARKK"":2236108.0,""ARKW"":814502.0,""ARKF"":433692.0}"
