symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2710550,961730245.50,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1691404;ARKQ=563948;ARKW=384341;ARKX=70857
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4931930,694760979.10,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2775940;ARKQ=1053214;ARKW=559525;ARKX=543251
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8259292,583849351.48,2,ARKG|ARKK,ARKG=2539703;ARKK=5719589
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5419335,510718130.40,3,ARKF|ARKK|ARKW,ARKF=558380;ARKK=3880888;ARKW=980067
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3042618,465824815.80,2,ARKG|ARKK,ARKG=1329909;ARKK=1712709
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7500932,445330332.84,2,ARKG|ARKK,ARKG=2168417;ARKK=5332515
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,921858,439422052.86,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=38312;ARKK=408851;ARKQ=208288;ARKW=194513;ARKX=71894
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2277979,434456154.88,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1635871;ARKW=385874
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2305551,428671097.43,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=209815;ARKK=1149498;ARKQ=496166;ARKW=292758;ARKX=157314
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2631102,406057971.66,3,ARKF|ARKK|ARKW,ARKF=477441;ARKK=1608535;ARKW=545126
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6159066,399415430.10,2,ARKG|ARKK,ARKG=3104724;ARKK=3054342
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3522159,386592171.84,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2270470;ARKW=817997
AMZN,NASDAQ,023135106,AMAZON.COM INC,1415095,362632244.70,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=625102;ARKQ=264140;ARKW=272733;ARKX=135960
NVDA,NASDAQ,67066G104,NVIDIA CORP,1463417,333629807.66,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=104539;ARKK=675086;ARKQ=341914;ARKW=199008;ARKX=142870
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,853922,288377998.62,4,ARKK|ARKQ|ARKW|ARKX,ARKK=323010;ARKQ=259897;ARKW=182377;ARKX=88638
XYZ,NYSE,852234103,BLOCK INC,3168417,268840182.45,3,ARKF|ARKK|ARKW,ARKF=614266;ARKK=1791942;ARKW=762209
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8358410,254764336.80,2,ARKG|ARKK,ARKG=2450456;ARKK=5907954
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4560443,244850184.67,3,ARKK|ARKQ|ARKX,ARKK=1350327;ARKQ=2241950;ARKX=968166
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2670596,231807732.80,2,ARKK|ARKW,ARKK=1917237;ARKW=753359
TER,NASDAQ,880770102,TERADYNE INC,569986,212068991.16,3,ARKK|ARKQ|ARKX,ARKK=166886;ARKQ=324965;ARKX=78135
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,1077206,201082044.02,2,ARKK|ARKW,ARKK=835205;ARKW=242001
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,7461533,191239090.79,3,ARKF|ARKK|ARKW,ARKF=734466;ARKK=5219653;ARKW=1507414
BLSH,NYSE,G16910120,BULLISH,5671305,190328995.80,3,ARKF|ARKK|ARKW,ARKF=745851;ARKK=4061009;ARKW=864445
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,436973,186718562.90,4,ARKK|ARKQ|ARKW|ARKX,ARKK=150693;ARKQ=160893;ARKW=92944;ARKX=32443
AVGO,NASDAQ,11135F101,BROADCOM INC,497128,184702937.12,3,ARKK|ARKQ|ARKW,ARKK=272709;ARKQ=110855;ARKW=113564
ILMN,NASDAQ,452327109,ILLUMINA INC,717877,163453414.13,2,ARKG|ARKK,ARKG=382496;ARKK=335381
