cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2706682,1018700370.94,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1689178.0,""ARKQ"":563948.0,""ARKW"":382699.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4925885,737602019.90,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2772286.0,""ARKQ"":1053214.0,""ARKW"":557134.0,""ARKX"":543251.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5445231,562111196.13,3,ARKF|ARKK|ARKW,"{""ARKK"":3875780.0,""ARKW"":975879.0,""ARKF"":593572.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,7801946,504473828.36,2,ARKG|ARKK,"{""ARKK"":5285923.0,""ARKG"":2516023.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3515676,438475110.72,3,ARKF|ARKK|ARKW,"{""ARKK"":2267482.0,""ARKW"":814502.0,""ARKF"":433692.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2274178,438234100.60,3,ARKF|ARKK|ARKW,"{""ARKK"":1633719.0,""ARKW"":384225.0,""ARKF"":256234.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7473696,422189087.04,2,ARKG|ARKK,"{""ARKK"":5325495.0,""ARKG"":2148201.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2161904,394612337.12,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1044045.0,""ARKQ"":496166.0,""ARKW"":271958.0,""ARKF"":192421.0,""ARKX"":157314.0}"
67066G104,NVDA,NVIDIA CORP,equity,1705220,389557509.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":733298.0,""ARKQ"":428976.0,""ARKW"":281072.0,""ARKF"":111999.0,""ARKX"":149875.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6076465,384154117.30,2,ARKG|ARKK,"{""ARKK"":3050322.0,""ARKG"":3026143.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2948425,379491781.75,2,ARKG|ARKK,"{""ARKK"":1657731.0,""ARKG"":1290694.0}"
023135106,AMZN,AMAZON.COM INC,equity,1413108,365853661.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":624280.0,""ARKQ"":264140.0,""ARKW"":271568.0,""ARKF"":117160.0,""ARKX"":135960.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2460882,358993466.16,3,ARKF|ARKK|ARKW,"{""ARKK"":1525895.0,""ARKW"":512860.0,""ARKF"":422127.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,746480,340514316.80,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":353393.0,""ARKQ"":155626.0,""ARKW"":145911.0,""ARKF"":26224.0,""ARKX"":65326.0}"
852234103,XYZ,BLOCK INC,equity,3621549,301928540.13,3,ARKF|ARKK|ARKW,"{""ARKK"":1984004.0,""ARKW"":847017.0,""ARKF"":790528.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,852719,288952360.34,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":322586.0,""ARKQ"":259897.0,""ARKW"":181598.0,""ARKX"":88638.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8327784,245336516.64,2,ARKG|ARKK,"{""ARKK"":5900176.0,""ARKG"":2427608.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2664853,225339969.68,2,ARKK|ARKW,"{""ARKK"":1914713.0,""ARKW"":750140.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4558667,219271882.70,3,ARKK|ARKQ|ARKX,"{""ARKK"":1348551.0,""ARKQ"":2241950.0,""ARKX"":968166.0}"
G16910120,BLSH,BULLISH,equity,5662265,205087238.30,3,ARKF|ARKK|ARKW,"{""ARKK"":4055663.0,""ARKW"":860751.0,""ARKF"":745851.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,1075074,204737092.56,2,ARKK|ARKW,"{""ARKK"":834107.0,""ARKW"":240967.0}"
11135F101,AVGO,BROADCOM INC,equity,551617,197015527.72,3,ARKK|ARKQ|ARKW,"{""ARKK"":307479.0,""ARKQ"":121203.0,""ARKW"":122935.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7448220,197005419.00,3,ARKF|ARKK|ARKW,"{""ARKK"":5212781.0,""ARKW"":1500973.0,""ARKF"":734466.0}"
880770102,TER,TERADYNE INC,equity,569768,192843677.28,3,ARKK|ARKQ|ARKX,"{""ARKK"":166668.0,""ARKQ"":324965.0,""ARKX"":78135.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,436378,181973989.78,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":150495.0,""ARKQ"":160893.0,""ARKW"":92547.0,""ARKX"":32443.0}"
773121108,RKLB UQ,ROCKET LAB,equity,2726075,173950845.75,3,ARKK|ARKQ|ARKX,"{""ARKK"":1019580.0,""ARKQ"":1095025.0,""ARKX"":611470.0}"
