cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2538560,963916617.60,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1586449.0,""ARKQ"":557145.0,""ARKW"":336141.0,""ARKX"":58825.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1259596,656980081.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":561216.0,""ARKQ"":279833.0,""ARKW"":269085.0,""ARKF"":53721.0,""ARKX"":95741.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3315049,507964958.27,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1718311.0,""ARKQ"":786315.0,""ARKW"":328772.0,""ARKX"":481651.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8515163,478041250.82,2,ARKG|ARKK,"{""ARKK"":6304524.0,""ARKG"":2210639.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7860889,431720023.88,2,ARKG|ARKK,"{""ARKK"":5844092.0,""ARKG"":2016797.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4339873,428302066.37,3,ARKF|ARKK|ARKW,"{""ARKK"":2931515.0,""ARKW"":957474.0,""ARKF"":450884.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3654200,427029812.00,3,ARKF|ARKK|ARKW,"{""ARKK"":2397782.0,""ARKW"":648504.0,""ARKF"":607914.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,4049962,404348206.08,2,ARKG|ARKK,"{""ARKK"":2559774.0,""ARKG"":1490188.0}"
023135106,AMZN,AMAZON.COM INC,equity,1423331,331194890.39,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":628652.0,""ARKQ"":269047.0,""ARKW"":258071.0,""ARKF"":116647.0,""ARKX"":150914.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2146154,319905715.24,3,ARKF|ARKK|ARKW,"{""ARKK"":1546046.0,""ARKW"":349449.0,""ARKF"":250659.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2817958,318231996.94,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1430822.0,""ARKQ"":591369.0,""ARKW"":348959.0,""ARKF"":246977.0,""ARKX"":199831.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,8566938,314834971.50,2,ARKG|ARKK,"{""ARKK"":5506522.0,""ARKG"":3060416.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,905259,302981134.71,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":344846.0,""ARKQ"":278157.0,""ARKW"":180040.0,""ARKX"":102216.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8429282,293423306.42,2,ARKG|ARKK,"{""ARKK"":6308521.0,""ARKG"":2120761.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,3969923,292067235.11,3,ARKF|ARKK|ARKW,"{""ARKK"":2793846.0,""ARKW"":709456.0,""ARKF"":466621.0}"
880770102,TER,TERADYNE INC,equity,591624,258456860.64,3,ARKK|ARKQ|ARKX,"{""ARKK"":151443.0,""ARKQ"":347801.0,""ARKX"":92380.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5428566,258182598.96,3,ARKF|ARKK|ARKW,"{""ARKK"":3974069.0,""ARKW"":1017625.0,""ARKF"":436872.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,14036227,234124266.36,2,ARKG|ARKK,"{""ARKK"":11147090.0,""ARKG"":2889137.0}"
67066G104,NVDA,NVIDIA CORP,equity,1160439,223419320.67,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":514209.0,""ARKQ"":298297.0,""ARKW"":125745.0,""ARKF"":86893.0,""ARKX"":135295.0}"
244199105,DE,DEERE & CO,equity,359201,220276421.24,3,ARKK|ARKQ|ARKX,"{""ARKK"":119653.0,""ARKQ"":150081.0,""ARKX"":89467.0}"
852234103,XYZ,BLOCK INC,equity,2765951,215246306.82,3,ARKF|ARKK|ARKW,"{""ARKK"":1558530.0,""ARKW"":636601.0,""ARKF"":570820.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2093600,202199888.00,2,ARKK|ARKW,"{""ARKK"":1510726.0,""ARKW"":582874.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4156327,196220197.67,3,ARKK|ARKQ|ARKX,"{""ARKK"":1051619.0,""ARKQ"":2086177.0,""ARKX"":1018531.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,423375,183046181.25,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":138754.0,""ARKQ"":164838.0,""ARKW"":85672.0,""ARKX"":34111.0}"
452327109,ILMN,ILLUMINA INC,equity,926535,163579754.25,2,ARKG|ARKK,"{""ARKK"":547475.0,""ARKG"":379060.0}"
632307104,NTRA,NATERA INC,equity,610604,159923293.64,2,ARKG|ARKK,"{""ARKK"":357090.0,""ARKG"":253514.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28672256,139633886.72,3,ARKK|ARKQ|ARKX,"{""ARKK"":14037701.0,""ARKQ"":9171141.0,""ARKX"":5463414.0}"
G16910120,BLSH,BULLISH,equity,5759173,134131139.17,3,ARKF|ARKK|ARKW,"{""ARKK"":4089496.0,""ARKW"":918006.0,""ARKF"":751671.0}"
11135F101,AVGO,BROADCOM INC,equity,361825,132073361.50,3,ARKK|ARKQ|ARKW,"{""ARKK"":184331.0,""ARKQ"":85248.0,""ARKW"":92246.0}"
773121108,RKLB UQ,ROCKET LAB,equity,1542755,130424507.70,2,ARKQ|ARKX,"{""ARKQ"":951460.0,""ARKX"":591295.0}"
92337F107,VCYT,VERACYTE INC,equity,2120918,128294329.82,2,ARKG|ARKK,"{""ARKK"":1195066.0,""ARKG"":925852.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,422199,122965458.75,3,ARKQ|ARKX|PRNT,"{""ARKQ"":210138.0,""ARKX"":208913.0,""PRNT"":3148.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,660190,119883902.10,2,ARKK|ARKW,"{""ARKK"":518845.0,""ARKW"":141345.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,33149793,116687271.36,2,ARKG|ARKK,"{""ARKK"":20208300.0,""ARKG"":12941493.0}"
00091E109,ABSI,ABSCI CORP,equity,10334068,112538000.52,1,ARKG,"{""ARKG"":10334068.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7961282,107954983.92,3,ARKF|ARKK|ARKW,"{""ARKK"":5709605.0,""ARKW"":1488091.0,""ARKF"":763586.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,193603,106530050.75,3,ARKF|ARKK|ARKW,"{""ARKK"":102002.0,""ARKW"":56084.0,""ARKF"":35517.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,519655,102844921.05,3,ARKK|ARKQ|ARKX,"{""ARKK"":265605.0,""ARKQ"":178475.0,""ARKX"":75575.0}"
71535D106,PSNL,PERSONALIS INC,equity,7736116,100724230.32,1,ARKG,"{""ARKG"":7736116.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1351635,94371155.70,2,ARKG|ARKK,"{""ARKK"":909647.0,""ARKG"":441988.0}"
532457108,LLY,ELI LILLY & CO,equity,68814,83135569.68,2,ARKG|ARKK,"{""ARKK"":29478.0,""ARKG"":39336.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,567828,78331872.60,2,ARKQ|ARKX,"{""ARKQ"":325143.0,""ARKX"":242685.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,74754007.65,1,ARKW,"{""ARKW"":3775474.0}"
98386P102,XE,X-ENERGY INC,equity,3872580,73114310.40,3,ARKK|ARKQ|ARKX,"{""ARKK"":2405765.0,""ARKQ"":972872.0,""ARKX"":493943.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,478629,71421019.38,1,ARKG,"{""ARKG"":478629.0}"
25809K105,DASH,DOORDASH INC - A,equity,376256,68888711.04,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":149173.0,""ARKW"":92280.0,""ARKF"":58717.0,""ARKX"":76086.0}"
77543R102,ROKU,ROKU INC,equity,508242,68815966.80,3,ARKF|ARKK|ARKW,"{""ARKK"":178732.0,""ARKW"":198325.0,""ARKF"":131185.0}"
896239100,TRMB,TRIMBLE INC,equity,1258892,63825824.40,2,ARKQ|ARKX,"{""ARKQ"":764324.0,""ARKX"":494568.0}"
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,82690,57973132.10,2,ARKF|ARKW,"{""ARKW"":60525.0,""ARKF"":22165.0}"
83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,3143311,56202400.68,2,ARKF|ARKK,"{""ARKK"":1960968.0,""ARKF"":1182343.0}"
149123101,CAT,CATERPILLAR INC,equity,56175,56032877.25,1,ARKQ,"{""ARKQ"":56175.0}"
833445109,SNOW,SNOWFLAKE INC,equity,217022,54029797.12,2,ARKK|ARKW,"{""ARKK"":143941.0,""ARKW"":73081.0}"
G65163100,JOBY,JOBY AVIATION INC,equity,6016395,53124767.85,2,ARKQ|ARKX,"{""ARKQ"":3474754.0,""ARKX"":2541641.0}"
46125A100,LUNR,INTUITIVE MACHINES INC,equity,2649864,52440808.56,2,ARKQ|ARKX,"{""ARKQ"":1788870.0,""ARKX"":860994.0}"
14167L103,CDNA,CAREDX INC,equity,1811817,52216565.94,1,ARKG,"{""ARKG"":1811817.0}"
46269C102,IRDM,IRIDIUM COMMUNICATIONS INC,equity,1180130,51359257.60,2,ARKQ|ARKX,"{""ARKQ"":525638.0,""ARKX"":654492.0}"
888787108,TOST,TOAST INC-CLASS A,equity,1859887,50365739.96,2,ARKF|ARKW,"{""ARKW"":702506.0,""ARKF"":1157381.0}"
316841105,FIG,FIGMA INC-CL A,equity,2560297,47672730.14,2,ARKK|ARKW,"{""ARKK"":1573518.0,""ARKW"":986779.0}"
20451W101,CMPS,COMPASS PATHWAYS PLC,equity,3199815,47421258.30,1,ARKG,"{""ARKG"":3199815.0}"
157085101,CERS,CERUS CORP,equity,15739846,45960350.32,2,ARKG|ARKK,"{""ARKK"":8597270.0,""ARKG"":7142576.0}"
M3760D101,ESLT,ELBIT SYSTEMS LTD,equity,60339,43185829.08,2,ARKQ|ARKX,"{""ARKQ"":41145.0,""ARKX"":19194.0}"
23804L103,DDOG,DATADOG INC - CLASS A,equity,176258,42261380.66,1,ARKW,"{""ARKW"":176258.0}"
02079K305,GOOGL,ALPHABET INC-CL A,equity,124553,42022936.67,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":89158.0,""ARKQ"":16408.0,""ARKW"":12041.0,""ARKX"":6946.0}"
124155102,BFLY,BUTTERFLY NETWORK INC,equity,4717610,41939552.90,1,ARKG,"{""ARKG"":4717610.0}"
MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992,41512053.63,1,ARKF,"{""ARKF"":2096992.0}"
00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES,equity,1966151,41210524.96,1,ARKG,"{""ARKG"":1966151.0}"
69404D108,PACB,PACIFIC BIOSCIENCES OF CALIF,equity,23805657,39279334.05,2,ARKG|ARKK,"{""ARKK"":13293942.0,""ARKG"":10511715.0}"
67080M103,NRIX,NURIX THERAPEUTICS INC,equity,1663298,38089524.20,1,ARKG,"{""ARKG"":1663298.0}"
58733R102,MELI,MERCADOLIBRE INC,equity,22044,36925904.40,2,ARKF|ARKW,"{""ARKW"":8544.0,""ARKF"":13500.0}"
500458401,KMTUY,KOMATSU LTD -SPONS ADR,equity,930853,36759384.97,1,ARKQ,"{""ARKQ"":930853.0}"
13321L108,CCJ,CAMECO CORP,equity,340473,35576023.77,1,ARKQ,"{""ARKQ"":340473.0}"
051774107,AUR,AURORA INNOVATION INC,equity,5430150,34535754.00,1,ARKQ,"{""ARKQ"":5430150.0}"
80810D103,SDGR,SCHRODINGER INC,equity,2019800,34053828.00,1,ARKG,"{""ARKG"":2019800.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,142622,33835643.28,1,ARKW,"{""ARKW"":142622.0}"
879360105,TDY,TELEDYNE TECHNOLOGIES INC,equity,53832,33606779.28,2,ARKQ|ARKX,"{""ARKQ"":35553.0,""ARKX"":18279.0}"
871607107,SNPS,SYNOPSYS INC,equity,73190,33253144.60,3,ARKQ|ARKX|PRNT,"{""ARKQ"":45837.0,""ARKX"":20756.0,""PRNT"":6597.0}"
26142V105,DKNG UW,DRAFTKINGS INC-CL A,equity,1227263,31540659.10,2,ARKF|ARKW,"{""ARKW"":646665.0,""ARKF"":580598.0}"
L8681T102,SPOT,SPOTIFY TECHNOLOGY SA,equity,63023,28991840.46,2,ARKF|ARKW,"{""ARKW"":37109.0,""ARKF"":25914.0}"
056752108,BIDU,BAIDU INC - SPON ADR,equity,275167,28677904.74,2,ARKQ|ARKW,"{""ARKQ"":275067.0,""ARKW"":100.0}"
87151X101,SYM UQ,SYMBOTIC INC,equity,688250,28383430.00,1,ARKQ,"{""ARKQ"":688250.0}"
6496584,6301,KOMATSU LTD,equity,654893,25622463.43,1,ARKX,"{""ARKX"":654893.0}"
46120E602,ISRG,INTUITIVE SURGICAL INC,equity,62441,25269872.70,1,ARKQ,"{""ARKQ"":62441.0}"
781154109,RBRK,RUBRIK INC-A,equity,325766,23562654.78,1,ARKW,"{""ARKW"":325766.0}"
462222100,IONS,IONIS PHARMACEUTICALS INC,equity,278138,22579242.84,1,ARKG,"{""ARKG"":278138.0}"
74624M102,P,EVERPURE INC-A,equity,323559,22377340.44,1,ARKW,"{""ARKW"":323559.0}"
04650F101,ATAI UQ,ATAIBECKLEY INC,equity,4228933,22371055.57,1,ARKG,"{""ARKG"":4228933.0}"
009066101,ABNB,AIRBNB INC-CLASS A,equity,148320,21589459.20,2,ARKF|ARKW,"{""ARKW"":62758.0,""ARKF"":85562.0}"
X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,19248249,19248248.82,8,ARKF|ARKG|ARKK|ARKQ|ARKW|ARKX|IZRL|PRNT,"{""ARKK"":7762154.0,""ARKQ"":7595733.0,""ARKW"":746537.0,""ARKG"":1693371.0,""ARKF"":742631.0,""ARKX"":279868.0,""PRNT"":320812.0,""IZRL"":107143.0}"
