trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-09-16,2026-09-16,2026-09-17,ARKW,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,29674748,31730118,30305961,1424157,4.70,1.021271
2026-09-16,2026-09-16,2026-09-17,ARKG,buy,GH,GUARDANT HEALTH INC,40131M109,equity,557987,562957,555218,7739,1.39,0.995038
2026-09-16,2026-09-16,2026-09-17,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2658471,2845376,2658471,186905,7.03,1.000000
2026-09-16,2026-09-16,2026-09-17,ARKK,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,290688,-36212,-12.46,1.142300
2026-09-16,2026-09-16,2026-09-17,ARKK,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,9857484,9844666,11260200,-1415534,-12.57,1.142300
2026-09-16,2026-09-16,2026-09-17,ARKK,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,101331361,102640411,115750774,-13110363,-11.33,1.142300
2026-09-16,2026-09-16,2026-09-17,ARKW,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,814502,814502,831827,-17325,-2.08,1.021271
2026-09-16,2026-09-16,2026-09-17,ARKW,sell,,ARK BITCOIN ETF HOLDCO (ARKW),MM0051EWE,bitcoin_holdco,2712654,2712654,2770355,-57701,-2.08,1.021271
2026-09-16,2026-09-16,2026-09-17,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,10957533,9604665,10903158,-1298493,-11.91,0.995038
2026-09-16,2026-09-16,2026-09-17,ARKW,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,62528,62528,63858,-1330,-2.08,1.021271
2026-09-16,2026-09-16,2026-09-17,ARKG,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,2750966,2720249,2737315,-17066,-0.62,0.995038
2026-09-16,2026-09-16,2026-09-17,ARKX,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1005606,863993,1005606,-141613,-14.08,1.000000
2026-09-16,2026-09-16,2026-09-17,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,191398,190528,218634,-28106,-12.86,1.142300
2026-09-16,2026-09-16,2026-09-17,ARKK,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,493046,-61420,-12.46,1.142300
2026-09-16,2026-09-16,2026-09-17,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,75787,75443,77399,-1956,-2.53,1.021271
2026-09-16,2026-09-16,2026-09-17,ARKW,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,139569,139569,142538,-2969,-2.08,1.021271
