symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,354.0800,297.3800,498.8300,28.15,-29.02,19.07,376.3650,-5.92,1018700370.94,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,147.9500,104.8300,225.6400,35.69,-34.43,41.13,149.7400,-1.20,737602019.90,ARKK|ARKQ|ARKW|ARKX,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,102.0500,49.9000,159.4700,47.60,-36.01,104.51,103.2300,-1.14,562111196.13,ARKF|ARKK|ARKW,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,64.6200,40.7700,104.3200,37.53,-38.06,58.50,64.6600,-0.06,504473828.36,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,122.1100,63.5150,153.8600,64.86,-20.64,92.25,124.7200,-2.09,438475110.72,ARKF|ARKK|ARKW,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,184.6400,139.1100,402.1600,17.31,-54.09,32.73,192.7000,-4.18,438234100.60,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,55.7900,44.1200,78.4800,33.96,-28.91,26.45,56.4900,-1.24,422189087.04,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,174.3300,106.3700,207.5200,67.19,-15.99,63.89,182.5300,-4.49,394612337.12,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
NVDA,NVIDIA CORP,NASDAQ,230.3600,164.2700,236.5400,91.45,-2.61,40.23,228.4500,0.84,389557509.00,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,62.6500,11.1600,66.9400,92.31,-6.41,461.38,63.2200,-0.90,384154117.30,ARKG|ARKK,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,124.7200,23.3000,155.4400,76.75,-19.76,435.28,128.7100,-3.10,379491781.75,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,258.5100,196.0000,287.2000,68.54,-9.99,31.89,258.9000,-0.15,365853661.20,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,145.0900,94.0000,182.1900,57.93,-20.36,54.35,145.8800,-0.54,358993466.16,ARKF|ARKK|ARKW,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,477.5700,149.2200,584.7300,75.39,-18.33,220.04,456.1600,4.69,340514316.80,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
XYZ,BLOCK INC,NYSE,82.7600,48.2100,86.9200,89.25,-4.79,71.67,83.3700,-0.73,301928540.13,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,335.3100,233.3800,404.4700,59.58,-17.10,43.68,338.8600,-1.05,288952360.34,ARKK|ARKQ|ARKW|ARKX,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,29.6600,19.3550,38.2600,54.51,-22.48,53.24,29.4600,0.68,245336516.64,ARKG|ARKK,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,89.3600,60.5500,153.2000,31.10,-41.67,47.58,84.5600,5.68,225339969.68,ARKK|ARKW,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,47.8200,43.0900,134.0000,5.20,-64.31,10.98,48.1000,-0.58,219271882.70,ARKK|ARKQ|ARKX,ok
BLSH,BULLISH,NYSE,36.0000,20.5500,74.9800,28.39,-51.99,75.18,36.2200,-0.61,205087238.30,ARKF|ARKK|ARKW,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,210.0500,160.8100,386.3400,21.83,-45.63,30.62,190.4400,10.30,204737092.56,ARKK|ARKW,ok
AVGO,BROADCOM INC,NASDAQ,357.8950,289.9600,495.0000,33.13,-27.70,23.43,357.1600,0.21,197015527.72,ARKK|ARKQ|ARKW,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,24.9700,12.8000,65.6000,23.05,-61.94,95.08,26.4500,-5.60,197005419.00,ARKF|ARKK|ARKW,ok
TER,TERADYNE INC,NASDAQ,357.0300,109.5600,487.9100,65.41,-26.82,225.88,338.4600,5.49,192843677.28,ARKK|ARKQ|ARKX,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,428.9100,241.6200,479.0000,78.90,-10.46,77.51,417.0100,2.85,181973989.78,ARKK|ARKQ|ARKW|ARKX,ok
RKLB,ROCKET LAB,NASDAQ,64.2600,37.5700,151.0000,23.53,-57.44,71.04,63.8100,0.71,173950845.75,ARKK|ARKQ|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,616.7700,520.2600,790.8000,35.67,-22.01,18.55,610.6800,1.00,168671648.04,ARKF|ARKK|ARKW,ok
ILMN,ILLUMINA INC,NASDAQ,218.2200,88.0000,231.8100,90.55,-5.86,147.98,221.6600,-1.55,158237975.82,ARKG|ARKK,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,12.7400,7.9500,28.2500,23.60,-54.90,60.25,12.6800,0.47,158123036.28,ARKG|ARKK,ok
ACHR,ARCHER AVIATION INC-A,NYSE,5.7100,4.3000,14.6200,13.66,-60.94,32.79,5.7600,-0.87,158081996.16,ARKK|ARKQ|ARKX,ok
NTRA,NATERA INC,NASDAQ,328.1800,157.4250,343.1800,91.92,-4.37,108.47,327.6700,0.16,151443175.94,ARKG|ARKK,ok
WGS,GENEDX HOLDINGS CORP,NASDAQ,85.9900,32.2100,170.8700,38.79,-49.68,166.97,87.3900,-1.60,129636423.36,ARKG|ARKK,ok
NET,CLOUDFLARE INC - CLASS A,NYSE,278.9200,158.8300,332.2200,69.26,-16.04,75.61,284.5100,-1.96,121163704.68,ARKF|ARKK|ARKW,ok
RXRX,RECURSION PHARMACEUTICALS-A,NASDAQ,3.6300,2.7700,7.1800,19.50,-49.44,31.05,3.4400,5.52,117046202.96,ARKG|ARKK,ok
XE,X-ENERGY INC,NASDAQ,17.7100,13.2900,37.1000,18.56,-52.26,33.26,17.8800,-0.95,116822734.80,ARKK|ARKQ|ARKX,ok
PSNL,PERSONALIS INC,NASDAQ,17.2000,4.9550,18.8900,87.87,-8.95,247.12,16.8300,2.20,116419522.23,ARKG,ok
LLY,ELI LILLY & CO,NYSE,1149.3600,712.0500,1292.6500,75.32,-11.08,61.42,1159.6000,-0.88,109517262.40,ARKG|ARKK,ok
LHX,L3HARRIS TECHNOLOGIES INC,NYSE,256.4500,256.0500,379.2300,0.32,-32.38,0.16,260.8900,-1.70,108862874.75,ARKQ|ARKX|PRNT,ok
BWXT,BWX TECHNOLOGIES INC,NYSE,157.5900,147.7400,241.8200,10.47,-34.83,6.67,160.2500,-1.66,103312534.00,ARKK|ARKQ|ARKX,ok
DE,DEERE & CO,NYSE,693.5300,433.0000,705.8800,95.47,-1.75,60.17,694.4100,-0.13,101084569.29,ARKQ|ARKX,ok
VCYT,VERACYTE INC,NASDAQ,42.5300,29.4550,60.9100,41.57,-30.18,44.39,44.6700,-4.79,96765538.77,ARKG|ARKK,ok
ABSI,ABSCI CORP,NASDAQ,8.8200,2.2400,12.0550,67.04,-26.84,293.75,8.8000,0.23,95357301.60,ARKG,ok
GH,GUARDANT HEALTH INC,NASDAQ,161.4100,53.4000,176.5800,87.68,-8.59,202.27,161.0400,0.23,86466079.92,ARKG,ok
DASH,DOORDASH INC - A,NASDAQ,211.7300,143.3000,285.5000,48.12,-25.84,47.75,222.0000,-4.63,82502526.00,ARKF|ARKQ|ARKW|ARKX,ok
AVAV,AEROVIRONMENT INC,NASDAQ,144.6500,135.2000,417.8600,3.34,-65.38,6.99,147.2100,-1.74,80812843.23,ARKQ|ARKX,ok
CDNA,CAREDX INC,NASDAQ,50.8800,13.1200,53.6710,93.12,-5.20,287.80,49.8600,2.05,76839495.30,ARKG,ok
TRMB,TRIMBLE INC,NASDAQ,59.4700,47.9200,84.4200,31.64,-29.55,24.10,60.1000,-1.05,65935169.10,ARKQ|ARKX,ok
CMPS,COMPASS PATHWAYS PLC,NASDAQ,13.2700,4.8200,15.4000,79.87,-13.83,175.31,13.2900,-0.15,62485699.32,ARKG,ok
TOST,TOAST INC-CLASS A,NYSE,33.9500,22.2600,42.1500,58.77,-19.45,52.52,33.9300,0.06,61814590.11,ARKF|ARKW,ok
SOFI,SOFI TECHNOLOGIES INC,NASDAQ,18.2200,14.8800,32.7300,18.71,-44.33,22.45,18.5100,-1.57,61130922.39,ARKF|ARKK,ok
CRWD,CROWDSTRIKE HOLDINGS INC - A,NASDAQ,213.1000,85.6800,233.8800,85.98,-8.88,148.72,214.9700,-0.87,55548677.94,ARKF|ARKW,ok
LUNR,INTUITIVE MACHINES INC,NASDAQ,14.8100,7.7800,46.7500,18.04,-68.32,90.36,14.7000,0.75,49167090.00,ARKQ|ARKX,ok
MELI,MERCADOLIBRE INC,NASDAQ,1978.3600,1495.0000,2548.5000,45.88,-22.37,32.33,1991.0550,-0.64,47763418.40,ARKF|ARKW,ok
SDGR,SCHRODINGER INC,NASDAQ,20.0900,10.9450,23.0200,75.73,-12.73,83.55,20.7100,-2.99,47624591.74,ARKG,ok
RBLX,ROBLOX CORP -CLASS A,NYSE,43.3100,33.8800,142.0000,8.72,-69.50,27.83,41.5100,4.34,47383623.49,ARKF|ARKW,ok
ADPT,ADAPTIVE BIOTECHNOLOGIES,NASDAQ,24.2800,12.0000,26.8700,82.58,-9.64,102.33,24.5700,-1.18,45929020.41,ARKG,ok
ARCT,ARCTURUS THERAPEUTICS HOLDIN,NASDAQ,15.8200,5.5000,24.1700,55.28,-34.55,187.64,15.5600,1.67,44924069.56,ARKG,ok
NRIX,NURIX THERAPEUTICS INC,NASDAQ,26.1400,8.1950,28.2300,89.57,-7.40,218.97,25.3200,3.24,44858583.12,ARKG,ok
CERS,CERUS CORP,NASDAQ,2.5900,1.1700,3.4700,61.74,-25.36,121.37,2.5700,0.78,42900760.71,ARKG|ARKK,ok
SPOT,SPOTIFY TECHNOLOGY SA,NYSE,542.4300,405.0000,745.0000,40.42,-27.19,33.93,560.1100,-3.16,37785580.71,ARKF|ARKW,ok
JOBY,JOBY AVIATION INC,NYSE,6.7400,6.6100,19.9800,0.97,-66.27,1.97,6.8700,-1.89,37434994.11,ARKQ|ARKX,ok
GOOGL,ALPHABET INC-CL A,NASDAQ,338.4600,233.2300,408.6100,60.00,-17.17,45.12,342.2600,-1.11,36668709.62,ARKK|ARKQ|ARKW|ARKX,ok
BFLY,BUTTERFLY NETWORK INC,NYSE,7.3600,1.4700,10.0500,68.65,-26.77,400.68,7.2900,0.96,36632118.78,ARKG,ok
DDOG,DATADOG INC - CLASS A,NASDAQ,212.9300,98.0100,292.7200,59.02,-27.26,117.25,214.7600,-0.85,36544420.64,ARKW,ok
IONS,IONIS PHARMACEUTICALS INC,NASDAQ,58.0900,50.0100,86.7400,22.00,-33.03,16.16,58.1300,-0.07,35757913.81,ARKG,ok
AUR,AURORA INNOVATION INC,NASDAQ,6.3400,3.6000,8.5650,55.19,-25.98,76.11,6.3200,0.32,32064848.64,ARKQ,ok
P,EVERPURE INC-A,NYSE,99.5100,56.7800,119.1000,68.57,-16.45,75.26,98.1500,1.39,32032135.85,ARKW,ok
CCJ,CAMECO CORP,NYSE,100.7400,74.9900,135.2400,42.74,-25.51,34.34,100.6200,0.12,32009335.02,ARKQ,ok
ALMR,ALAMAR BIOSCIENCES INC,NASDAQ,30.8000,18.8500,38.5400,60.69,-20.08,63.40,30.5700,0.75,30819940.32,ARKG,ok
GTLB,GITLAB INC-CL A,NASDAQ,49.8300,18.7300,55.5500,84.46,-10.30,166.04,49.3100,1.05,30745426.03,ARKW,ok
PACB,PACIFIC BIOSCIENCES OF CALIF,NASDAQ,1.3500,1.0700,2.7300,16.87,-50.55,26.17,1.3000,3.85,30719027.30,ARKG|ARKK,ok
ESLT,ELBIT SYSTEMS LTD,NASDAQ,703.2800,453.0000,1016.0600,44.45,-30.78,55.25,701.2200,0.29,30367734.54,ARKQ|ARKX,ok
RBRK,RUBRIK INC-A,NYSE,93.6700,42.2500,107.9100,78.31,-13.20,121.70,92.1400,1.66,30275914.04,ARKW,ok
PRME,PRIME MEDICINE INC,NASDAQ,3.7000,2.6700,6.9400,24.12,-46.69,38.58,3.7100,-0.27,29360253.65,ARKG,ok
