symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2805275,836869638.00,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1757071;ARKQ=583759;ARKW=389267;ARKX=75178
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4586331,516191554.05,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2525617;ARKQ=1014105;ARKW=501439;ARKX=545170
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1095972,470785732.32,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=52407;ARKK=469827;ARKQ=240888;ARKW=253148;ARKX=79702
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3333749,430620358.33,3,ARKF|ARKK|ARKW,ARKF=566679;ARKK=2135649;ARKW=631421
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7622104,363117034.56,2,ARKG|ARKK,ARKG=2082499;ARKK=5539605
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8634825,358776978.75,2,ARKG|ARKK,ARKG=2378186;ARKK=6256639
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2234600,357737114.00,3,ARKF|ARKK|ARKW,ARKF=254912;ARKK=1600096;ARKW=379592
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2787153,342819819.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=244250;ARKK=1421317;ARKQ=571954;ARKW=365861;ARKX=183771
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,7162762,331779135.84,2,ARKG|ARKK,ARKG=3160126;ARKK=4002636
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3652260,328119038.40,3,ARKF|ARKK|ARKW,ARKF=439832;ARKK=2358616;ARKW=853812
AMZN,NASDAQ,023135106,AMAZON.COM INC,1387513,314479821.45,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=113794;ARKK=609918;ARKQ=260214;ARKW=264773;ARKX=138814
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4864393,298479154.48,3,ARKF|ARKK|ARKW,ARKF=532147;ARKK=3422850;ARKW=909396
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,883291,296573786.16,4,ARKK|ARKQ|ARKW|ARKX,ARKK=335518;ARKQ=269027;ARKW=184714;ARKX=94032
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3372386,288237831.42,2,ARKG|ARKK,ARKG=1342429;ARKK=2029957
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5243640,262863673.20,3,ARKF|ARKK|ARKW,ARKF=426162;ARKK=3773423;ARKW=1044055
NVDA,NASDAQ,67066G104,NVIDIA CORP,1206291,229207352.91,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=90240;ARKK=543008;ARKQ=301978;ARKW=140993;ARKX=130072
XYZ,NYSE,852234103,BLOCK INC,2774400,228000192.00,3,ARKF|ARKK|ARKW,ARKF=580478;ARKK=1474685;ARKW=719237
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8490757,220929497.14,2,ARKG|ARKK,ARKG=2353352;ARKK=6137405
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4750835,208466639.80,3,ARKK|ARKQ|ARKX,ARKK=1402719;ARKQ=2320732;ARKX=1027384
TER,NASDAQ,880770102,TERADYNE INC,566625,180985691.25,3,ARKK|ARKQ|ARKX,ARKK=147351;ARKQ=336383;ARKX=82891
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,451631,169212586.77,4,ARKK|ARKQ|ARKW|ARKX,ARKK=156534;ARKQ=166547;ARKW=94135;ARKX=34415
DE,NYSE,244199105,DEERE & CO,268048,163763925.60,3,ARKK|ARKQ|ARKX,ARKK=91925;ARKQ=104592;ARKX=71531
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,257665,150891200.65,3,ARKF|ARKK|ARKW,ARKF=41983;ARKK=141161;ARKW=74521
ILMN,NASDAQ,452327109,ILLUMINA INC,765478,149130423.96,2,ARKG|ARKK,ARKG=367366;ARKK=398112
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,12877675,139078890.00,2,ARKG|ARKK,ARKG=2723230;ARKK=10154445
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2282579,138826454.78,2,ARKK|ARKW,ARKK=1650171;ARKW=632408
AVGO,NASDAQ,11135F101,BROADCOM INC,356453,132001674.96,3,ARKK|ARKQ|ARKW,ARKK=179359;ARKQ=82454;ARKW=94640
BLSH,NYSE,G16910120,BULLISH,5984536,130702266.24,3,ARKF|ARKK|ARKW,ARKF=756411;ARKK=4231493;ARKW=996632
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,7727624,128201282.16,3,ARKF|ARKK|ARKW,ARKF=744866;ARKK=5456021;ARKW=1526737
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,28605300,128151744.00,3,ARKK|ARKQ|ARKX,ARKK=14189237;ARKQ=9242070;ARKX=5173993
