symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,367.7150,297.3800,498.8300,34.91,-26.28,23.65,354.0800,3.85,964049721.12,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,153.2450,104.8300,225.6400,40.08,-32.08,46.18,147.9500,3.58,732611856.35,ARKK|ARKQ|ARKW|ARKX,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,98.9100,49.9000,159.4700,44.73,-37.98,98.22,102.0500,-3.08,559855994.75,ARKF|ARKK|ARKW,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,65.5340,40.7700,104.3200,38.97,-37.18,60.74,64.6200,1.41,506077345.80,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,121.6400,63.5150,153.8600,64.34,-20.94,91.51,122.1100,-0.38,435709116.59,ARKF|ARKK|ARKW,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,181.7800,139.1100,402.1600,16.22,-54.80,30.67,184.6400,-1.55,423082988.16,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,54.5900,44.1200,78.4800,30.47,-30.44,23.73,55.7900,-2.15,419808703.58,ARKG|ARKK,ok
NVDA,NVIDIA CORP,NASDAQ,226.2550,164.2700,236.5400,85.77,-4.35,37.73,230.3600,-1.78,394279108.08,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,64.9700,11.1600,66.9400,96.47,-2.94,482.17,62.6500,3.70,382259288.25,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,171.1650,106.3700,207.5200,64.06,-17.52,60.91,174.3300,-1.82,378527435.91,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,127.1150,23.3000,155.4400,78.56,-18.22,445.56,124.7200,1.92,367993967.92,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,256.3500,196.0000,287.2000,66.17,-10.74,30.79,258.5100,-0.84,366784586.91,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,134.4100,94.0000,182.1900,45.82,-26.23,42.99,145.0900,-7.36,359382416.58,ARKF|ARKK|ARKW,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,509.8500,149.8500,584.7300,82.78,-12.81,240.24,477.5700,6.76,358031841.15,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
XYZ,BLOCK INC,NYSE,80.2700,48.2100,86.9200,82.82,-7.65,66.50,82.7600,-3.01,301450072.36,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,335.1300,233.3800,404.4700,59.47,-17.14,43.60,335.3100,-0.05,286784272.11,ARKK|ARKQ|ARKW|ARKX,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,26.0400,19.3550,38.2600,35.36,-31.94,34.54,29.6600,-12.20,248678219.36,ARKG|ARKK,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,102.7900,60.5500,153.2000,45.59,-32.90,69.76,89.3600,15.03,239935621.20,ARKK|ARKW,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,203.6250,160.8100,386.3400,18.98,-47.29,26.62,210.0500,-3.06,227664372.90,ARKK|ARKW,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,48.9100,43.0900,134.0000,6.40,-63.50,13.51,47.8200,2.28,218332395.66,ARKK|ARKQ|ARKX,ok
BLSH,BULLISH,NYSE,35.2300,20.5500,74.9800,26.97,-53.01,71.44,36.0000,-2.14,205381188.00,ARKF|ARKK|ARKW,ok
TER,TERADYNE INC,NASDAQ,374.3000,109.5600,487.9100,69.97,-23.29,241.64,357.0300,4.84,203676332.22,ARKK|ARKQ|ARKX,ok
AVGO,BROADCOM INC,NASDAQ,369.3500,289.9600,495.0000,38.72,-25.38,27.38,357.8950,3.20,198439177.50,ARKK|ARKQ|ARKW,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,441.5800,246.9300,479.0000,83.88,-7.81,78.83,428.9100,2.95,187625821.68,ARKK|ARKQ|ARKW|ARKX,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,25.1000,12.8000,65.6000,23.30,-61.74,96.09,24.9700,0.52,187354804.12,ARKF|ARKK|ARKW,ok
RKLB,ROCKET LAB,NASDAQ,66.9800,37.5700,151.0000,25.93,-55.64,78.28,64.2600,4.23,175643721.54,ARKK|ARKQ|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,616.1000,520.2600,790.8000,35.43,-22.09,18.42,616.7700,-0.11,171330687.99,ARKF|ARKK|ARKW,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,12.8250,7.9500,28.2500,24.01,-54.60,61.32,12.7400,0.67,158779792.08,ARKG|ARKK,ok
ACHR,ARCHER AVIATION INC-A,NYSE,5.8200,4.3000,14.6200,14.73,-60.19,35.35,5.7100,1.93,157368302.33,ARKK|ARKQ|ARKX,ok
ILMN,ILLUMINA INC,NASDAQ,214.6400,88.0000,231.8100,88.06,-7.41,143.91,218.2200,-1.64,156356157.54,ARKG|ARKK,ok
NTRA,NATERA INC,NASDAQ,328.5600,157.4250,343.1800,92.13,-4.26,108.71,328.1800,0.12,152203320.40,ARKG|ARKK,ok
WGS,GENEDX HOLDINGS CORP,NASDAQ,85.6200,32.2100,170.8700,38.52,-49.89,165.82,85.9900,-0.43,128318405.52,ARKG|ARKK,ok
RXRX,RECURSION PHARMACEUTICALS-A,NASDAQ,3.5110,2.7700,7.1800,16.80,-51.10,26.75,3.6300,-3.28,124140928.89,ARKG|ARKK,ok
NET,CLOUDFLARE INC - CLASS A,NYSE,281.5800,158.8300,332.2200,70.79,-15.24,77.28,278.9200,0.95,119577466.72,ARKF|ARKK|ARKW,ok
