trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-06-18,2026-06-18,2026-06-22,ARKK,new,SNOW,SNOWFLAKE INC,833445109,equity,0,149661,0,149661,,0.972909
2026-06-18,2026-06-18,2026-06-22,ARKW,new,SNOW,SNOWFLAKE INC,833445109,equity,0,74029,0,74029,,1.000000
2026-06-18,2026-06-18,2026-06-22,ARKK,buy,TSLA,TESLA INC,88160R101,equity,1633138,1632909,1588894,44015,2.77,0.972909
2026-06-18,2026-06-18,2026-06-22,ARKG,buy,LLY,ELI LILLY & CO,532457108,equity,23872,30004,23965,6039,25.20,1.003906
2026-06-18,2026-06-18,2026-06-22,ARKK,buy,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,11593770,11593770,11279679,314091,2.78,0.972909
2026-06-18,2026-06-18,2026-06-22,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,247582,6894,2.78,0.972909
2026-06-18,2026-06-18,2026-06-22,ARKW,buy,TSLA,TESLA INC,88160R101,equity,325378,336195,325378,10817,3.32,1.000000
2026-06-18,2026-06-18,2026-06-22,ARKK,buy,LLY,ELI LILLY & CO,532457108,equity,28952,30648,28168,2480,8.81,0.972909
2026-06-18,2026-06-18,2026-06-22,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,9748549,11067708,9748549,1319159,13.53,1.000000
2026-06-18,2026-06-18,2026-06-22,ARKG,buy,GENB,GENERATE BIOMEDICINES INC,370920100,equity,477330,494628,479194,15434,3.22,1.003906
2026-06-18,2026-06-18,2026-06-22,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,equity,562194,567405,564390,3015,0.53,1.003906
2026-06-18,2026-06-18,2026-06-22,ARKK,buy,,BRERA HOLDINGS PLC-CL B,G13311132,equity,364423,364423,354550,9873,2.78,0.972909
2026-06-18,2026-06-18,2026-06-22,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,419933,11693,2.78,0.972909
2026-06-18,2026-06-18,2026-06-22,ARKK,sell,ROKU,ROKU INC,77543R102,equity,1297021,700070,1261883,-561813,-44.52,0.972909
2026-06-18,2026-06-18,2026-06-22,ARKW,sell,ROKU,ROKU INC,77543R102,equity,546142,393137,546142,-153005,-28.02,1.000000
2026-06-18,2026-06-18,2026-06-22,ARKK,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,43507600,34729176,42328919,-7599743,-17.95,0.972909
2026-06-18,2026-06-18,2026-06-22,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,1616486,1544716,1622800,-78084,-4.81,1.003906
2026-06-18,2026-06-18,2026-06-22,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,6890604,665117,6917517,-6252400,-90.39,1.003906
2026-06-18,2026-06-18,2026-06-22,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2211286,5511,2211286,-2205775,-99.75,1.000000
2026-06-18,2026-06-18,2026-06-22,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,2576258,2262685,2576258,-313573,-12.17,1.000000
2026-06-18,2026-06-18,2026-06-22,ARKX,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,2128730,1755481,2016400,-260919,-12.94,0.947231
2026-06-18,2026-06-18,2026-06-22,ARKF,sell,ROKU,ROKU INC,77543R102,equity,174578,168146,174578,-6432,-3.68,1.000000
2026-06-18,2026-06-18,2026-06-22,ARKG,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,2806009,2791397,2816969,-25572,-0.91,1.003906
2026-06-18,2026-06-18,2026-06-22,ARKW,sell,BIDU,BAIDU INC - SPON ADR,056752108,equity,2595,1100,2595,-1495,-57.61,1.000000
2026-06-18,2026-06-18,2026-06-22,ARKF,exit,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,219958,0,219958,-219958,-100.00,1.000000
