symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2736091,960696272.02,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1713664;ARKQ=563948;ARKW=385983;ARKX=72496
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4778016,667249934.50,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2691107;ARKQ=1017273;ARKW=528535;ARKX=541101
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8490786,520060642.60,2,ARKG|ARKK,ARKG=2388743;ARKK=6102043
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,975969,455211460.96,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=40859;ARKK=434775;ARKQ=216236;ARKW=210544;ARKX=73555
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7442255,445121271.60,2,ARKG|ARKK,ARKG=2039540;ARKK=5402715
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3107827,442523486.50,2,ARKG|ARKK,ARKG=1265668;ARKK=1842159
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2481997,434821054.47,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=209815;ARKK=1257044;ARKQ=523515;ARKW=319433;ARKX=172190
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5474603,430249049.75,3,ARKF|ARKK|ARKW,ARKF=558380;ARKK=3931968;ARKW=984255
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2694313,394932399.50,3,ARKF|ARKK|ARKW,ARKF=485175;ARKK=1661683;ARKW=547455
AMZN,NASDAQ,023135106,AMAZON.COM INC,1427626,379520095.86,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=633322;ARKQ=264140;ARKW=273898;ARKX=139106
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6090710,378781254.90,2,ARKG|ARKK,ARKG=2920206;ARKK=3170504
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2301148,368643909.60,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1657391;ARKW=387523
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3580650,342918850.50,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2300350;ARKW=846608
NVDA,NASDAQ,67066G104,NVIDIA CORP,1476458,321218202.52,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=104539;ARKK=683966;ARKQ=341914;ARKW=199858;ARKX=146181
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,860987,294199257.90,4,ARKK|ARKQ|ARKW|ARKX,ARKK=327250;ARKQ=259897;ARKW=183156;ARKX=90684
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4600665,278616272.40,3,ARKK|ARKQ|ARKX,ARKK=1368087;ARKQ=2241950;ARKX=990628
XYZ,NYSE,852234103,BLOCK INC,3195254,258591906.26,3,ARKF|ARKK|ARKW,ARKF=614266;ARKK=1815522;ARKW=765466
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2699055,245263127.86,2,ARKK|ARKW,ARKK=1942477;ARKW=756578
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8290534,241005823.40,2,ARKG|ARKK,ARKG=2304800;ARKK=5985734
TER,NASDAQ,880770102,TERADYNE INC,573970,217907710.55,3,ARKK|ARKQ|ARKX,ARKK=169066;ARKQ=324965;ARKX=79939
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,922283,198927220.26,2,ARKK|ARKW,ARKK=714899;ARKW=207384
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,440098,181359984.82,4,ARKK|ARKQ|ARKW|ARKX,ARKK=152673;ARKQ=160893;ARKW=93341;ARKX=33191
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,27755739,179024516.55,3,ARKK|ARKQ|ARKX,ARKK=13838588;ARKQ=8928306;ARKX=4988845
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,12594267,167251865.74,2,ARKG|ARKK,ARKG=2670918;ARKK=9923349
