trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-20,2026-07-20,2026-07-21,IZRL,new,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,0,452182,0,452182,,1.000000
2026-07-20,2026-07-20,2026-07-21,ARKK,buy,META,META PLATFORMS INC-CLASS A,30303M102,equity,122464,140716,122154,18562,15.20,0.997465
2026-07-20,2026-07-20,2026-07-21,ARKK,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,2119498,2211786,2114125,97661,4.62,0.997465
2026-07-20,2026-07-20,2026-07-21,ARKK,buy,TEM,TEMPUS AI INC-CL A,88023B103,equity,6129654,6236819,6114114,122705,2.01,0.997465
2026-07-20,2026-07-20,2026-07-21,ARKW,buy,META,META PLATFORMS INC-CLASS A,30303M102,equity,68183,74835,68183,6652,9.76,1.000000
2026-07-20,2026-07-20,2026-07-21,ARKQ,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,908732,937786,905979,31807,3.51,0.996971
2026-07-20,2026-07-20,2026-07-21,ARKW,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,434434,462587,434434,28153,6.48,1.000000
2026-07-20,2026-07-20,2026-07-21,ARKG,buy,TEM,TEMPUS AI INC-CL A,88023B103,equity,2303290,2363756,2297680,66076,2.88,0.997564
2026-07-20,2026-07-20,2026-07-21,ARKG,buy,LLY,ELI LILLY & CO,532457108,equity,61858,64438,61707,2731,4.43,0.997564
2026-07-20,2026-07-20,2026-07-21,ARKG,buy,CMPS,COMPASS PATHWAYS PLC,20451W101,equity,4122568,4350574,4112526,238048,5.79,0.997564
2026-07-20,2026-07-20,2026-07-21,ARKF,buy,META,META PLATFORMS INC-CLASS A,30303M102,equity,39674,42568,39674,2894,7.29,1.000000
2026-07-20,2026-07-20,2026-07-21,ARKX,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,505082,518092,505082,13010,2.58,1.000000
2026-07-20,2026-07-20,2026-07-21,ARKG,buy,PRME,PRIME MEDICINE INC,74168J101,equity,6866075,7340767,6849351,491416,7.17,0.997564
2026-07-20,2026-07-20,2026-07-21,PRNT,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,343967,1838055,343967,1494088,434.37,1.000000
2026-07-20,2026-07-20,2026-07-21,ARKQ,buy,PONY,PONY AI INC,732908108,equity,2498945,2582151,2491375,90776,3.64,0.996971
2026-07-20,2026-07-20,2026-07-21,ARKF,buy,SECZ,SECURITIZE CORP,81517B101,equity,453570,536803,453570,83233,18.35,1.000000
2026-07-20,2026-07-20,2026-07-21,ARKQ,buy,WRD,WERIDE INC-ADR,950915108,equity,3545870,3589403,3535129,54274,1.54,0.996971
2026-07-20,2026-07-20,2026-07-21,IZRL,buy,,SAVERONE 2014 LTD -ADR,80516T600,equity,388982,426368,388982,37386,9.61,1.000000
2026-07-20,2026-07-20,2026-07-21,ARKK,sell,SHOP,SHOPIFY INC - CLASS A,82509L107,equity,2331272,2182777,2325362,-142585,-6.13,0.997465
2026-07-20,2026-07-20,2026-07-21,ARKQ,sell,BIDU,BAIDU INC - SPON ADR,056752108,equity,243999,194424,243260,-48836,-20.08,0.996971
2026-07-20,2026-07-20,2026-07-21,ARKG,sell,ATAI UQ,ATAIBECKLEY INC,04650F101,equity,3146085,2418878,3138422,-719544,-22.93,0.997564
2026-07-20,2026-07-20,2026-07-21,ARKW,sell,SHOP,SHOPIFY INC - CLASS A,82509L107,equity,668153,634085,668153,-34068,-5.10,1.000000
2026-07-20,2026-07-20,2026-07-21,ARKQ,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,equity,397735,314184,396530,-82346,-20.77,0.996971
2026-07-20,2026-07-20,2026-07-21,ARKK,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,2647294,2602756,2640583,-37827,-1.43,0.997465
