cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2774823,892244335.65,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1738150.0,""ARKQ"":576555.0,""ARKW"":385983.0,""ARKX"":74135.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4716634,510669963.18,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2602425.0,""ARKQ"":1035840.0,""ARKW"":526719.0,""ARKX"":551650.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1053297,507741818.85,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":440979.0,""ARKQ"":237916.0,""ARKW"":244129.0,""ARKF"":51677.0,""ARKX"":78596.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3141597,453143951.28,3,ARKF|ARKK|ARKW,"{""ARKK"":2002066.0,""ARKW"":594559.0,""ARKF"":544972.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2646710,419318265.30,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1337168.0,""ARKQ"":548058.0,""ARKW"":353041.0,""ARKF"":231838.0,""ARKX"":176605.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8512603,397538560.10,2,ARKG|ARKK,"{""ARKK"":6189251.0,""ARKG"":2323352.0}"
023135106,AMZN,AMAZON.COM INC,equity,1445715,394174194.75,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":642364.0,""ARKQ"":270041.0,""ARKW"":273898.0,""ARKF"":117160.0,""ARKX"":142252.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7514421,394131381.45,2,ARKG|ARKK,"{""ARKK"":5479935.0,""ARKG"":2034486.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3346305,384858538.05,2,ARKG|ARKK,"{""ARKK"":2029074.0,""ARKG"":1317231.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2265304,339546416.56,3,ARKF|ARKK|ARKW,"{""ARKK"":1621547.0,""ARKW"":387523.0,""ARKF"":256234.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3613518,335334470.40,3,ARKF|ARKK|ARKW,"{""ARKK"":2333218.0,""ARKW"":846608.0,""ARKF"":433692.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5217827,330184092.56,3,ARKF|ARKK|ARKW,"{""ARKK"":3675192.0,""ARKW"":984255.0,""ARKF"":558380.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6695116,317750205.36,2,ARKG|ARKK,"{""ARKK"":3607855.0,""ARKG"":3087261.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,873507,314576075.91,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":331914.0,""ARKQ"":265707.0,""ARKW"":183156.0,""ARKX"":92730.0}"
67066G104,NVDA,NVIDIA CORP,equity,1272876,279039876.72,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":580162.0,""ARKQ"":312411.0,""ARKW"":152006.0,""ARKF"":94218.0,""ARKX"":134079.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4692797,259699385.98,3,ARKK|ARKQ|ARKX,"{""ARKK"":1387623.0,""ARKQ"":2292084.0,""ARKX"":1013090.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2726819,245113759.91,2,ARKK|ARKW,"{""ARKK"":1970241.0,""ARKW"":756578.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
852234103,XYZ,BLOCK INC,equity,2744349,231074185.80,3,ARKF|ARKK|ARKW,"{""ARKK"":1458807.0,""ARKW"":713169.0,""ARKF"":572373.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8370380,226586186.60,2,ARKG|ARKK,"{""ARKK"":6071292.0,""ARKG"":2299088.0}"
880770102,TER,TERADYNE INC,equity,559744,217958716.16,3,ARKK|ARKQ|ARKX,"{""ARKK"":145770.0,""ARKQ"":332231.0,""ARKX"":81743.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,446622,184901508.00,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":154851.0,""ARKQ"":164491.0,""ARKW"":93341.0,""ARKX"":33939.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,281251,165592151.27,3,ARKF|ARKK|ARKW,"{""ARKK"":155624.0,""ARKW"":81544.0,""ARKF"":44083.0}"
244199105,DE,DEERE & CO,equity,258926,158462712.00,3,ARKK|ARKQ|ARKX,"{""ARKK"":90939.0,""ARKQ"":100093.0,""ARKX"":67894.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,4215752,152568064.88,3,ARKF|ARKK|ARKW,"{""ARKK"":3008332.0,""ARKW"":828338.0,""ARKF"":379082.0}"
452327109,ILMN,ILLUMINA INC,equity,752739,150449943.93,2,ARKG|ARKK,"{""ARKK"":393828.0,""ARKG"":358911.0}"
11135F101,AVGO,BROADCOM INC,equity,352718,147534885.04,3,ARKK|ARKQ|ARKW,"{""ARKK"":177438.0,""ARKQ"":81438.0,""ARKW"":93842.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28266355,146985046.00,3,ARKK|ARKQ|ARKX,"{""ARKK"":14036390.0,""ARKQ"":9127974.0,""ARKX"":5101991.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,681251,145992089.30,2,ARKK|ARKW,"{""ARKK"":528878.0,""ARKW"":152373.0}"
