cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2768307,921320252.67,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1737037.0,""ARKQ"":571152.0,""ARKW"":385983.0,""ARKX"":74135.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4839989,645122133.81,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2727815.0,""ARKQ"":1030273.0,""ARKW"":528535.0,""ARKX"":553366.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1050786,498408815.52,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":440697.0,""ARKQ"":235687.0,""ARKW"":244129.0,""ARKF"":51677.0,""ARKX"":78596.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8450919,470631679.11,2,ARKG|ARKK,"{""ARKK"":6185287.0,""ARKG"":2265632.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2605332,455776780.08,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1332564.0,""ARKQ"":530203.0,""ARKW"":334632.0,""ARKF"":231838.0,""ARKX"":176095.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2948302,449940368.22,3,ARKF|ARKK|ARKW,"{""ARKK"":1891085.0,""ARKW"":564658.0,""ARKF"":492559.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3299099,406185068.88,2,ARKG|ARKK,"{""ARKK"":2019013.0,""ARKG"":1280086.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7460371,403382259.97,2,ARKG|ARKK,"{""ARKK"":5476425.0,""ARKG"":1983946.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5528237,393389344.92,3,ARKF|ARKK|ARKW,"{""ARKK"":3985602.0,""ARKW"":984255.0,""ARKF"":558380.0}"
023135106,AMZN,AMAZON.COM INC,equity,1442775,392824349.25,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":641953.0,""ARKQ"":267512.0,""ARKW"":273898.0,""ARKF"":117160.0,""ARKX"":142252.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6474106,378605718.88,2,ARKG|ARKK,"{""ARKK"":3479057.0,""ARKG"":2995049.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2323744,345261883.52,3,ARKF|ARKK|ARKW,"{""ARKK"":1679987.0,""ARKW"":387523.0,""ARKF"":256234.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3612024,340902825.12,3,ARKF|ARKK|ARKW,"{""ARKK"":2331724.0,""ARKW"":846608.0,""ARKF"":433692.0}"
67066G104,NVDA,NVIDIA CORP,equity,1391682,302690835.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":636734.0,""ARKQ"":327967.0,""ARKW"":183964.0,""ARKF"":101153.0,""ARKX"":141864.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,870805,298686115.00,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":331702.0,""ARKQ"":263217.0,""ARKW"":183156.0,""ARKX"":92730.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4670423,297646057.79,3,ARKK|ARKQ|ARKX,"{""ARKK"":1386735.0,""ARKQ"":2270598.0,""ARKX"":1013090.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2725557,246172308.24,2,ARKK|ARKW,"{""ARKK"":1968979.0,""ARKW"":756578.0}"
852234103,XYZ,BLOCK INC,equity,3010740,238059211.80,3,ARKF|ARKK|ARKW,"{""ARKK"":1640731.0,""ARKW"":765466.0,""ARKF"":604543.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8309371,223106611.35,2,ARKG|ARKK,"{""ARKK"":6067403.0,""ARKG"":2241968.0}"
880770102,TER,TERADYNE INC,equity,582215,220985525.40,3,ARKK|ARKQ|ARKX,"{""ARKK"":171355.0,""ARKQ"":329117.0,""ARKX"":81743.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28171792,191286467.68,3,ARKK|ARKQ|ARKX,"{""ARKK"":14027399.0,""ARKQ"":9042402.0,""ARKX"":5101991.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,444981,187808680.86,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":154752.0,""ARKQ"":162949.0,""ARKW"":93341.0,""ARKX"":33939.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,281152,168443786.24,3,ARKF|ARKK|ARKW,"{""ARKK"":155525.0,""ARKW"":81544.0,""ARKF"":44083.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,709285,166511746.60,2,ARKK|ARKW,"{""ARKK"":550593.0,""ARKW"":158692.0}"
11135F101,AVGO,BROADCOM INC,equity,390700,162562456.00,3,ARKK|ARKQ|ARKW,"{""ARKK"":206663.0,""ARKQ"":90195.0,""ARKW"":93842.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12894419,154990916.38,2,ARKG|ARKK,"{""ARKK"":10205899.0,""ARKG"":2688520.0}"
773121108,RKLB UQ,ROCKET LAB,equity,1863767,149119997.67,3,ARKK|ARKQ|ARKX,"{""ARKK"":200987.0,""ARKQ"":1048085.0,""ARKX"":614695.0}"
632307104,NTRA,NATERA INC,equity,469128,146705708.16,2,ARKG|ARKK,"{""ARKK"":235517.0,""ARKG"":233611.0}"
452327109,ILMN,ILLUMINA INC,equity,743587,143393317.08,2,ARKG|ARKK,"{""ARKK"":393576.0,""ARKG"":350011.0}"
G16910120,BLSH,BULLISH,equity,5784592,141838195.84,3,ARKF|ARKK|ARKW,"{""ARKK"":4170602.0,""ARKW"":868139.0,""ARKF"":745851.0}"
98386P102,XE,X-ENERGY INC,equity,6706458,137951841.06,3,ARKK|ARKQ|ARKX,"{""ARKK"":4586451.0,""ARKQ"":1502587.0,""ARKX"":617420.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7608850,137644096.50,3,ARKF|ARKK|ARKW,"{""ARKK"":5360529.0,""ARKW"":1513855.0,""ARKF"":734466.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,429169,122750917.38,3,ARKQ|ARKX|PRNT,"{""ARKQ"":219078.0,""ARKX"":206269.0,""PRNT"":3822.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1470171,120171777.54,2,ARKG|ARKK,"{""ARKK"":982698.0,""ARKG"":487473.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,33483796,112170716.60,2,ARKG|ARKK,"{""ARKK"":20216689.0,""ARKG"":13267107.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,563371,110431983.42,2,ARKQ|ARKX,"{""ARKQ"":332943.0,""ARKX"":230428.0}"
532457108,LLY,ELI LILLY & CO,equity,90148,109531622.96,2,ARKG|ARKK,"{""ARKK"":28362.0,""ARKG"":61786.0}"
244199105,DE,DEERE & CO,equity,165313,102155168.35,3,ARKK|ARKQ|ARKX,"{""ARKK"":4950.0,""ARKQ"":92469.0,""ARKX"":67894.0}"
00091E109,ABSI,ABSCI CORP,equity,10007437,94169982.17,1,ARKG,"{""ARKG"":10007437.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,2554886,92537970.92,3,ARKF|ARKK|ARKW,"{""ARKK"":1347466.0,""ARKW"":828338.0,""ARKF"":379082.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,542234,92022532.14,3,ARKK|ARKQ|ARKX,"{""ARKK"":289525.0,""ARKQ"":179619.0,""ARKX"":73090.0}"
71535D106,PSNL,PERSONALIS INC,equity,6550244,91834420.88,1,ARKG,"{""ARKG"":6550244.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,283625,87064366.25,3,ARKF|ARKK|ARKW,"{""ARKK"":166445.0,""ARKW"":104358.0,""ARKF"":12822.0}"
92337F107,VCYT,VERACYTE INC,equity,1856847,86176269.27,2,ARKG|ARKK,"{""ARKK"":1024047.0,""ARKG"":832800.0}"
25809K105,DASH,DOORDASH INC - A,equity,377715,80075580.00,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":150518.0,""ARKW"":93876.0,""ARKF"":56481.0,""ARKX"":76840.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,79473350.15,1,ARKW,"{""ARKW"":3775474.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,443477,73213617.93,1,ARKG,"{""ARKG"":443477.0}"
14167L103,CDNA,CAREDX INC,equity,1489845,70365379.35,1,ARKG,"{""ARKG"":1489845.0}"
896239100,TRMB,TRIMBLE INC,equity,1125519,65257591.62,2,ARKQ|ARKX,"{""ARKQ"":677055.0,""ARKX"":448464.0}"
888787108,TOST,TOAST INC-CLASS A,equity,1827909,63757465.92,2,ARKF|ARKW,"{""ARKW"":714670.0,""ARKF"":1113239.0}"
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,274340,60876046.00,2,ARKF|ARKW,"{""ARKW"":195208.0,""ARKF"":79132.0}"
83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,3363950,60483821.00,2,ARKF|ARKK,"{""ARKK"":2226701.0,""ARKF"":1137249.0}"
20451W101,CMPS,COMPASS PATHWAYS PLC,equity,4342193,58098542.34,1,ARKG,"{""ARKG"":4342193.0}"
46125A100,LUNR,INTUITIVE MACHINES INC,equity,3421492,56386188.16,2,ARKQ|ARKX,"{""ARKQ"":2361902.0,""ARKX"":1059590.0}"
