trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-09-22,2026-09-22,2026-09-23,ARKK,buy,RKLB UQ,ROCKET LAB,773121108,equity,1435548,1729249,1451670,277579,19.12,1.011230
2026-09-22,2026-09-22,2026-09-23,ARKQ,buy,RKLB UQ,ROCKET LAB,773121108,equity,1164985,1224731,1164985,59746,5.13,1.000000
2026-09-22,2026-09-22,2026-09-23,ARKG,buy,SCTX,SCRIBE THERAPEUTICS INC,811033109,equity,478702,576129,487809,88320,18.11,1.019023
2026-09-22,2026-09-22,2026-09-23,ARKX,buy,RKLB UQ,ROCKET LAB,773121108,equity,613811,636104,613811,22293,3.63,1.000000
2026-09-22,2026-09-22,2026-09-23,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,3521757,4694463,3521757,1172706,33.30,1.000000
2026-09-22,2026-09-22,2026-09-23,ARKG,buy,VCYT,VERACYTE INC,92337F107,equity,1036407,1068702,1056123,12579,1.19,1.019023
2026-09-22,2026-09-22,2026-09-23,ARKK,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,138183932,120775701,139735799,-18960098,-13.57,1.011230
2026-09-22,2026-09-22,2026-09-23,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,11242422,3798375,11456292,-7657917,-66.84,1.019023
2026-09-22,2026-09-22,2026-09-23,ARKQ,sell,GOOGL,ALPHABET INC-CL A,02079K305,equity,16321,4352,16321,-11969,-73.33,1.000000
2026-09-22,2026-09-22,2026-09-23,ARKG,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,2630820,2631217,2680867,-49650,-1.85,1.019023
2026-09-22,2026-09-22,2026-09-23,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,1240604,1242869,1264205,-21336,-1.69,1.019023
2026-09-22,2026-09-22,2026-09-23,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,5442623,2505694,5442623,-2936929,-53.96,1.000000
2026-09-22,2026-09-22,2026-09-23,ARKW,sell,P,EVERPURE INC-A,74624M102,equity,275494,256355,275494,-19139,-6.95,1.000000
2026-09-22,2026-09-22,2026-09-23,ARKK,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,257334,-2858,-1.11,1.011230
2026-09-22,2026-09-22,2026-09-23,ARKX,sell,GOOGL,ALPHABET INC-CL A,02079K305,equity,6070,1617,6070,-4453,-73.36,1.000000
2026-09-22,2026-09-22,2026-09-23,ARKK,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,9839063,9839063,9949560,-110497,-1.11,1.011230
2026-09-22,2026-09-22,2026-09-23,ARKK,sell,,KALSHI INC.,PPKALSHIC,private,90024,90024,91035,-1011,-1.11,1.011230
2026-09-22,2026-09-22,2026-09-23,ARKK,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,436473,-4847,-1.11,1.011230
