cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2784947,856204105.68,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1728145.0,""ARKQ"":590727.0,""ARKW"":388959.0,""ARKX"":77116.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4445724,517526730.84,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2406200.0,""ARKQ"":1000399.0,""ARKW"":490469.0,""ARKX"":548656.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1093731,497231987.22,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":462402.0,""ARKQ"":243860.0,""ARKW"":253148.0,""ARKF"":52407.0,""ARKX"":81914.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3337950,434868126.00,3,ARKF|ARKK|ARKW,"{""ARKK"":2139850.0,""ARKW"":631421.0,""ARKF"":566679.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2209250,370933075.00,3,ARKF|ARKK|ARKW,"{""ARKK"":1574746.0,""ARKW"":379592.0,""ARKF"":254912.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8483777,363954033.30,2,ARKG|ARKK,"{""ARKK"":6157539.0,""ARKG"":2326238.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7523590,357746704.50,2,ARKG|ARKK,"{""ARKK"":5486577.0,""ARKG"":2037013.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2776823,343020945.19,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1398817.0,""ARKQ"":579014.0,""ARKW"":365861.0,""ARKF"":244250.0,""ARKX"":188881.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3627271,336465657.96,3,ARKF|ARKK|ARKW,"{""ARKK"":2333627.0,""ARKW"":853812.0,""ARKF"":439832.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7053910,331886465.50,2,ARKG|ARKK,"{""ARKK"":3962814.0,""ARKG"":3091096.0}"
023135106,AMZN,AMAZON.COM INC,equity,1389752,320838146.72,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":605095.0,""ARKQ"":263426.0,""ARKW"":264773.0,""ARKF"":113794.0,""ARKX"":142664.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4810168,309390005.76,3,ARKF|ARKK|ARKW,"{""ARKK"":3368625.0,""ARKW"":909396.0,""ARKF"":532147.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3324230,294360566.50,2,ARKG|ARKK,"{""ARKK"":2011123.0,""ARKG"":1313107.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,883915,293990129.00,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":330218.0,""ARKQ"":272347.0,""ARKW"":184714.0,""ARKX"":96636.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5206101,257701999.50,3,ARKF|ARKK|ARKW,"{""ARKK"":3735884.0,""ARKW"":1044055.0,""ARKF"":426162.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
67066G104,NVDA,NVIDIA CORP,equity,1205031,237403157.31,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":534408.0,""ARKQ"":305706.0,""ARKW"":140993.0,""ARKF"":90240.0,""ARKX"":133684.0}"
852234103,XYZ,BLOCK INC,equity,2764228,229707346.80,3,ARKF|ARKK|ARKW,"{""ARKK"":1464513.0,""ARKW"":719237.0,""ARKF"":580478.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4626730,225044147.20,3,ARKK|ARKQ|ARKX,"{""ARKK"":1285234.0,""ARKQ"":2304788.0,""ARKX"":1036708.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8342124,219314439.96,2,ARKG|ARKK,"{""ARKK"":6040180.0,""ARKG"":2301944.0}"
880770102,TER,TERADYNE INC,equity,570748,183010346.20,3,ARKK|ARKQ|ARKX,"{""ARKK"":145026.0,""ARKQ"":340535.0,""ARKX"":85187.0}"
244199105,DE,DEERE & CO,equity,269874,172676180.16,3,ARKK|ARKQ|ARKX,"{""ARKK"":90475.0,""ARKQ"":105880.0,""ARKX"":73519.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,414426,162583464.06,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":132889.0,""ARKQ"":161394.0,""ARKW"":87892.0,""ARKX"":32251.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2256454,151859354.20,2,ARKK|ARKW,"{""ARKK"":1624046.0,""ARKW"":632408.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,255440,151580650.40,3,ARKF|ARKK|ARKW,"{""ARKK"":138936.0,""ARKW"":74521.0,""ARKF"":41983.0}"
452327109,ILMN,ILLUMINA INC,equity,754035,145513674.30,2,ARKG|ARKK,"{""ARKK"":394679.0,""ARKG"":359356.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12884449,140311649.61,2,ARKG|ARKK,"{""ARKK"":10154445.0,""ARKG"":2730004.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28638625,138038172.50,3,ARKK|ARKQ|ARKX,"{""ARKK"":13964462.0,""ARKQ"":9356166.0,""ARKX"":5317997.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7759939,136342128.23,3,ARKF|ARKK|ARKW,"{""ARKK"":5488336.0,""ARKW"":1526737.0,""ARKF"":744866.0}"
11135F101,AVGO,BROADCOM INC,equity,354644,135087446.04,3,ARKK|ARKQ|ARKW,"{""ARKK"":176534.0,""ARKQ"":83470.0,""ARKW"":94640.0}"
G16910120,BLSH,BULLISH,equity,5928650,134521068.50,3,ARKF|ARKK|ARKW,"{""ARKK"":4175607.0,""ARKW"":996632.0,""ARKF"":756411.0}"
632307104,NTRA,NATERA INC,equity,499790,126057033.80,2,ARKG|ARKK,"{""ARKK"":259942.0,""ARKG"":239848.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,407054,124232880.80,3,ARKQ|ARKX|PRNT,"{""ARKQ"":205749.0,""ARKX"":197483.0,""PRNT"":3822.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,642726,123866154.72,2,ARKK|ARKW,"{""ARKK"":497519.0,""ARKW"":145207.0}"
