cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2736091,960696272.02,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1713664.0,""ARKQ"":563948.0,""ARKW"":385983.0,""ARKX"":72496.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4778016,667249934.50,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2691107.0,""ARKQ"":1017273.0,""ARKW"":528535.0,""ARKX"":541101.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8490786,520060642.60,2,ARKG|ARKK,"{""ARKK"":6102043.0,""ARKG"":2388743.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,975969,455211460.96,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":434775.0,""ARKQ"":216236.0,""ARKW"":210544.0,""ARKF"":40859.0,""ARKX"":73555.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7442255,445121271.60,2,ARKG|ARKK,"{""ARKK"":5402715.0,""ARKG"":2039540.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3107827,442523486.50,2,ARKG|ARKK,"{""ARKK"":1842159.0,""ARKG"":1265668.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2481997,434821054.47,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1257044.0,""ARKQ"":523515.0,""ARKW"":319433.0,""ARKF"":209815.0,""ARKX"":172190.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5474603,430249049.75,3,ARKF|ARKK|ARKW,"{""ARKK"":3931968.0,""ARKW"":984255.0,""ARKF"":558380.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2694313,394932399.50,3,ARKF|ARKK|ARKW,"{""ARKK"":1661683.0,""ARKW"":547455.0,""ARKF"":485175.0}"
023135106,AMZN,AMAZON.COM INC,equity,1427626,379520095.86,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":633322.0,""ARKQ"":264140.0,""ARKW"":273898.0,""ARKF"":117160.0,""ARKX"":139106.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6090710,378781254.90,2,ARKG|ARKK,"{""ARKK"":3170504.0,""ARKG"":2920206.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2301148,368643909.60,3,ARKF|ARKK|ARKW,"{""ARKK"":1657391.0,""ARKW"":387523.0,""ARKF"":256234.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3580650,342918850.50,3,ARKF|ARKK|ARKW,"{""ARKK"":2300350.0,""ARKW"":846608.0,""ARKF"":433692.0}"
67066G104,NVDA,NVIDIA CORP,equity,1476458,321218202.52,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":683966.0,""ARKQ"":341914.0,""ARKW"":199858.0,""ARKF"":104539.0,""ARKX"":146181.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,860987,294199257.90,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":327250.0,""ARKQ"":259897.0,""ARKW"":183156.0,""ARKX"":90684.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4600665,278616272.40,3,ARKK|ARKQ|ARKX,"{""ARKK"":1368087.0,""ARKQ"":2241950.0,""ARKX"":990628.0}"
852234103,XYZ,BLOCK INC,equity,3195254,258591906.26,3,ARKF|ARKK|ARKW,"{""ARKK"":1815522.0,""ARKW"":765466.0,""ARKF"":614266.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2699055,245263127.86,2,ARKK|ARKW,"{""ARKK"":1942477.0,""ARKW"":756578.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8290534,241005823.40,2,ARKG|ARKK,"{""ARKK"":5985734.0,""ARKG"":2304800.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.62,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
880770102,TER,TERADYNE INC,equity,573970,217907710.55,3,ARKK|ARKQ|ARKX,"{""ARKK"":169066.0,""ARKQ"":324965.0,""ARKX"":79939.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,922283,198927220.26,2,ARKK|ARKW,"{""ARKK"":714899.0,""ARKW"":207384.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,440098,181359984.82,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":152673.0,""ARKQ"":160893.0,""ARKW"":93341.0,""ARKX"":33191.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,27755739,179024516.55,3,ARKK|ARKQ|ARKX,"{""ARKK"":13838588.0,""ARKQ"":8928306.0,""ARKX"":4988845.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12594267,167251865.74,2,ARKG|ARKK,"{""ARKK"":9923349.0,""ARKG"":2670918.0}"
11135F101,AVGO,BROADCOM INC,equity,442340,160339403.20,3,ARKK|ARKQ|ARKW,"{""ARKK"":238713.0,""ARKQ"":99952.0,""ARKW"":103675.0}"
G16910120,BLSH,BULLISH,equity,5728459,154210116.30,3,ARKF|ARKK|ARKW,"{""ARKK"":4114469.0,""ARKW"":868139.0,""ARKF"":745851.0}"
773121108,RKLB UQ,ROCKET LAB,equity,2030652,154004647.68,3,ARKK|ARKQ|ARKX,"{""ARKK"":394725.0,""ARKQ"":1034861.0,""ARKX"":601066.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7536694,152542686.54,3,ARKF|ARKK|ARKW,"{""ARKK"":5288373.0,""ARKW"":1513855.0,""ARKF"":734466.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,279073,152382230.19,3,ARKF|ARKK|ARKW,"{""ARKK"":153446.0,""ARKW"":81544.0,""ARKF"":44083.0}"
632307104,NTRA,NATERA INC,equity,452425,147069794.75,2,ARKG|ARKK,"{""ARKK"":212280.0,""ARKG"":240145.0}"
452327109,ILMN,ILLUMINA INC,equity,699582,143414310.00,2,ARKG|ARKK,"{""ARKK"":339781.0,""ARKG"":359801.0}"
98386P102,XE,X-ENERGY INC,equity,6612074,131249668.90,3,ARKK|ARKQ|ARKX,"{""ARKK"":4524711.0,""ARKQ"":1483627.0,""ARKX"":603736.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,33583457,117542099.50,2,ARKG|ARKK,"{""ARKK"":19944550.0,""ARKG"":13638907.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1470602,117133449.30,2,ARKG|ARKK,"{""ARKK"":969489.0,""ARKG"":501113.0}"
532457108,LLY,ELI LILLY & CO,equity,91486,117133185.24,2,ARKG|ARKK,"{""ARKK"":27984.0,""ARKG"":63502.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,421840,116896082.40,3,ARKQ|ARKX|PRNT,"{""ARKQ"":216314.0,""ARKX"":201704.0,""PRNT"":3822.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,381965,111487944.20,3,ARKF|ARKK|ARKW,"{""ARKK"":239248.0,""ARKW"":116573.0,""ARKF"":26144.0}"
71535D106,PSNL,PERSONALIS INC,equity,6733812,106461567.70,1,ARKG,"{""ARKG"":6733812.0}"
00091E109,ABSI,ABSCI CORP,equity,10287893,102776051.10,1,ARKG,"{""ARKG"":10287893.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,554067,95709533.58,2,ARKQ|ARKX,"{""ARKQ"":328743.0,""ARKX"":225324.0}"
244199105,DE,DEERE & CO,equity,157703,91567092.89,2,ARKQ|ARKX,"{""ARKQ"":91305.0,""ARKX"":66398.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,534468,86722777.68,3,ARKK|ARKQ|ARKX,"{""ARKK"":285640.0,""ARKQ"":177355.0,""ARKX"":71473.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,85702882.25,1,ARKW,"{""ARKW"":3775474.0}"
25809K105,DASH,DOORDASH INC - A,equity,374125,82389807.50,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":148622.0,""ARKW"":93876.0,""ARKF"":56481.0,""ARKX"":75146.0}"
92337F107,VCYT,VERACYTE INC,equity,1866391,78743036.29,2,ARKG|ARKK,"{""ARKK"":1010271.0,""ARKG"":856120.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,455885,74464255.90,1,ARKG,"{""ARKG"":455885.0}"
14167L103,CDNA,CAREDX INC,equity,1463146,68050920.46,1,ARKG,"{""ARKG"":1463146.0}"
896239100,TRMB,TRIMBLE INC,equity,1107035,65591823.75,2,ARKQ|ARKX,"{""ARKQ"":668515.0,""ARKX"":438520.0}"
888787108,TOST,TOAST INC-CLASS A,equity,1827909,64269280.44,2,ARKF|ARKW,"{""ARKW"":714670.0,""ARKF"":1113239.0}"
20451W101,CMPS,COMPASS PATHWAYS PLC,equity,4463875,62538888.75,1,ARKG,"{""ARKG"":4463875.0}"
