symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,362.8600,297.3800,498.8300,32.50,-27.26,22.02,345.1300,5.14,943741418.71,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,136.9700,104.8300,225.6400,26.60,-39.30,30.66,134.0000,2.22,638610634.00,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,72.6900,40.7700,104.3200,50.23,-30.32,78.29,66.6500,9.06,564529899.00,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,87.9800,49.9000,159.4700,34.75,-44.83,76.31,83.6600,5.16,458005287.00,ARKF|ARKK|ARKW,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,473.2500,149.2200,584.7300,74.40,-19.07,217.15,469.4550,0.81,457393762.14,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,59.5000,44.1200,78.4800,44.76,-24.18,34.86,58.1200,2.37,431515775.90,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,179.9400,106.3700,207.5200,72.73,-13.29,69.16,173.9600,3.44,431088884.28,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,145.5900,23.3000,145.9300,99.72,-0.23,524.85,136.3300,6.79,422193696.90,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,186.4900,139.1100,402.1600,18.01,-53.63,34.06,172.3500,8.20,396602857.85,ARKF|ARKK|ARKW,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,149.2500,94.0000,182.1900,62.65,-18.08,58.78,147.1800,1.41,391421972.08,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,65.1200,11.1600,65.4700,99.36,-0.53,483.51,63.8700,1.96,383185637.90,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,258.6300,196.0000,287.2000,68.67,-9.95,31.95,260.1100,-0.57,370521492.78,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,108.1300,63.5150,153.8600,49.38,-29.72,70.24,95.1000,13.70,340519815.00,ARKF|ARKK|ARKW,ok
NVDA,NVIDIA CORP,NASDAQ,214.7200,164.0700,236.5400,69.89,-9.22,30.87,216.8500,-0.98,319451926.95,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
GOOG,ALPHABET INC-CL C,NASDAQ,341.7500,205.9500,404.4700,68.41,-15.51,65.94,338.2000,1.05,290493846.20,ARKK|ARKQ|ARKW|ARKX,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,57.1700,43.0900,134.0000,15.49,-57.34,32.68,56.1800,1.76,257203444.54,ARKK|ARKQ|ARKX,ok
XYZ,BLOCK INC,NYSE,82.1600,48.2100,86.7500,88.09,-5.29,70.42,80.0800,2.60,255875940.36,ARKF|ARKK|ARKW,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,87.8500,60.5500,153.2000,29.47,-42.66,45.09,89.7600,-2.13,242267176.78,ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,29.7600,16.0200,38.2600,61.78,-22.22,85.77,28.3900,4.83,234800687.42,ARKG|ARKK,ok
TER,TERADYNE INC,NASDAQ,375.7400,109.5600,487.9100,70.35,-22.99,242.95,383.1500,-1.93,219225402.95,ARKK|ARKQ|ARKX,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,196.1300,160.8100,386.3400,15.66,-49.23,21.96,209.8500,-6.54,193541087.60,ARKK|ARKW,ok
