cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2533963,1065784837.80,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1583515.0,""ARKQ"":555482.0,""ARKW"":336141.0,""ARKX"":58825.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1257723,730623868.02,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":560178.0,""ARKQ"":278998.0,""ARKW"":269085.0,""ARKF"":53721.0,""ARKX"":95741.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3309525,565465441.48,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1715134.0,""ARKQ"":783968.0,""ARKW"":328772.0,""ARKX"":481651.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8539515,494694104.00,2,ARKG|ARKK,"{""ARKK"":6292866.0,""ARKG"":2246649.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4353423,436561258.44,3,ARKF|ARKK|ARKW,"{""ARKK"":2945065.0,""ARKW"":957474.0,""ARKF"":450884.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7882931,429935056.70,2,ARKG|ARKK,"{""ARKK"":5833283.0,""ARKG"":2049648.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3649766,416730281.84,3,ARKF|ARKK|ARKW,"{""ARKK"":2393348.0,""ARKW"":648504.0,""ARKF"":607914.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3906856,401937345.20,2,ARKG|ARKK,"{""ARKK"":2400963.0,""ARKG"":1505893.0}"
023135106,AMZN,AMAZON.COM INC,equity,1434960,342008366.44,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":641084.0,""ARKQ"":268244.0,""ARKW"":258071.0,""ARKF"":116647.0,""ARKX"":150914.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2854643,333051198.82,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1458217.0,""ARKQ"":589604.0,""ARKW"":356603.0,""ARKF"":250388.0,""ARKX"":199831.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2204540,322281702.56,3,ARKF|ARKK|ARKW,"{""ARKK"":1593256.0,""ARKW"":357180.0,""ARKF"":254104.0}"
