cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2777899,919151221.12,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1744828.0,""ARKQ"":572953.0,""ARKW"":385983.0,""ARKX"":74135.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4855475,673648601.50,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2740051.0,""ARKQ"":1033523.0,""ARKW"":528535.0,""ARKX"":553366.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1053503,494682868.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":442671.0,""ARKQ"":236430.0,""ARKW"":244129.0,""ARKF"":51677.0,""ARKX"":78596.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8490211,467471017.66,2,ARKG|ARKK,"{""ARKK"":6213035.0,""ARKG"":2277176.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2985808,463337685.44,3,ARKF|ARKK|ARKW,"{""ARKK"":1928591.0,""ARKW"":564658.0,""ARKF"":492559.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2612982,457872835.86,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1338542.0,""ARKQ"":531875.0,""ARKW"":334632.0,""ARKF"":231838.0,""ARKX"":176095.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3324505,415164184.40,2,ARKG|ARKK,"{""ARKK"":2036868.0,""ARKG"":1287637.0}"
023135106,AMZN,AMAZON.COM INC,equity,1446495,402255794.55,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":644830.0,""ARKQ"":268355.0,""ARKW"":273898.0,""ARKF"":117160.0,""ARKX"":142252.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7495049,401060071.99,2,ARKG|ARKK,"{""ARKK"":5500995.0,""ARKG"":1994054.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6525032,382171124.24,2,ARKG|ARKK,"{""ARKK"":3514723.0,""ARKG"":3010309.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5546115,371867010.75,3,ARKF|ARKK|ARKW,"{""ARKK"":4003480.0,""ARKW"":984255.0,""ARKF"":558380.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2331276,346614115.68,3,ARKF|ARKK|ARKW,"{""ARKK"":1687519.0,""ARKW"":387523.0,""ARKF"":256234.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3622482,342396998.64,3,ARKF|ARKK|ARKW,"{""ARKK"":2342182.0,""ARKW"":846608.0,""ARKF"":433692.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,873119,310690664.96,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":333186.0,""ARKQ"":264047.0,""ARKW"":183156.0,""ARKX"":92730.0}"
67066G104,NVDA,NVIDIA CORP,equity,1395572,303606688.60,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":639590.0,""ARKQ"":329001.0,""ARKW"":183964.0,""ARKF"":101153.0,""ARKX"":141864.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4683801,292362858.42,3,ARKK|ARKQ|ARKX,"{""ARKK"":1392951.0,""ARKQ"":2277760.0,""ARKX"":1013090.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2734391,241145942.29,2,ARKK|ARKW,"{""ARKK"":1977813.0,""ARKW"":756578.0}"
852234103,XYZ,BLOCK INC,equity,3018097,238369301.06,3,ARKF|ARKK|ARKW,"{""ARKK"":1648088.0,""ARKW"":765466.0,""ARKF"":604543.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8348018,227733931.04,2,ARKG|ARKK,"{""ARKK"":6094626.0,""ARKG"":2253392.0}"
880770102,TER,TERADYNE INC,equity,584016,213224241.60,3,ARKK|ARKQ|ARKX,"{""ARKK"":172118.0,""ARKQ"":330155.0,""ARKX"":81743.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,446188,186716292.36,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":155445.0,""ARKQ"":163463.0,""ARKW"":93341.0,""ARKX"":33939.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28263253,176927963.78,3,ARKK|ARKQ|ARKX,"{""ARKK"":14090336.0,""ARKQ"":9070926.0,""ARKX"":5101991.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,281845,167675227.40,3,ARKF|ARKK|ARKW,"{""ARKK"":156218.0,""ARKW"":81544.0,""ARKF"":44083.0}"
11135F101,AVGO,BROADCOM INC,equity,391908,165541939.20,3,ARKK|ARKQ|ARKW,"{""ARKK"":207587.0,""ARKQ"":90479.0,""ARKW"":93842.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,711749,163709387.49,2,ARKK|ARKW,"{""ARKK"":553057.0,""ARKW"":158692.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12855157,154518987.14,2,ARKG|ARKK,"{""ARKK"":10174366.0,""ARKG"":2680791.0}"
632307104,NTRA,NATERA INC,equity,471366,150059366.10,2,ARKG|ARKK,"{""ARKK"":236567.0,""ARKG"":234799.0}"
452327109,ILMN,ILLUMINA INC,equity,747131,143292254.49,2,ARKG|ARKK,"{""ARKK"":395340.0,""ARKG"":351791.0}"
G16910120,BLSH,BULLISH,equity,5803303,142413055.62,3,ARKF|ARKK|ARKW,"{""ARKK"":4189313.0,""ARKW"":868139.0,""ARKF"":745851.0}"
98386P102,XE,X-ENERGY INC,equity,6731778,138943897.92,3,ARKK|ARKQ|ARKX,"{""ARKK"":4607031.0,""ARKQ"":1507327.0,""ARKX"":617420.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7632902,138155526.20,3,ARKF|ARKK|ARKW,"{""ARKK"":5384581.0,""ARKW"":1513855.0,""ARKF"":734466.0}"
773121108,RKLB UQ,ROCKET LAB,equity,1573995,125982559.80,2,ARKQ|ARKX,"{""ARKQ"":986401.0,""ARKX"":587594.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,429860,124539039.20,3,ARKQ|ARKX|PRNT,"{""ARKQ"":219769.0,""ARKX"":206269.0,""PRNT"":3822.0}"
244199105,DE,DEERE & CO,equity,198192,120754421.76,3,ARKK|ARKQ|ARKX,"{""ARKK"":34964.0,""ARKQ"":95334.0,""ARKX"":67894.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1477054,115032965.52,2,ARKG|ARKK,"{""ARKK"":987101.0,""ARKG"":489953.0}"
532457108,LLY,ELI LILLY & CO,equity,90586,111596516.84,2,ARKG|ARKK,"{""ARKK"":28488.0,""ARKG"":62098.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,33642109,110682538.61,2,ARKG|ARKK,"{""ARKK"":20307402.0,""ARKG"":13334707.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,564421,106760232.15,2,ARKQ|ARKX,"{""ARKQ"":333993.0,""ARKX"":230428.0}"
71535D106,PSNL,PERSONALIS INC,equity,6583620,95462490.00,1,ARKG,"{""ARKG"":6583620.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,2560927,94882345.35,3,ARKF|ARKK|ARKW,"{""ARKK"":1353507.0,""ARKW"":828338.0,""ARKF"":379082.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,544095,91886763.60,3,ARKK|ARKQ|ARKX,"{""ARKK"":290820.0,""ARKQ"":180185.0,""ARKX"":73090.0}"
00091E109,ABSI,ABSCI CORP,equity,10058429,90626445.29,1,ARKG,"{""ARKG"":10058429.0}"
92337F107,VCYT,VERACYTE INC,equity,1865679,86324967.33,2,ARKG|ARKK,"{""ARKK"":1028639.0,""ARKG"":837040.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,276778,85964479.02,3,ARKF|ARKK|ARKW,"{""ARKK"":161069.0,""ARKW"":104358.0,""ARKF"":11351.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,80077425.99,1,ARKW,"{""ARKW"":3775474.0}"
