trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-21,2026-07-21,2026-07-22,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1336138,6188628,1336138,4852490,363.17,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,2937786,7377483,2958317,4419166,149.38,1.006989
2026-07-21,2026-07-21,2026-07-22,ARKQ,buy,PONY,PONY AI INC,732908108,2582151,2745314,2582151,163163,6.32,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,959077,1893647,959077,934570,97.44,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKX,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,44777,403551,44777,358774,801.25,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKG,buy,PRME,PRIME MEDICINE INC,74168J101,7340767,7372345,7295957,76388,1.05,0.993896
2026-07-21,2026-07-21,2026-07-22,ARKQ,buy,WRD,WERIDE INC-ADR,950915108,3589403,3614354,3589403,24951,0.70,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKF,buy,SECZ,SECURITIZE CORP,81517B101,536803,553468,536803,16665,3.10,1.000000
2026-07-21,2026-07-21,2026-07-22,IZRL,buy,SVRE,SAVERONE 2014 LTD -ADR,80516T600,426368,439744,426368,13376,3.14,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKQ,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,314184,222511,314184,-91673,-29.18,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKG,sell,CDNA,CAREDX INC,14167L103,1661564,1559520,1651421,-91901,-5.56,0.993896
2026-07-21,2026-07-21,2026-07-22,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,2895872,302161,2878195,-2576034,-89.50,0.993896
2026-07-21,2026-07-21,2026-07-22,ARKK,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,2602756,2602756,2620946,-18190,-0.69,1.006989
2026-07-21,2026-07-21,2026-07-22,PRNT,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1838055,153225,1838055,-1684830,-91.66,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKK,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,254476,254476,256254,-1778,-0.69,1.006989
2026-07-21,2026-07-21,2026-07-22,ARKX,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,474529,451341,474529,-23188,-4.89,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKK,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,10776002,10776002,10851311,-75309,-0.69,1.006989
2026-07-21,2026-07-21,2026-07-22,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,626527,550402,626527,-76125,-12.15,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKX,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,423107,370403,423107,-52704,-12.46,1.000000
2026-07-21,2026-07-21,2026-07-22,IZRL,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,452182,395160,452182,-57022,-12.61,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,364423,361623,366970,-5347,-1.46,1.006989
2026-07-21,2026-07-21,2026-07-22,IZRL,sell,,ENLIVEX LTD,M4130Y171,35139,29663,35139,-5476,-15.58,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,3483472,3462462,3483472,-21010,-0.60,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKK,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,431626,431626,434642,-3016,-0.69,1.006989
2026-07-21,2026-07-21,2026-07-22,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,144292,143184,144292,-1108,-0.77,1.000000
2026-07-21,2026-07-21,2026-07-22,ARKF,sell,,BRERA HOLDINGS PLC-CL B,G13311132,91322,90621,91322,-701,-0.77,1.000000
2026-07-21,2026-07-21,2026-07-22,IZRL,exit,SLRM,SOLROM HOLDINGS LTD,BNW1HZ5,16541,0,16541,-16541,-100.00,1.000000
