cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2759048,863664795.44,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1722986.0,""ARKQ"":577563.0,""ARKW"":383840.0,""ARKX"":74659.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1106193,577377436.35,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":473391.0,""ARKQ"":244603.0,""ARKW"":253148.0,""ARKF"":53137.0,""ARKX"":81914.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4274512,491868095.84,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2312909.0,""ARKQ"":962670.0,""ARKW"":470674.0,""ARKX"":528259.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3412366,388156632.50,3,ARKF|ARKK|ARKW,"{""ARKK"":2206356.0,""ARKW"":631421.0,""ARKF"":574589.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8693937,371144170.53,2,ARKG|ARKK,"{""ARKK"":6304207.0,""ARKG"":2389730.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7821403,364008095.62,2,ARKG|ARKK,"{""ARKK"":5728796.0,""ARKG"":2092607.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2250328,356204419.12,3,ARKF|ARKK|ARKW,"{""ARKK"":1612264.0,""ARKW"":379592.0,""ARKF"":258472.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3745560,355491099.60,3,ARKF|ARKK|ARKW,"{""ARKK"":2433657.0,""ARKW"":865931.0,""ARKF"":445972.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2815298,346056430.16,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1432117.0,""ARKQ"":580779.0,""ARKW"":365861.0,""ARKF"":247660.0,""ARKX"":188881.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7330944,339202778.88,2,ARKG|ARKK,"{""ARKK"":4155478.0,""ARKG"":3175466.0}"
023135106,AMZN,AMAZON.COM INC,equity,1416687,328827219.57,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":629642.0,""ARKQ"":264229.0,""ARKW"":264773.0,""ARKF"":115379.0,""ARKX"":142664.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3448502,311296275.54,2,ARKG|ARKK,"{""ARKK"":2099557.0,""ARKG"":1348945.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4897851,305429988.36,3,ARKF|ARKK|ARKW,"{""ARKK"":3448878.0,""ARKW"":909396.0,""ARKF"":539577.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,892589,284816224.01,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":338062.0,""ARKQ"":273177.0,""ARKW"":184714.0,""ARKX"":96636.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5371836,255430801.80,3,ARKF|ARKK|ARKW,"{""ARKK"":3895669.0,""ARKW"":1044055.0,""ARKF"":432112.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
67066G104,NVDA,NVIDIA CORP,equity,1139865,235769676.60,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":504065.0,""ARKQ"":292957.0,""ARKW"":129009.0,""ARKF"":85949.0,""ARKX"":127885.0}"
852234103,XYZ,BLOCK INC,equity,2835630,218768854.50,3,ARKF|ARKK|ARKW,"{""ARKK"":1527810.0,""ARKW"":719237.0,""ARKF"":588583.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4613072,218428959.20,3,ARKK|ARKQ|ARKX,"{""ARKK"":1285213.0,""ARKQ"":2297297.0,""ARKX"":1030562.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8548849,214576109.90,2,ARKG|ARKK,"{""ARKK"":6184073.0,""ARKG"":2364776.0}"
880770102,TER,TERADYNE INC,equity,575227,201283431.84,3,ARKK|ARKQ|ARKX,"{""ARKK"":148467.0,""ARKQ"":341573.0,""ARKX"":85187.0}"
244199105,DE,DEERE & CO,equity,291386,183037029.76,3,ARKK|ARKQ|ARKX,"{""ARKK"":102352.0,""ARKQ"":113035.0,""ARKX"":75999.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,418063,168650794.83,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":136034.0,""ARKQ"":161886.0,""ARKW"":87892.0,""ARKX"":32251.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2295119,164973153.72,2,ARKK|ARKW,"{""ARKK"":1662711.0,""ARKW"":632408.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,259318,154343480.42,3,ARKF|ARKK|ARKW,"{""ARKK"":142229.0,""ARKW"":74521.0,""ARKF"":42568.0}"
452327109,ILMN,ILLUMINA INC,equity,773223,150074852.07,2,ARKG|ARKK,"{""ARKK"":404077.0,""ARKG"":369146.0}"
G16910120,BLSH,BULLISH,equity,6111006,146419703.76,3,ARKF|ARKK|ARKW,"{""ARKK"":4347403.0,""ARKW"":996632.0,""ARKF"":766971.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,13238179,142045660.67,2,ARKG|ARKK,"{""ARKK"":10423200.0,""ARKG"":2814979.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28999816,138329122.32,3,ARKK|ARKQ|ARKX,"{""ARKK"":14297129.0,""ARKQ"":9384690.0,""ARKX"":5317997.0}"
11135F101,AVGO,BROADCOM INC,equity,359079,137139451.68,3,ARKK|ARKQ|ARKW,"{""ARKK"":180715.0,""ARKQ"":83724.0,""ARKW"":94640.0}"
632307104,NTRA,NATERA INC,equity,519422,136083369.78,2,ARKG|ARKK,"{""ARKK"":273040.0,""ARKG"":246382.0}"
