cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2732281,1004960274.61,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1714777.0,""ARKQ"":563948.0,""ARKW"":382699.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4967906,733014530.30,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2814307.0,""ARKQ"":1053214.0,""ARKW"":557134.0,""ARKX"":543251.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5503973,511814449.27,3,ARKF|ARKK|ARKW,"{""ARKK"":3934522.0,""ARKW"":975879.0,""ARKF"":593572.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,7654931,469094171.68,2,ARKG|ARKK,"{""ARKK"":5254348.0,""ARKG"":2400583.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3605809,415677661.52,3,ARKF|ARKK|ARKW,"{""ARKK"":2357615.0,""ARKW"":814502.0,""ARKF"":433692.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7612907,406909879.15,2,ARKG|ARKK,"{""ARKK"":5527784.0,""ARKG"":2085123.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2298926,401668350.72,3,ARKF|ARKK|ARKW,"{""ARKK"":1658467.0,""ARKW"":384225.0,""ARKF"":256234.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,5938966,399633022.14,2,ARKG|ARKK,"{""ARKK"":3096552.0,""ARKG"":2842414.0}"
67066G104,NVDA,NVIDIA CORP,equity,1716329,383462225.18,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":744407.0,""ARKQ"":428976.0,""ARKW"":281072.0,""ARKF"":111999.0,""ARKX"":149875.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,732349,381623402.16,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":339262.0,""ARKQ"":155626.0,""ARKW"":145911.0,""ARKF"":26224.0,""ARKX"":65326.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2139383,362689599.99,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1021524.0,""ARKQ"":496166.0,""ARKW"":271958.0,""ARKF"":192421.0,""ARKX"":157314.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2865689,359701283.28,2,ARKG|ARKK,"{""ARKK"":1657249.0,""ARKG"":1208440.0}"
023135106,AMZN,AMAZON.COM INC,equity,1422561,359054396.40,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":633733.0,""ARKQ"":264140.0,""ARKW"":271568.0,""ARKF"":117160.0,""ARKX"":135960.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2483997,314945979.63,3,ARKF|ARKK|ARKW,"{""ARKK"":1549010.0,""ARKW"":512860.0,""ARKF"":422127.0}"
852234103,XYZ,BLOCK INC,equity,3651610,289937834.00,3,ARKF|ARKK|ARKW,"{""ARKK"":2014065.0,""ARKW"":847017.0,""ARKF"":790528.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,857595,281617046.10,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":327462.0,""ARKQ"":259897.0,""ARKW"":181598.0,""ARKX"":88638.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2693879,255756872.26,2,ARKK|ARKW,"{""ARKK"":1943739.0,""ARKW"":750140.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8837522,222484616.36,2,ARKG|ARKK,"{""ARKK"":6375363.0,""ARKG"":2462159.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,1120220,219787164.00,2,ARKK|ARKW,"{""ARKK"":879253.0,""ARKW"":240967.0}"
880770102,TER,TERADYNE INC,equity,572275,219576194.75,3,ARKK|ARKQ|ARKX,"{""ARKK"":169175.0,""ARKQ"":324965.0,""ARKX"":78135.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4583846,214248962.04,3,ARKK|ARKQ|ARKX,"{""ARKK"":1368975.0,""ARKQ"":2241950.0,""ARKX"":972921.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,321571,210207746.99,3,ARKF|ARKK|ARKW,"{""ARKK"":191849.0,""ARKW"":85639.0,""ARKF"":44083.0}"
11135F101,AVGO,BROADCOM INC,equity,556263,202691111.94,3,ARKK|ARKQ|ARKW,"{""ARKK"":312125.0,""ARKQ"":121203.0,""ARKW"":122935.0}"
G16910120,BLSH,BULLISH,equity,5723744,196553368.96,3,ARKF|ARKK|ARKW,"{""ARKK"":4117142.0,""ARKW"":860751.0,""ARKF"":745851.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,438655,190972840.80,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":152772.0,""ARKQ"":160893.0,""ARKW"":92547.0,""ARKX"":32443.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7527248,182234674.08,3,ARKF|ARKK|ARKW,"{""ARKK"":5291809.0,""ARKW"":1500973.0,""ARKF"":734466.0}"
773121108,RKLB UQ,ROCKET LAB,equity,2743872,173056007.04,3,ARKK|ARKQ|ARKX,"{""ARKK"":1035036.0,""ARKQ"":1095025.0,""ARKX"":613811.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28226536,155245948.00,3,ARKK|ARKQ|ARKX,"{""ARKK"":14422531.0,""ARKQ"":8928306.0,""ARKX"":4875699.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12600822,153856036.62,2,ARKG|ARKK,"{""ARKK"":9809159.0,""ARKG"":2791663.0}"
632307104,NTRA,NATERA INC,equity,453750,149878162.50,2,ARKG|ARKK,"{""ARKK"":212417.0,""ARKG"":241333.0}"
452327109,ILMN,ILLUMINA INC,equity,701582,143824310.00,2,ARKG|ARKK,"{""ARKK"":340001.0,""ARKG"":361581.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,429962,135085461.16,3,ARKF|ARKK|ARKW,"{""ARKK"":274363.0,""ARKW"":125129.0,""ARKF"":30470.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1473711,127446527.28,2,ARKG|ARKK,"{""ARKK"":970118.0,""ARKG"":503593.0}"
98386P102,XE,X-ENERGY INC,equity,6601330,113938955.80,3,ARKK|ARKQ|ARKX,"{""ARKK"":4527651.0,""ARKQ"":1483627.0,""ARKX"":590052.0}"
71535D106,PSNL,PERSONALIS INC,equity,6599999,108239983.60,1,ARKG,"{""ARKG"":6599999.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,33664016,108229811.45,2,ARKG|ARKK,"{""ARKK"":19957509.0,""ARKG"":13706507.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,417275,104489832.75,3,ARKQ|ARKX|PRNT,"{""ARKQ"":216314.0,""ARKX"":197139.0,""PRNT"":3822.0}"
532457108,LLY,ELI LILLY & CO,equity,91816,103220465.36,2,ARKG|ARKK,"{""ARKK"":28002.0,""ARKG"":63814.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,650193,101891745.03,3,ARKK|ARKQ|ARKX,"{""ARKK"":368110.0,""ARKQ"":202133.0,""ARKX"":79950.0}"
244199105,DE,DEERE & CO,equity,145569,98580782.49,2,ARKQ|ARKX,"{""ARKQ"":82537.0,""ARKX"":63032.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,97935418.01,1,ARKW,"{""ARKW"":3775474.0}"
92337F107,VCYT,VERACYTE INC,equity,2161997,94825188.42,2,ARKG|ARKK,"{""ARKK"":1234758.0,""ARKG"":927239.0}"
00091E109,ABSI,ABSCI CORP,equity,10338885,89431355.25,1,ARKG,"{""ARKG"":10338885.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,512314,83394472.92,1,ARKG,"{""ARKG"":512314.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,548963,77293990.40,2,ARKQ|ARKX,"{""ARKQ"":328743.0,""ARKX"":220220.0}"
14167L103,CDNA,CAREDX INC,equity,1470398,73564011.94,1,ARKG,"{""ARKG"":1470398.0}"
25809K105,DASH,DOORDASH INC - A,equity,371633,73302751.09,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":148622.0,""ARKW"":93078.0,""ARKF"":56481.0,""ARKX"":73452.0}"
20451W101,CMPS,COMPASS PATHWAYS PLC,equity,4485999,68052604.83,1,ARKG,"{""ARKG"":4485999.0}"
896239100,TRMB,TRIMBLE INC,equity,1097091,62973023.40,2,ARKQ|ARKX,"{""ARKQ"":668515.0,""ARKX"":428576.0}"
888787108,TOST,TOAST INC-CLASS A,equity,1821827,59118286.15,2,ARKF|ARKW,"{""ARKW"":708588.0,""ARKF"":1113239.0}"
83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,3335410,57802655.30,2,ARKF|ARKK,"{""ARKK"":2198161.0,""ARKF"":1137249.0}"
MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992,54395762.78,1,ARKF,"{""ARKF"":2096992.0}"
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,258402,53695935.60,2,ARKF|ARKW,"{""ARKW"":179270.0,""ARKF"":79132.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,1141499,50819535.48,2,ARKF|ARKW,"{""ARKW"":821290.0,""ARKF"":320209.0}"
46125A100,LUNR,INTUITIVE MACHINES INC,equity,3344700,49969818.00,2,ARKQ|ARKX,"{""ARKQ"":2332102.0,""ARKX"":1012598.0}"
58733R102,MELI,MERCADOLIBRE INC,equity,23989,45011280.37,2,ARKF|ARKW,"{""ARKW"":10993.0,""ARKF"":12996.0}"
67080M103,NRIX,NURIX THERAPEUTICS INC,equity,1690390,44389641.40,1,ARKG,"{""ARKG"":1690390.0}"
00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES,equity,1783552,43554339.84,1,ARKG,"{""ARKG"":1783552.0}"
