cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2643089,1064900558.10,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1670380.0,""ARKQ"":552156.0,""ARKW"":353694.0,""ARKX"":66859.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1235159,637477911.49,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":542143.0,""ARKQ"":277328.0,""ARKW"":269085.0,""ARKF"":53137.0,""ARKX"":93466.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8609463,517342631.67,2,ARKG|ARKK,"{""ARKK"":6362814.0,""ARKG"":2246649.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3362230,502552518.10,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1778392.0,""ARKQ"":779274.0,""ARKW"":328772.0,""ARKX"":475792.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4361304,492391221.60,3,ARKF|ARKK|ARKW,"{""ARKK"":2957858.0,""ARKW"":957474.0,""ARKF"":445972.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7947785,482986894.45,2,ARKG|ARKK,"{""ARKK"":5898137.0,""ARKG"":2049648.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3669746,447268642.48,3,ARKF|ARKK|ARKW,"{""ARKK"":2419952.0,""ARKW"":648504.0,""ARKF"":601290.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2859840,384276700.80,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1474417.0,""ARKQ"":586074.0,""ARKW"":356603.0,""ARKF"":247660.0,""ARKX"":195086.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2219484,362907828.84,3,ARKF|ARKK|ARKW,"{""ARKK"":1610968.0,""ARKW"":357180.0,""ARKF"":251336.0}"
023135106,AMZN,AMAZON.COM INC,equity,1435621,353134053.58,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":648194.0,""ARKQ"":266638.0,""ARKW"":258071.0,""ARKF"":115379.0,""ARKX"":147339.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3825736,348256748.08,2,ARKG|ARKK,"{""ARKK"":2395416.0,""ARKG"":1430320.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,903531,328541942.22,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":348026.0,""ARKQ"":275667.0,""ARKW"":180040.0,""ARKX"":99798.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8522158,323160231.36,2,ARKG|ARKK,"{""ARKK"":6366856.0,""ARKG"":2155302.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,8272442,312946480.86,2,ARKG|ARKK,"{""ARKK"":5162171.0,""ARKG"":3110271.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5460556,309668130.76,3,ARKF|ARKK|ARKW,"{""ARKK"":4010819.0,""ARKW"":1017625.0,""ARKF"":432112.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4412108,287448836.20,3,ARKF|ARKK|ARKW,"{""ARKK"":3139703.0,""ARKW"":780242.0,""ARKF"":492163.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,14186367,247268376.81,2,ARKG|ARKK,"{""ARKK"":11250170.0,""ARKG"":2936197.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
67066G104,NVDA,NVIDIA CORP,equity,1158369,228117607.17,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":518964.0,""ARKQ"":295627.0,""ARKW"":125745.0,""ARKF"":85949.0,""ARKX"":132084.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4433078,223161146.52,3,ARKK|ARKQ|ARKX,"{""ARKK"":1323189.0,""ARKQ"":2106070.0,""ARKX"":1003819.0}"
244199105,DE,DEERE & CO,equity,356833,215387967.13,3,ARKK|ARKQ|ARKX,"{""ARKK"":120748.0,""ARKQ"":148737.0,""ARKX"":87348.0}"
852234103,XYZ,BLOCK INC,equity,2774131,215161600.36,3,ARKF|ARKK|ARKW,"{""ARKK"":1572930.0,""ARKW"":636601.0,""ARKF"":564600.0}"
880770102,TER,TERADYNE INC,equity,587721,201652952.31,3,ARKK|ARKQ|ARKX,"{""ARKK"":152838.0,""ARKQ"":344687.0,""ARKX"":90196.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2200970,183847024.10,2,ARKK|ARKW,"{""ARKK"":1618096.0,""ARKW"":582874.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,422368,182703725.76,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":140029.0,""ARKQ"":163362.0,""ARKW"":85672.0,""ARKX"":33305.0}"
452327109,ILMN,ILLUMINA INC,equity,875842,167951461.92,2,ARKG|ARKK,"{""ARKK"":507003.0,""ARKG"":368839.0}"
632307104,NTRA,NATERA INC,equity,597033,167927471.91,2,ARKG|ARKK,"{""ARKK"":347836.0,""ARKG"":249197.0}"
G16910120,BLSH,BULLISH,equity,6214274,160141840.98,3,ARKF|ARKK|ARKW,"{""ARKK"":4475901.0,""ARKW"":971402.0,""ARKF"":766971.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28590107,140949227.51,3,ARKK|ARKQ|ARKX,"{""ARKK"":14167511.0,""ARKQ"":9089013.0,""ARKX"":5333583.0}"
11135F101,AVGO,BROADCOM INC,equity,362758,134503411.24,3,ARKK|ARKQ|ARKW,"{""ARKK"":186026.0,""ARKQ"":84486.0,""ARKW"":92246.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,34514611,132536106.24,2,ARKG|ARKK,"{""ARKK"":20984189.0,""ARKG"":13530422.0}"
773121108,RKLB UQ,ROCKET LAB,equity,1520195,126799464.95,2,ARKQ|ARKX,"{""ARKQ"":942940.0,""ARKX"":577255.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,415365,122698821.00,3,ARKQ|ARKX|PRNT,"{""ARKQ"":208257.0,""ARKX"":203960.0,""PRNT"":3148.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,194149,119514241.42,3,ARKF|ARKK|ARKW,"{""ARKK"":102932.0,""ARKW"":56084.0,""ARKF"":35133.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,8005762,118485277.60,3,ARKF|ARKK|ARKW,"{""ARKK"":5762405.0,""ARKW"":1488091.0,""ARKF"":755266.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,665934,117610603.74,2,ARKK|ARKW,"{""ARKK"":524399.0,""ARKW"":141535.0}"
92337F107,VCYT,VERACYTE INC,equity,2024698,113707039.68,2,ARKG|ARKK,"{""ARKK"":1096190.0,""ARKG"":928508.0}"
00091E109,ABSI,ABSCI CORP,equity,10006326,113371673.58,1,ARKG,"{""ARKG"":10006326.0}"
71535D106,PSNL,PERSONALIS INC,equity,7830750,109473885.00,1,ARKG,"{""ARKG"":7830750.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,518710,96521556.80,3,ARKK|ARKQ|ARKX,"{""ARKK"":268050.0,""ARKQ"":176879.0,""ARKX"":73781.0}"
532457108,LLY,ELI LILLY & CO,equity,76075,93995227.00,2,ARKG|ARKK,"{""ARKK"":29748.0,""ARKG"":46327.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,559159,90880112.27,2,ARKQ|ARKX,"{""ARKQ"":322233.0,""ARKX"":236926.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1367224,89443794.08,2,ARKG|ARKK,"{""ARKK"":918047.0,""ARKG"":449177.0}"
98386P102,XE,X-ENERGY INC,equity,5047971,83493440.34,3,ARKK|ARKQ|ARKX,"{""ARKK"":3426450.0,""ARKQ"":1086720.0,""ARKX"":534801.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,79888652.29,1,ARKW,"{""ARKW"":3775474.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,480814,78334216.88,1,ARKG,"{""ARKG"":480814.0}"
25809K105,DASH,DOORDASH INC - A,equity,372478,72901394.16,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":147838.0,""ARKW"":92280.0,""ARKF"":58081.0,""ARKX"":74279.0}"
896239100,TRMB,TRIMBLE INC,equity,1240297,66641157.81,2,ARKQ|ARKX,"{""ARKQ"":757481.0,""ARKX"":482816.0}"
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,329796,64184897.52,2,ARKF|ARKW,"{""ARKW"":242100.0,""ARKF"":87696.0}"
