symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,365.4400,297.3800,498.8300,33.79,-26.74,22.89,363.5600,0.52,994157364.92,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,151.2100,104.8300,225.6400,38.39,-32.99,44.24,148.1800,2.04,736685760.80,ARKK|ARKQ|ARKW|ARKX,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,90.6000,49.9000,159.4700,37.15,-43.19,81.56,90.3200,0.31,497580195.92,ARKF|ARKK|ARKW,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,59.0100,40.7700,104.3200,28.70,-43.43,44.74,58.7400,0.46,448660408.02,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,112.5700,63.5150,153.8600,54.30,-26.84,77.23,113.3300,-0.67,408993123.77,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,51.7200,44.1200,78.4800,22.12,-34.10,17.23,52.2600,-1.03,397150758.42,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,175.2600,139.1100,402.1600,13.74,-56.42,25.99,172.2800,1.73,396429717.84,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,68.5900,11.1600,69.6700,98.15,-1.55,514.61,66.3800,3.33,392634646.52,ARKG|ARKK,ok
NVDA,NVIDIA CORP,NASDAQ,218.2900,164.2700,236.5400,74.75,-7.72,32.88,218.3600,-0.03,374988536.20,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,516.1300,149.8500,584.7300,84.23,-11.73,244.43,503.6000,2.49,369032540.40,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,127.2200,23.3000,155.4400,78.64,-18.15,446.01,126.8500,0.29,362273578.85,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,256.7800,196.0000,287.2000,66.64,-10.59,31.01,251.8900,1.94,358535943.87,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,167.2300,106.3700,207.5200,60.17,-19.41,57.22,165.8600,0.83,355057994.74,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,128.7900,94.0000,182.1900,39.45,-29.31,37.01,126.6000,1.73,314728486.20,ARKF|ARKK|ARKW,ok
XYZ,BLOCK INC,NYSE,79.2100,48.2100,86.9200,80.08,-8.87,64.30,79.0700,0.18,288939491.68,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,335.4500,236.6850,404.4700,58.86,-17.06,41.73,330.3900,1.53,283480897.41,ARKK|ARKQ|ARKW|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,88.9900,60.5500,153.2000,30.70,-41.91,46.97,89.1200,-0.15,240303435.36,ARKK|ARKW,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,46.6900,43.0900,134.0000,3.96,-65.16,8.35,46.9800,-0.62,215432521.56,ARKK|ARKQ|ARKX,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,23.9900,20.2300,38.2600,20.85,-37.30,18.59,24.3700,-1.56,214980442.40,ARKG|ARKK,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,191.9300,160.8100,386.3400,13.80,-50.32,19.35,191.3400,0.31,214561022.40,ARKK|ARKW,ok
