cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2802223,917307699.05,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1763749.0,""ARKQ"":578356.0,""ARKW"":385983.0,""ARKX"":74135.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4574733,573351286.89,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2535217.0,""ARKQ"":1004718.0,""ARKW"":497209.0,""ARKX"":537589.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1060526,549967573.08,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":447465.0,""ARKQ"":238659.0,""ARKW"":244129.0,""ARKF"":51677.0,""ARKX"":78596.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2738974,445521510.84,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1395248.0,""ARKQ"":566659.0,""ARKW"":362775.0,""ARKF"":233076.0,""ARKX"":181216.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8595117,404400254.85,2,ARKG|ARKK,"{""ARKK"":6280423.0,""ARKG"":2314694.0}"
023135106,AMZN,AMAZON.COM INC,equity,1456011,403926571.62,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":651817.0,""ARKQ"":270884.0,""ARKW"":273898.0,""ARKF"":117160.0,""ARKX"":142252.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7587570,402672339.90,2,ARKG|ARKK,"{""ARKK"":5560665.0,""ARKG"":2026905.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3261059,402088574.70,3,ARKF|ARKK|ARKW,"{""ARKK"":2095841.0,""ARKW"":612452.0,""ARKF"":552766.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2289178,345047799.94,3,ARKF|ARKK|ARKW,"{""ARKK"":1645421.0,""ARKW"":387523.0,""ARKF"":256234.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3647880,341113258.80,3,ARKF|ARKK|ARKW,"{""ARKK"":2367580.0,""ARKW"":846608.0,""ARKF"":433692.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3344264,332570333.49,2,ARKG|ARKK,"{""ARKK"":2037673.0,""ARKG"":1306591.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,879213,330012599.55,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":336790.0,""ARKQ"":266537.0,""ARKW"":183156.0,""ARKX"":92730.0}"
