cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2681612,927355061.84,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1662466.0,""ARKQ"":563948.0,""ARKW"":384341.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4884428,682012681.64,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2728438.0,""ARKQ"":1053214.0,""ARKW"":559525.0,""ARKX"":543251.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8187104,560652881.92,2,ARKG|ARKK,"{""ARKK"":5679961.0,""ARKG"":2507143.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5352931,481282026.21,3,ARKF|ARKK|ARKW,"{""ARKK"":3814484.0,""ARKW"":980067.0,""ARKF"":558380.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3018189,452909441.34,2,ARKG|ARKK,"{""ARKK"":1689801.0,""ARKG"":1328388.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,914864,439985543.52,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":401857.0,""ARKQ"":208288.0,""ARKW"":194513.0,""ARKF"":38312.0,""ARKX"":71894.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7381875,437228456.25,2,ARKG|ARKK,"{""ARKK"":5241255.0,""ARKG"":2140620.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2250003,409005545.34,3,ARKF|ARKK|ARKW,"{""ARKK"":1607895.0,""ARKW"":385874.0,""ARKF"":256234.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2285895,405746362.50,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1129842.0,""ARKQ"":496166.0,""ARKW"":292758.0,""ARKF"":209815.0,""ARKX"":157314.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2603594,391294142.26,3,ARKF|ARKK|ARKW,"{""ARKK"":1581027.0,""ARKW"":545126.0,""ARKF"":477441.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6067008,389865934.08,2,ARKG|ARKK,"{""ARKK"":3002082.0,""ARKG"":3064926.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3483315,378079010.10,3,ARKF|ARKK|ARKW,"{""ARKK"":2231626.0,""ARKW"":817997.0,""ARKF"":433692.0}"
023135106,AMZN,AMAZON.COM INC,equity,1404409,365539574.52,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":614416.0,""ARKQ"":264140.0,""ARKW"":272733.0,""ARKF"":117160.0,""ARKX"":135960.0}"
67066G104,NVDA,NVIDIA CORP,equity,1451873,304399693.18,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":663542.0,""ARKQ"":341914.0,""ARKW"":199008.0,""ARKF"":104539.0,""ARKX"":142870.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,848410,287695831.00,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":317498.0,""ARKQ"":259897.0,""ARKW"":182377.0,""ARKX"":88638.0}"
852234103,XYZ,BLOCK INC,equity,3137763,260748105.30,3,ARKF|ARKK|ARKW,"{""ARKK"":1761288.0,""ARKW"":762209.0,""ARKF"":614266.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8225880,248339317.20,2,ARKG|ARKK,"{""ARKK"":5806840.0,""ARKG"":2419040.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4537355,240162200.15,3,ARKK|ARKQ|ARKX,"{""ARKK"":1327239.0,""ARKQ"":2241950.0,""ARKX"":968166.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2637784,232151369.84,2,ARKK|ARKW,"{""ARKK"":1884425.0,""ARKW"":753359.0}"
880770102,TER,TERADYNE INC,equity,567152,205932891.20,3,ARKK|ARKQ|ARKX,"{""ARKK"":164052.0,""ARKQ"":324965.0,""ARKX"":78135.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,1062932,193613063.80,2,ARKK|ARKW,"{""ARKK"":820931.0,""ARKW"":242001.0}"
G16910120,BLSH,BULLISH,equity,5601807,185475829.77,3,ARKF|ARKK|ARKW,"{""ARKK"":3991511.0,""ARKW"":864445.0,""ARKF"":745851.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7372197,183641427.27,3,ARKF|ARKK|ARKW,"{""ARKK"":5130317.0,""ARKW"":1507414.0,""ARKF"":734466.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,434399,181444118.31,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":148119.0,""ARKQ"":160893.0,""ARKW"":92944.0,""ARKX"":32443.0}"
11135F101,AVGO,BROADCOM INC,equity,492474,175118829.66,3,ARKK|ARKQ|ARKW,"{""ARKK"":268055.0,""ARKQ"":110855.0,""ARKW"":113564.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12423766,163869473.54,2,ARKG|ARKK,"{""ARKK"":9728514.0,""ARKG"":2695252.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,27229007,160651141.30,3,ARKK|ARKQ|ARKX,"{""ARKK"":13425002.0,""ARKQ"":8928306.0,""ARKX"":4875699.0}"
452327109,ILMN,ILLUMINA INC,equity,707262,159020788.08,2,ARKG|ARKK,"{""ARKK"":329661.0,""ARKG"":377601.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,274173,157962032.22,3,ARKF|ARKK|ARKW,"{""ARKK"":148892.0,""ARKW"":81198.0,""ARKF"":44083.0}"
632307104,NTRA,NATERA INC,equity,458003,155011115.35,2,ARKG|ARKK,"{""ARKK"":205978.0,""ARKG"":252025.0}"
773121108,RKLB UQ,ROCKET LAB,equity,2005247,132707246.46,3,ARKK|ARKQ|ARKX,"{""ARKK"":382949.0,""ARKQ"":1034861.0,""ARKX"":587437.0}"
