cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2540015,952810426.80,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1586449.0,""ARKQ"":557145.0,""ARKW"":337596.0,""ARKX"":58825.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1261490,671831729.30,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":561216.0,""ARKQ"":279833.0,""ARKW"":270249.0,""ARKF"":54451.0,""ARKX"":95741.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3270715,500419395.00,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1691702.0,""ARKQ"":777607.0,""ARKW"":323448.0,""ARKX"":477958.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8508815,466878679.05,2,ARKG|ARKK,"{""ARKK"":6304524.0,""ARKG"":2204291.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7868470,424740010.60,2,ARKG|ARKK,"{""ARKK"":5844092.0,""ARKG"":2024378.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3665287,409119334.94,3,ARKF|ARKK|ARKW,"{""ARKK"":2397782.0,""ARKW"":651311.0,""ARKF"":616194.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4337888,405462391.36,3,ARKF|ARKK|ARKW,"{""ARKK"":2919246.0,""ARKW"":961618.0,""ARKF"":457024.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,4075027,393851359.55,2,ARKG|ARKK,"{""ARKK"":2559774.0,""ARKG"":1515253.0}"
023135106,AMZN,AMAZON.COM INC,equity,1426033,323723751.33,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":628652.0,""ARKQ"":269047.0,""ARKW"":259188.0,""ARKF"":118232.0,""ARKX"":150914.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,906038,310037143.22,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":344846.0,""ARKQ"":278157.0,""ARKW"":180819.0,""ARKX"":102216.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,8578443,306507768.39,2,ARKG|ARKK,"{""ARKK"":5506522.0,""ARKG"":3071921.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2781149,298333853.23,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1400392.0,""ARKQ"":591369.0,""ARKW"":342745.0,""ARKF"":246812.0,""ARKX"":199831.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2082581,296809444.12,3,ARKF|ARKK|ARKW,"{""ARKK"":1496039.0,""ARKW"":338268.0,""ARKF"":248274.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8437253,286275994.29,2,ARKG|ARKK,"{""ARKK"":6308521.0,""ARKG"":2128732.0}"
880770102,TER,TERADYNE INC,equity,591624,279222863.04,3,ARKK|ARKQ|ARKX,"{""ARKK"":151443.0,""ARKQ"":347801.0,""ARKX"":92380.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,3900440,268389276.40,3,ARKF|ARKK|ARKW,"{""ARKK"":2736222.0,""ARKW"":697914.0,""ARKF"":466304.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5438921,252311545.19,3,ARKF|ARKK|ARKW,"{""ARKK"":3974069.0,""ARKW"":1022030.0,""ARKF"":442822.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
67066G104,NVDA,NVIDIA CORP,equity,1162163,227481785.62,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":514209.0,""ARKQ"":298297.0,""ARKW"":126289.0,""ARKF"":88073.0,""ARKX"":135295.0}"
244199105,DE,DEERE & CO,equity,359201,226569622.76,3,ARKK|ARKQ|ARKX,"{""ARKK"":119653.0,""ARKQ"":150081.0,""ARKX"":89467.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,14047087,225174804.61,2,ARKG|ARKK,"{""ARKK"":11147090.0,""ARKG"":2899997.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2096123,207013107.48,2,ARKK|ARKW,"{""ARKK"":1510726.0,""ARKW"":585397.0}"
852234103,XYZ,BLOCK INC,equity,2776481,205681712.48,3,ARKF|ARKK|ARKW,"{""ARKK"":1558530.0,""ARKW"":639356.0,""ARKF"":578595.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4156327,192521066.64,3,ARKK|ARKQ|ARKX,"{""ARKK"":1051619.0,""ARKQ"":2086177.0,""ARKX"":1018531.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,423745,184324837.55,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":138754.0,""ARKQ"":164838.0,""ARKW"":86042.0,""ARKX"":34111.0}"
452327109,ILMN,ILLUMINA INC,equity,927960,164852094.00,2,ARKG|ARKK,"{""ARKK"":547475.0,""ARKG"":380485.0}"
632307104,NTRA,NATERA INC,equity,611555,159456850.70,2,ARKG|ARKK,"{""ARKK"":357090.0,""ARKG"":254465.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28672256,137340106.24,3,ARKK|ARKQ|ARKX,"{""ARKK"":14037701.0,""ARKQ"":9171141.0,""ARKX"":5463414.0}"
11135F101,AVGO,BROADCOM INC,equity,362224,137250295.84,3,ARKK|ARKQ|ARKW,"{""ARKK"":184331.0,""ARKQ"":85248.0,""ARKW"":92645.0}"
G16910120,BLSH,BULLISH,equity,5715765,125060938.20,3,ARKF|ARKK|ARKW,"{""ARKK"":4047424.0,""ARKW"":911304.0,""ARKF"":757037.0}"
773121108,RKLB UQ,ROCKET LAB,equity,1542755,124484900.95,2,ARKQ|ARKX,"{""ARKQ"":951460.0,""ARKX"":591295.0}"
92337F107,VCYT,VERACYTE INC,equity,2124398,124383502.90,2,ARKG|ARKK,"{""ARKK"":1195066.0,""ARKG"":929332.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,422199,121812855.48,3,ARKQ|ARKX|PRNT,"{""ARKQ"":210138.0,""ARKX"":208913.0,""PRNT"":3148.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,32587907,108843609.38,2,ARKG|ARKK,"{""ARKK"":19836492.0,""ARKG"":12751415.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,640302,107903693.04,2,ARKK|ARKW,"{""ARKK"":502493.0,""ARKW"":137809.0}"
00091E109,ABSI,ABSCI CORP,equity,10566258,107881494.18,1,ARKG,"{""ARKG"":10566258.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,519655,106409754.35,3,ARKK|ARKQ|ARKX,"{""ARKK"":265605.0,""ARKQ"":178475.0,""ARKX"":75575.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7978123,106268598.36,3,ARKF|ARKK|ARKW,"{""ARKK"":5709605.0,""ARKW"":1494532.0,""ARKF"":773986.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,194325,105493212.75,3,ARKF|ARKK|ARKW,"{""ARKK"":102002.0,""ARKW"":56326.0,""ARKF"":35997.0}"
71535D106,PSNL,PERSONALIS INC,equity,7765198,97763842.82,1,ARKG,"{""ARKG"":7765198.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1353294,92930698.98,2,ARKG|ARKK,"{""ARKK"":909647.0,""ARKG"":443647.0}"
532457108,LLY,ELI LILLY & CO,equity,68961,77766630.09,2,ARKG|ARKK,"{""ARKK"":29478.0,""ARKG"":39483.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,567828,77610731.04,2,ARKQ|ARKX,"{""ARKQ"":325143.0,""ARKX"":242685.0}"
77543R102,ROKU,ROKU INC,equity,555814,74884820.22,3,ARKF|ARKK|ARKW,"{""ARKK"":216477.0,""ARKW"":206367.0,""ARKF"":132970.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,74149931.81,1,ARKW,"{""ARKW"":3775474.0}"
98386P102,XE,X-ENERGY INC,equity,3805018,70316732.64,3,ARKK|ARKQ|ARKX,"{""ARKK"":2338203.0,""ARKQ"":972872.0,""ARKX"":493943.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,480426,68672092.44,1,ARKG,"{""ARKG"":480426.0}"
25809K105,DASH,DOORDASH INC - A,equity,377450,66774679.50,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":149173.0,""ARKW"":92679.0,""ARKF"":59512.0,""ARKX"":76086.0}"
01609W102,BABA,ALIBABA GROUP HOLDING-SP ADR,equity,699154,66468570.78,3,ARKF|ARKK|ARKW,"{""ARKK"":538399.0,""ARKW"":101822.0,""ARKF"":58933.0}"
896239100,TRMB,TRIMBLE INC,equity,1258892,63246734.08,2,ARKQ|ARKX,"{""ARKQ"":764324.0,""ARKX"":494568.0}"
149123101,CAT,CATERPILLAR INC,equity,56175,59377536.75,1,ARKQ,"{""ARKQ"":56175.0}"
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,83252,56498969.80,2,ARKF|ARKW,"{""ARKW"":60787.0,""ARKF"":22465.0}"
83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,3159416,54657896.80,2,ARKF|ARKK,"{""ARKK"":1960968.0,""ARKF"":1198448.0}"
G65163100,JOBY,JOBY AVIATION INC,equity,6016395,53365423.65,2,ARKQ|ARKX,"{""ARKQ"":3474754.0,""ARKX"":2541641.0}"
14167L103,CDNA,CAREDX INC,equity,1818627,50648761.95,1,ARKG,"{""ARKG"":1818627.0}"
46125A100,LUNR,INTUITIVE MACHINES INC,equity,2649864,49552456.80,2,ARKQ|ARKX,"{""ARKQ"":1788870.0,""ARKX"":860994.0}"
46269C102,IRDM,IRIDIUM COMMUNICATIONS INC,equity,1180130,49376639.20,2,ARKQ|ARKX,"{""ARKQ"":525638.0,""ARKX"":654492.0}"
833445109,SNOW,SNOWFLAKE INC,equity,217338,49348766.28,2,ARKK|ARKW,"{""ARKK"":143941.0,""ARKW"":73397.0}"
888787108,TOST,TOAST INC-CLASS A,equity,1878693,48413918.61,2,ARKF|ARKW,"{""ARKW"":705547.0,""ARKF"":1173146.0}"
157085101,CERS,CERUS CORP,equity,15766696,45092750.56,2,ARKG|ARKK,"{""ARKK"":8597270.0,""ARKG"":7169426.0}"
M3760D101,ESLT,ELBIT SYSTEMS LTD,equity,60339,44210988.69,2,ARKQ|ARKX,"{""ARKQ"":41145.0,""ARKX"":19194.0}"
20451W101,CMPS,COMPASS PATHWAYS PLC,equity,3211842,43616814.36,1,ARKG,"{""ARKG"":3211842.0}"
316841105,FIG,FIGMA INC-CL A,equity,2564568,43187325.12,2,ARKK|ARKW,"{""ARKK"":1573518.0,""ARKW"":991050.0}"
02079K305,GOOGL,ALPHABET INC-CL A,equity,124605,42827984.55,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":89158.0,""ARKQ"":16408.0,""ARKW"":12093.0,""ARKX"":6946.0}"
MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992,41176534.91,1,ARKF,"{""ARKF"":2096992.0}"
00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES,equity,1973540,39964185.00,1,ARKG,"{""ARKG"":1973540.0}"
23804L103,DDOG,DATADOG INC - CLASS A,equity,177021,39111019.74,1,ARKW,"{""ARKW"":177021.0}"
69404D108,PACB,PACIFIC BIOSCIENCES OF CALIF,equity,23845173,38152276.80,2,ARKG|ARKK,"{""ARKK"":13293942.0,""ARKG"":10551231.0}"
124155102,BFLY,BUTTERFLY NETWORK INC,equity,4735343,37977450.86,1,ARKG,"{""ARKG"":4735343.0}"
67080M103,NRIX,NURIX THERAPEUTICS INC,equity,1669550,37498093.00,1,ARKG,"{""ARKG"":1669550.0}"
58733R102,MELI,MERCADOLIBRE INC,equity,22260,36044505.00,2,ARKF|ARKW,"{""ARKW"":8580.0,""ARKF"":13680.0}"
500458401,KMTUY,KOMATSU LTD -SPONS ADR,equity,930853,35698212.55,1,ARKQ,"{""ARKQ"":930853.0}"
13321L108,CCJ,CAMECO CORP,equity,340473,35266193.34,1,ARKQ,"{""ARKQ"":340473.0}"
051774107,AUR,AURORA INNOVATION INC,equity,5430150,33884136.00,1,ARKQ,"{""ARKQ"":5430150.0}"
879360105,TDY,TELEDYNE TECHNOLOGIES INC,equity,53832,33762892.08,2,ARKQ|ARKX,"{""ARKQ"":35553.0,""ARKX"":18279.0}"
871607107,SNPS,SYNOPSYS INC,equity,73190,33302913.80,3,ARKQ|ARKX|PRNT,"{""ARKQ"":45837.0,""ARKX"":20756.0,""PRNT"":6597.0}"
80810D103,SDGR,SCHRODINGER INC,equity,2027393,32722123.02,1,ARKG,"{""ARKG"":2027393.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,143239,32465119.35,1,ARKW,"{""ARKW"":143239.0}"
056752108,BIDU,BAIDU INC - SPON ADR,equity,275167,28614616.33,2,ARKQ|ARKW,"{""ARKQ"":275067.0,""ARKW"":100.0}"
26142V105,DKNG UW,DRAFTKINGS INC-CL A,equity,1237972,28597153.20,2,ARKF|ARKW,"{""ARKW"":649464.0,""ARKF"":588508.0}"
87151X101,SYM UQ,SYMBOTIC INC,equity,688250,28059952.50,1,ARKQ,"{""ARKQ"":688250.0}"
L8681T102,SPOT,SPOTIFY TECHNOLOGY SA,equity,63533,28031394.93,2,ARKF|ARKW,"{""ARKW"":37269.0,""ARKF"":26264.0}"
6496584,6301,KOMATSU LTD,equity,654893,25299510.15,1,ARKX,"{""ARKX"":654893.0}"
46120E602,ISRG,INTUITIVE SURGICAL INC,equity,62441,24957043.29,1,ARKQ,"{""ARKQ"":62441.0}"
74624M102,P,EVERPURE INC-A,equity,324959,23296310.71,1,ARKW,"{""ARKW"":324959.0}"
781154109,RBRK,RUBRIK INC-A,equity,327176,23236039.52,1,ARKW,"{""ARKW"":327176.0}"
462222100,IONS,IONIS PHARMACEUTICALS INC,equity,279182,21871117.88,1,ARKG,"{""ARKG"":279182.0}"
009066101,ABNB,AIRBNB INC-CLASS A,equity,149756,21247381.28,2,ARKF|ARKW,"{""ARKW"":63029.0,""ARKF"":86727.0}"
04650F101,ATAI UQ,ATAIBECKLEY INC,equity,4244830,19441321.40,1,ARKG,"{""ARKG"":4244830.0}"
02156V109,OKLO,OKLO INC,equity,373371,19045654.71,1,ARKQ,"{""ARKQ"":373371.0}"
950915108,WRD,WERIDE INC-ADR,equity,3484917,18888250.14,1,ARKQ,"{""ARKQ"":3484917.0}"
092667104,SRTA,STRATA CRITICAL MEDICAL INC,equity,3491806,18716080.16,2,ARKQ|ARKX,"{""ARKQ"":2032535.0,""ARKX"":1459271.0}"
03969T109,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,equity,2720747,18555494.54,1,ARKG,"{""ARKG"":2720747.0}"
500081104,KDK,KODIAK AI INC,equity,3455721,17762405.94,1,ARKQ,"{""ARKQ"":3455721.0}"
37637K108,GTLB,GITLAB INC-CL A,equity,620837,17066809.13,1,ARKW,"{""ARKW"":620837.0}"
65443P102,MASS,908 DEVICES INC,equity,1891166,16982670.68,1,ARKG,"{""ARKG"":1891166.0}"
010911105,ALMR,ALAMAR BIOSCIENCES INC,equity,628584,16890052.08,1,ARKG,"{""ARKG"":628584.0}"
G3934V109,GENI,GENIUS SPORTS LTD,equity,3079041,16749983.04,1,ARKW,"{""ARKW"":3079041.0}"
05606L100,BYDDY,BYD CO LTD-UNSPONSORED ADR,equity,1726489,16695148.63,1,ARKQ,"{""ARKQ"":1726489.0}"
422806109,HEI,HEICO CORP,equity,47374,16223226.30,1,ARKX,"{""ARKX"":47374.0}"
64110L106,NFLX,NETFLIX INC,equity,225844,16012339.60,1,ARKW,"{""ARKW"":225844.0}"
4162791,HO,THALES SA,equity,62641,15559087.44,1,ARKX,"{""ARKX"":62641.0}"
74168J101,PRME,PRIME MEDICINE INC,equity,4771008,15171805.44,1,ARKG,"{""ARKG"":4771008.0}"
732908108,PONY,PONY AI INC,equity,2067347,14326714.71,1,ARKQ,"{""ARKQ"":2067347.0}"
81141R100,SE,SEA LTD-ADR,equity,160565,14291890.65,1,ARKF,"{""ARKF"":160565.0}"
BZ1HM42,ADYEN,ADYEN NV,equity,15054,14071607.00,1,ARKF,"{""ARKF"":15054.0}"
X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,13956234,13956234.34,7,ARKF|ARKG|ARKK|ARKQ|ARKW|IZRL|PRNT,"{""ARKK"":4999122.0,""ARKQ"":7187442.0,""ARKW"":835827.0,""ARKG"":297034.0,""ARKF"":213414.0,""PRNT"":316252.0,""IZRL"":107143.0}"
G5279N105,KLAR,KLARNA GROUP PLC,equity,721901,13809966.13,1,ARKF,"{""ARKF"":721901.0}"
B3Z5T14,GRMN UN,GARMIN LTD,equity,57995,13652602.95,1,ARKX,"{""ARKX"":57995.0}"
G6683N103,NU UN,NU HOLDINGS LTD/CAYMAN ISL-A,equity,1086114,13532980.44,1,ARKF,"{""ARKF"":1086114.0}"
G32089107,ETOR,ETORO GROUP LTD-A,equity,319155,12150230.85,2,ARKF|IZRL,"{""ARKF"":261189.0,""IZRL"":57966.0}"
09075V102,BNTX,BIONTECH SE-ADR,equity,122951,11065590.00,1,ARKG,"{""ARKG"":122951.0}"
438516106,HON,HONEYWELL INTERNATIONAL INC,equity,43981,10170166.44,1,ARKX,"{""ARKX"":43981.0}"
36118L106,FUTU,FUTU HOLDINGS LTD-ADR,equity,102028,10010987.36,1,ARKF,"{""ARKF"":102028.0}"
370920100,GENB,GENERATE BIOMEDICINES INC,equity,598466,9826811.72,1,ARKG,"{""ARKG"":598466.0}"
BNMBPD9,2618,JD LOGISTICS INC,equity,6645058,9823309.79,1,ARKX,"{""ARKX"":6645058.0}"
BQ84B35,ETHQ/U,3IQ ETHER STAKING ETF,equity,1312576,8347983.36,2,ARKF|ARKW,"{""ARKW"":788389.0,""ARKF"":524187.0}"
4012250,AIR,AIRBUS SE,equity,36482,8094018.47,1,ARKX,"{""ARKX"":36482.0}"
539830109,LMT,LOCKHEED MARTIN CORP,equity,14806,7477326.12,1,ARKX,"{""ARKX"":14806.0}"
74765K105,QSI,QUANTUM-SI INC,equity,6710541,5752946.80,1,ARKG,"{""ARKG"":6710541.0}"
98954M200,Z,ZILLOW GROUP INC - C,equity,154650,4548256.50,1,ARKF,"{""ARKF"":154650.0}"
M84137104,SMWB,SIMILARWEB LTD,equity,834663,4298514.45,1,IZRL,"{""IZRL"":834663.0}"
M85548101,SSYS,STRATASYS LTD,equity,512180,4266459.40,2,IZRL|PRNT,"{""PRNT"":257471.0,""IZRL"":254709.0}"
98423F109,XMTR,XOMETRY INC-A,equity,46048,4260821.44,1,PRNT,"{""PRNT"":46048.0}"
BTRDQ40,SOLQ/U,3IQ SOLANA STAKING ETF,equity,793515,4245305.25,2,ARKF|ARKW,"{""ARKW"":421232.0,""ARKF"":372283.0}"
M6191J100,FROG,JFROG LTD,equity,50621,3988934.80,1,IZRL,"{""IZRL"":50621.0}"
BJY21K1,KSPI,JSC KASPI.KZ ADR,equity,42090,3655516.50,1,ARKF,"{""ARKF"":42090.0}"
70450C101,PAYP,PAYPAY CORP,equity,248320,3550976.00,1,ARKF,"{""ARKF"":248320.0}"
M96088105,URGN UQ,UROGEN PHARMA LTD,equity,101508,3489845.04,1,IZRL,"{""IZRL"":101508.0}"
92259N302,VELO,VELO3D INC,equity,194753,3384807.14,1,PRNT,"{""PRNT"":194753.0}"
5727973,SIE,SIEMENS AG-REG,equity,10225,3167694.02,1,PRNT,"{""PRNT"":10225.0}"
M0740A108,DRTS,ALPHA TAU MEDICAL LTD,equity,277086,3095050.62,1,IZRL,"{""IZRL"":277086.0}"
88554D205,DDD,3D SYSTEMS CORP,equity,1032786,3046718.70,1,PRNT,"{""PRNT"":1032786.0}"
6878977,TLSY,TELSYS LTD,equity,25278,3034563.65,1,IZRL,"{""IZRL"":25278.0}"
57667T100,MTLS,MATERIALISE NV-ADR,equity,419784,2892311.76,1,PRNT,"{""PRNT"":419784.0}"
M9607U115,VLN,VALENS SEMICONDUCTOR LTD,equity,1412570,2881642.80,1,IZRL,"{""IZRL"":1412570.0}"
743713109,PRLB,PROTO LABS INC,equity,35418,2876649.96,1,PRNT,"{""PRNT"":35418.0}"
G13311132,,BRERA HOLDINGS PLC-CL B,equity,600037,2832174.64,3,ARKF|ARKK|ARKW,"{""ARKK"":364423.0,""ARKW"":144292.0,""ARKF"":91322.0}"
M87915274,TSEM,TOWER SEMICONDUCTOR LTD,equity,10126,2732804.88,1,IZRL,"{""IZRL"":10126.0}"
