symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,366.4200,297.3800,498.8300,34.27,-26.54,23.22,367.8100,-0.38,1004960274.61,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,150.1610,104.8300,225.6400,37.52,-33.45,43.24,147.5500,1.77,733014530.30,ARKK|ARKQ|ARKW|ARKX,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,91.1510,49.9000,159.4700,37.65,-42.84,82.67,92.9900,-1.98,511814449.27,ARKF|ARKK|ARKW,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,59.2000,40.7700,104.3200,29.00,-43.25,45.20,61.2800,-3.39,469094171.68,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,114.1700,63.5150,153.8600,56.07,-25.80,79.75,115.2800,-0.96,415677661.52,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,52.1900,44.1200,78.4800,23.49,-33.50,18.29,53.4500,-2.36,406909879.15,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,172.7050,139.1100,402.1600,12.77,-57.06,24.15,174.7200,-1.15,401668350.72,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,66.7300,11.1600,67.7000,98.28,-1.43,497.94,67.2900,-0.83,399633022.14,ARKG|ARKK,ok
NVDA,NVIDIA CORP,NASDAQ,218.8000,164.2700,236.5400,75.45,-7.50,33.20,223.4200,-2.07,383462225.18,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,508.0100,149.8500,584.7300,82.36,-13.12,239.01,521.0950,-2.51,381623402.16,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,167.0700,106.3700,207.5200,60.01,-19.49,57.06,169.5300,-1.45,362689599.99,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,127.0500,23.3000,155.4400,78.52,-18.26,445.28,125.5200,1.22,359701283.28,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,252.8950,196.0000,287.2000,62.38,-11.94,29.03,252.4000,0.20,359054396.40,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,127.0100,94.0000,182.1900,37.43,-30.29,35.12,126.7900,0.17,314945979.63,ARKF|ARKK|ARKW,ok
XYZ,BLOCK INC,NYSE,79.6600,48.2100,86.9200,81.25,-8.35,65.24,79.4000,0.33,289937834.00,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,328.1900,236.5800,404.4700,54.57,-18.86,38.72,328.3800,-0.06,281617046.10,ARKK|ARKQ|ARKW|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,90.7100,60.5500,153.2000,32.55,-40.79,49.81,94.9400,-4.46,255756872.26,ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,24.3600,19.5700,38.2600,25.63,-36.33,24.48,25.1750,-3.24,222484616.36,ARKG|ARKK,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,191.0100,160.8100,386.3400,13.39,-50.56,18.78,196.2000,-2.65,219787164.00,ARKK|ARKW,ok
TER,TERADYNE INC,NASDAQ,370.0900,109.5600,487.9100,68.86,-24.15,237.80,383.6900,-3.54,219576194.75,ARKK|ARKQ|ARKX,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,47.6800,43.0900,134.0000,5.05,-64.42,10.65,46.7400,2.01,214248962.04,ARKK|ARKQ|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,653.2900,520.2600,790.8000,49.17,-17.39,25.57,653.6900,-0.06,210207746.99,ARKF|ARKK|ARKW,ok
AVGO,BROADCOM INC,NASDAQ,364.2450,289.9600,495.0000,36.23,-26.42,25.62,364.3800,-0.04,202691111.94,ARKK|ARKQ|ARKW,ok
BLSH,BULLISH,NYSE,34.3800,20.5500,74.9800,25.41,-54.15,67.30,34.3400,0.12,196553368.96,ARKF|ARKK|ARKW,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,431.9800,257.9800,479.0000,78.73,-9.82,67.45,435.3600,-0.78,190972840.80,ARKK|ARKQ|ARKW|ARKX,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,24.1400,12.8000,65.6000,21.48,-63.20,88.59,24.2100,-0.29,182234674.08,ARKF|ARKK|ARKW,ok
RKLB,ROCKET LAB,NASDAQ,63.6100,37.5700,151.0000,22.96,-57.87,69.31,63.0700,0.86,173056007.04,ARKK|ARKQ|ARKX,ok
ACHR,ARCHER AVIATION INC-A,NYSE,5.5800,4.3000,14.6200,12.40,-61.83,29.77,5.5000,1.45,155245948.00,ARKK|ARKQ|ARKX,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,11.8400,7.9500,28.2500,19.16,-58.09,48.93,12.2100,-3.03,153856036.62,ARKG|ARKK,ok
NTRA,NATERA INC,NASDAQ,327.8250,157.4250,343.1800,91.73,-4.47,108.24,330.3100,-0.75,149878162.50,ARKG|ARKK,ok
ILMN,ILLUMINA INC,NASDAQ,204.0900,88.0000,231.8100,80.72,-11.96,131.92,205.0000,-0.44,143824310.00,ARKG|ARKK,ok
NET,CLOUDFLARE INC - CLASS A,NYSE,314.5900,158.8300,332.2200,89.83,-5.31,98.07,314.1800,0.13,135085461.16,ARKF|ARKK|ARKW,ok
WGS,GENEDX HOLDINGS CORP,NASDAQ,85.3900,32.2100,170.8700,38.35,-50.03,165.10,86.4800,-1.26,127446527.28,ARKG|ARKK,ok
XE,X-ENERGY INC,NASDAQ,16.8650,13.2900,37.1000,15.01,-54.54,26.90,17.2600,-2.29,113938955.80,ARKK|ARKQ|ARKX,ok
PSNL,PERSONALIS INC,NASDAQ,16.3900,4.9550,18.8900,82.06,-13.23,230.78,16.4000,-0.06,108239983.60,ARKG,ok
RXRX,RECURSION PHARMACEUTICALS-A,NASDAQ,3.1900,2.7700,7.1800,9.52,-55.57,15.16,3.2150,-0.78,108229811.45,ARKG|ARKK,ok
LHX,L3HARRIS TECHNOLOGIES INC,NYSE,248.9250,246.5850,379.2300,1.76,-34.36,0.95,250.4100,-0.59,104489832.75,ARKQ|ARKX|PRNT,ok
