symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2730343,872863353.67,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1692662;ARKQ=577563;ARKW=385459;ARKX=74659
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1098945,593089627.05,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53137;ARKK=465075;ARKQ=244603;ARKW=254216;ARKX=81914
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4235785,500839218.40,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2272197;ARKQ=962670;ARKW=472659;ARKX=528259
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8530997,392511171.97,2,ARKG|ARKK,ARKG=2337782;ARKK=6193215
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3777581,383726677.98,3,ARKF|ARKK|ARKW,ARKF=445972;ARKK=2462025;ARKW=869584
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3376194,378133728.00,3,ARKF|ARKK|ARKW,ARKF=574589;ARKK=2167520;ARKW=634085
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7675033,364794318.49,2,ARKG|ARKK,ARKG=2047121;ARKK=5627912
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2223537,358345222.92,3,ARKF|ARKK|ARKW,ARKF=258472;ARKK=1583872;ARKW=381193
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,7188750,345491325.00,2,ARKG|ARKK,ARKG=3106436;ARKK=4082314
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2791641,344404750.17,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=247660;ARKK=1406917;ARKQ=580779;ARKW=367404;ARKX=188881
AMZN,NASDAQ,023135106,AMAZON.COM INC,1406716,328693260.56,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=115379;ARKK=618554;ARKQ=264229;ARKW=265890;ARKX=142664
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3382220,312652416.80,2,ARKG|ARKK,ARKG=1319623;ARKK=2062597
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4840956,301010644.08,3,ARKF|ARKK|ARKW,ARKF=539577;ARKK=3388146;ARKW=913233
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,887432,282505102.88,4,ARKK|ARKQ|ARKW|ARKX,ARKK=332126;ARKQ=273177;ARKW=185493;ARKX=96636
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5307641,252378329.55,3,ARKF|ARKK|ARKW,ARKF=432112;ARKK=3827069;ARKW=1048460
NVDA,NASDAQ,67066G104,NVIDIA CORP,1131533,236218829.08,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=85949;ARKK=495189;ARKQ=292957;ARKW=129553;ARKX=127885
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4590448,226951749.12,3,ARKK|ARKQ|ARKX,ARKK=1262589;ARKQ=2297297;ARKX=1030562
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8388549,217347304.59,2,ARKG|ARKK,ARKG=2313368;ARKK=6075181
XYZ,NYSE,852234103,BLOCK INC,2811784,215073358.16,3,ARKF|ARKK|ARKW,ARKF=588583;ARKK=1500930;ARKW=722271
