symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2706682,1018700370.94,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1689178;ARKQ=563948;ARKW=382699;ARKX=70857
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4925885,737602019.90,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2772286;ARKQ=1053214;ARKW=557134;ARKX=543251
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5445231,562111196.13,3,ARKF|ARKK|ARKW,ARKF=593572;ARKK=3875780;ARKW=975879
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,7801946,504473828.36,2,ARKG|ARKK,ARKG=2516023;ARKK=5285923
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3515676,438475110.72,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2267482;ARKW=814502
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2274178,438234100.60,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1633719;ARKW=384225
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7473696,422189087.04,2,ARKG|ARKK,ARKG=2148201;ARKK=5325495
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2161904,394612337.12,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=192421;ARKK=1044045;ARKQ=496166;ARKW=271958;ARKX=157314
NVDA,NASDAQ,67066G104,NVIDIA CORP,1705220,389557509.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=111999;ARKK=733298;ARKQ=428976;ARKW=281072;ARKX=149875
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6076465,384154117.30,2,ARKG|ARKK,ARKG=3026143;ARKK=3050322
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,2948425,379491781.75,2,ARKG|ARKK,ARKG=1290694;ARKK=1657731
AMZN,NASDAQ,023135106,AMAZON.COM INC,1413108,365853661.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=624280;ARKQ=264140;ARKW=271568;ARKX=135960
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2460882,358993466.16,3,ARKF|ARKK|ARKW,ARKF=422127;ARKK=1525895;ARKW=512860
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,746480,340514316.80,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=26224;ARKK=353393;ARKQ=155626;ARKW=145911;ARKX=65326
XYZ,NYSE,852234103,BLOCK INC,3621549,301928540.13,3,ARKF|ARKK|ARKW,ARKF=790528;ARKK=1984004;ARKW=847017
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,852719,288952360.34,4,ARKK|ARKQ|ARKW|ARKX,ARKK=322586;ARKQ=259897;ARKW=181598;ARKX=88638
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8327784,245336516.64,2,ARKG|ARKK,ARKG=2427608;ARKK=5900176
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2664853,225339969.68,2,ARKK|ARKW,ARKK=1914713;ARKW=750140
