symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,327.5100,297.3800,498.8300,14.96,-34.34,10.13,327.5100,-0.00,901117236.69,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,146.1500,104.8300,225.6400,34.20,-35.23,39.42,146.1500,0.00,702463544.40,ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,482.9300,149.2200,584.7300,76.63,-17.41,223.64,482.9300,0.00,504706279.56,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,54.6100,40.7700,104.3200,21.78,-47.65,33.95,54.6100,0.00,458808263.23,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,171.0400,106.3700,207.5200,63.93,-17.58,60.80,171.0400,0.00,441107884.00,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,150.4100,94.0000,182.1900,63.96,-17.44,60.01,150.4100,0.00,438888107.45,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,125.2100,23.3000,125.6600,99.56,-0.36,437.38,125.2100,-0.00,404899465.23,ARKG|ARKK,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,53.9900,44.1200,78.4800,28.73,-31.21,22.37,53.9900,0.00,400428010.93,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,71.2800,49.9000,159.4700,19.51,-55.30,42.85,71.2800,0.00,392050193.04,ARKF|ARKK|ARKW,ok
AMZN,AMAZON.COM INC,NASDAQ,267.2800,196.0000,287.2000,78.16,-6.94,36.37,267.2800,-0.00,383430800.48,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,57.7500,11.1600,60.6900,94.06,-4.84,417.47,57.7500,0.00,370684083.00,ARKG|ARKK,ok
