trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-22,2026-07-22,2026-07-23,ARKK,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,2227252,2283829,2207581,76248,3.45,0.991168
2026-07-22,2026-07-22,2026-07-23,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,7377483,11471764,7312326,4159438,56.88,0.991168
2026-07-22,2026-07-22,2026-07-23,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,6188628,9560932,6188628,3372304,54.49,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,302161,3462613,302161,3160452,1045.95,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKQ,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,937786,962670,937786,24884,2.65,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKK,buy,ACHR,ARCHER AVIATION INC-A,03945R102,equity,13772570,14117309,13650933,466376,3.42,0.991168
2026-07-22,2026-07-22,2026-07-23,ARKQ,buy,ACHR,ARCHER AVIATION INC-A,03945R102,equity,9048059,9384690,9048059,336631,3.72,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,252229,2247,0.89,0.991168
2026-07-22,2026-07-22,2026-07-23,ARKX,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,403551,1770013,403551,1366462,338.61,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKX,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,518092,528259,518092,10167,1.96,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKW,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,462587,472659,462587,10072,2.18,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKX,buy,ACHR,ARCHER AVIATION INC-A,03945R102,equity,5180649,5317997,5180649,137348,2.65,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKG,buy,PRME,PRIME MEDICINE INC,74168J101,equity,7372345,7578655,7372345,206310,2.80,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKF,buy,SECZ,SECURITIZE CORP,81517B101,equity,553468,619595,553468,66127,11.95,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKG,buy,CMPS,COMPASS PATHWAYS PLC,20451W101,equity,4324014,4366105,4324014,42091,0.97,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKQ,buy,PONY,PONY AI INC,732908108,equity,2745314,2802478,2745314,57164,2.08,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKQ,buy,WRD,WERIDE INC-ADR,950915108,equity,3614354,3663790,3614354,49436,1.37,1.000000
2026-07-22,2026-07-22,2026-07-23,PRNT,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,153225,340909,153225,187684,122.49,1.000000
2026-07-22,2026-07-22,2026-07-23,IZRL,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,395160,437197,395160,42037,10.64,1.000000
2026-07-22,2026-07-22,2026-07-23,IZRL,buy,SVRE,SAVERONE 2014 LTD -ADR,80516T600,equity,439744,445484,439744,5740,1.31,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKK,buy,,BRERA HOLDINGS PLC-CL B,G13311132,equity,361623,360629,358429,2200,0.61,0.991168
2026-07-22,2026-07-22,2026-07-23,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,427814,3812,0.89,0.991168
2026-07-22,2026-07-22,2026-07-23,ARKK,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,2602756,2493785,2579769,-85984,-3.33,0.991168
2026-07-22,2026-07-22,2026-07-23,ARKQ,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,equity,222511,195733,222511,-26778,-12.03,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKW,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,921493,910137,921493,-11356,-1.23,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKX,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,equity,451341,438057,451341,-13284,-2.94,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKG,sell,CDNA,CAREDX INC,14167L103,equity,1559520,1544858,1559520,-14662,-0.94,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKF,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1893647,1786184,1893647,-107463,-5.67,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,550402,535039,550402,-15363,-2.79,1.000000
2026-07-22,2026-07-22,2026-07-23,ARKX,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,370403,359760,370403,-10643,-2.87,1.000000
2026-07-22,2026-07-22,2026-07-23,IZRL,sell,,ENLIVEX LTD,M4130Y171,equity,29663,20249,29663,-9414,-31.74,1.000000
