cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2797380,863970813.00,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1752619.0,""ARKQ"":581958.0,""ARKW"":387625.0,""ARKX"":75178.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1092973,530518164.47,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":468639.0,""ARKQ"":240145.0,""ARKW"":252080.0,""ARKF"":52407.0,""ARKX"":79702.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4574687,513279881.40,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2519217.0,""ARKQ"":1010976.0,""ARKW"":499324.0,""ARKX"":545170.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3325673,407062375.20,3,ARKF|ARKK|ARKW,"{""ARKK"":2130237.0,""ARKW"":628757.0,""ARKF"":566679.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8575679,379816822.91,2,ARKG|ARKK,"{""ARKK"":6240783.0,""ARKG"":2334896.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7570159,366698501.96,2,ARKG|ARKK,"{""ARKK"":5525565.0,""ARKG"":2044594.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2228943,364610495.94,3,ARKF|ARKK|ARKW,"{""ARKK"":1596040.0,""ARKW"":377991.0,""ARKF"":254912.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7095093,350710446.99,2,ARKG|ARKK,"{""ARKK"":3992492.0,""ARKG"":3102601.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2780245,339912753.70,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1417717.0,""ARKQ"":570189.0,""ARKW"":364318.0,""ARKF"":244250.0,""ARKX"":183771.0}"
023135106,AMZN,AMAZON.COM INC,equity,1384049,325943539.50,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":608374.0,""ARKQ"":259411.0,""ARKW"":263656.0,""ARKF"":113794.0,""ARKX"":138814.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3642682,315456261.20,3,ARKF|ARKK|ARKW,"{""ARKK"":2352640.0,""ARKW"":850210.0,""ARKF"":439832.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4851880,311684771.20,3,ARKF|ARKK|ARKW,"{""ARKK"":3414174.0,""ARKW"":905559.0,""ARKF"":532147.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3342807,305298563.31,2,ARKG|ARKK,"{""ARKK"":2024813.0,""ARKG"":1317994.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,880834,293916689.12,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":334670.0,""ARKQ"":268197.0,""ARKW"":183935.0,""ARKX"":94032.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5229671,254528087.57,3,ARKF|ARKK|ARKW,"{""ARKK"":3763859.0,""ARKW"":1039650.0,""ARKF"":426162.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
67066G104,NVDA,NVIDIA CORP,equity,1203389,234708990.56,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":541632.0,""ARKQ"":301046.0,""ARKW"":140399.0,""ARKF"":90240.0,""ARKX"":130072.0}"
852234103,XYZ,BLOCK INC,equity,2767630,228578561.70,3,ARKF|ARKK|ARKW,"{""ARKK"":1470949.0,""ARKW"":716203.0,""ARKF"":580478.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8432361,223373242.89,2,ARKG|ARKK,"{""ARKK"":6121849.0,""ARKG"":2310512.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4740121,218851386.57,3,ARKK|ARKQ|ARKX,"{""ARKK"":1399167.0,""ARKQ"":2313570.0,""ARKX"":1027384.0}"
880770102,TER,TERADYNE INC,equity,565215,206580430.35,3,ARKK|ARKQ|ARKX,"{""ARKK"":146979.0,""ARKQ"":335345.0,""ARKX"":82891.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,450324,181620172.44,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":156138.0,""ARKQ"":166033.0,""ARKW"":93738.0,""ARKX"":34415.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2275731,168176520.90,2,ARKK|ARKW,"{""ARKK"":1645991.0,""ARKW"":629740.0}"
244199105,DE,DEERE & CO,equity,266238,159601693.86,3,ARKK|ARKQ|ARKX,"{""ARKK"":91693.0,""ARKQ"":104270.0,""ARKX"":70275.0}"
452327109,ILMN,ILLUMINA INC,equity,757795,155416176.55,2,ARKG|ARKK,"{""ARKK"":397104.0,""ARKG"":360691.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,283504,152817161.12,3,ARKF|ARKK|ARKW,"{""ARKK"":156911.0,""ARKW"":81890.0,""ARKF"":44703.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12789505,141835610.45,2,ARKG|ARKK,"{""ARKK"":10115835.0,""ARKG"":2673670.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7673795,138742213.60,3,ARKF|ARKK|ARKW,"{""ARKK"":5408633.0,""ARKW"":1520296.0,""ARKF"":744866.0}"
11135F101,AVGO,BROADCOM INC,equity,355348,137818168.32,3,ARKK|ARKQ|ARKW,"{""ARKK"":178907.0,""ARKQ"":82200.0,""ARKW"":94241.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28540812,135283448.88,3,ARKK|ARKQ|ARKX,"{""ARKK"":14153273.0,""ARKQ"":9213546.0,""ARKX"":5173993.0}"
632307104,NTRA,NATERA INC,equity,499705,134750450.30,2,ARKG|ARKK,"{""ARKK"":258966.0,""ARKG"":240739.0}"
G16910120,BLSH,BULLISH,equity,5956862,134565512.58,3,ARKF|ARKK|ARKW,"{""ARKK"":4208024.0,""ARKW"":992427.0,""ARKF"":756411.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,648834,131758720.38,2,ARKK|ARKW,"{""ARKK"":504239.0,""ARKW"":144595.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,436220,118608218.00,3,ARKQ|ARKX|PRNT,"{""ARKQ"":223224.0,""ARKX"":209174.0,""PRNT"":3822.0}"
98386P102,XE,X-ENERGY INC,equity,6784766,115680260.30,3,ARKK|ARKQ|ARKX,"{""ARKK"":4627611.0,""ARKQ"":1531027.0,""ARKX"":626128.0}"
92337F107,VCYT,VERACYTE INC,equity,1891471,113072136.38,2,ARKG|ARKK,"{""ARKK"":1033231.0,""ARKG"":858240.0}"
532457108,LLY,ELI LILLY & CO,equity,92272,106571391.84,2,ARKG|ARKK,"{""ARKK"":28614.0,""ARKG"":63658.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,34070822,103575298.88,2,ARKG|ARKK,"{""ARKK"":20398115.0,""ARKG"":13672707.0}"
773121108,RKLB UQ,ROCKET LAB,equity,1522452,98472195.36,2,ARKQ|ARKX,"{""ARKQ"":960577.0,""ARKX"":561875.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1330838,91774588.48,2,ARKG|ARKK,"{""ARKK"":882767.0,""ARKG"":448071.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,549249,90950141.91,3,ARKK|ARKQ|ARKX,"{""ARKK"":292115.0,""ARKQ"":183015.0,""ARKX"":74119.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,572919,83972737.83,2,ARKQ|ARKX,"{""ARKQ"":339243.0,""ARKX"":233676.0}"
71535D106,PSNL,PERSONALIS INC,equity,6750500,82896140.00,1,ARKG,"{""ARKG"":6750500.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,81096803.97,1,ARKW,"{""ARKW"":3775474.0}"
00091E109,ABSI,ABSCI CORP,equity,10313389,78794291.96,1,ARKG,"{""ARKG"":10313389.0}"
25809K105,DASH,DOORDASH INC - A,equity,365359,72169363.27,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":143833.0,""ARKW"":94275.0,""ARKF"":57281.0,""ARKX"":69970.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,457013,69625930.55,1,ARKG,"{""ARKG"":457013.0}"
896239100,TRMB,TRIMBLE INC,equity,1144657,65314128.42,2,ARKQ|ARKX,"{""ARKQ"":689865.0,""ARKX"":454792.0}"
833445109,SNOW,SNOWFLAKE INC,equity,212835,63446113.50,2,ARKK|ARKW,"{""ARKK"":141918.0,""ARKW"":70917.0}"
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,333831,61832177.82,2,ARKF|ARKW,"{""ARKW"":247340.0,""ARKF"":86491.0}"
888787108,TOST,TOAST INC-CLASS A,equity,1846715,60664587.75,2,ARKF|ARKW,"{""ARKW"":717711.0,""ARKF"":1129004.0}"
14167L103,CDNA,CAREDX INC,equity,1535373,58497711.30,1,ARKG,"{""ARKG"":1535373.0}"
83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,3400033,55998543.51,2,ARKF|ARKK,"{""ARKK"":2246679.0,""ARKF"":1153354.0}"
20451W101,CMPS,COMPASS PATHWAYS PLC,equity,4474937,51775021.09,1,ARKG,"{""ARKG"":4474937.0}"
157085101,CERS,CERUS CORP,equity,15583896,45037459.44,2,ARKG|ARKK,"{""ARKK"":8342870.0,""ARKG"":7241026.0}"
MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992,45035000.19,1,ARKF,"{""ARKF"":2096992.0}"
00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES,equity,1779154,43019943.72,1,ARKG,"{""ARKG"":1779154.0}"
46125A100,LUNR,INTUITIVE MACHINES INC,equity,3481144,42644014.00,2,ARKQ|ARKX,"{""ARKQ"":2406602.0,""ARKX"":1074542.0}"
23804L103,DDOG,DATADOG INC - CLASS A,equity,158016,42436776.96,1,ARKW,"{""ARKW"":158016.0}"
58733R102,MELI,MERCADOLIBRE INC,equity,21900,41297487.00,2,ARKF|ARKW,"{""ARKW"":8724.0,""ARKF"":13176.0}"
G65163100,JOBY,JOBY AVIATION INC,equity,5687507,41177550.68,2,ARKQ|ARKX,"{""ARKQ"":3350290.0,""ARKX"":2337217.0}"
M3760D101,ESLT,ELBIT SYSTEMS LTD,equity,51093,40157054.28,2,ARKQ|ARKX,"{""ARKQ"":35157.0,""ARKX"":15936.0}"
67080M103,NRIX,NURIX THERAPEUTICS INC,equity,1686222,39761114.76,1,ARKG,"{""ARKG"":1686222.0}"
124155102,BFLY,BUTTERFLY NETWORK INC,equity,4782631,39074095.27,1,ARKG,"{""ARKG"":4782631.0}"
500458401,KMTUY,KOMATSU LTD -SPONS ADR,equity,835419,37462276.51,1,ARKQ,"{""ARKQ"":835419.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,131870,37370639.30,1,ARKW,"{""ARKW"":131870.0}"
02079K305,GOOGL,ALPHABET INC-CL A,equity,110867,36991883.22,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":76317.0,""ARKQ"":15831.0,""ARKW"":12301.0,""ARKX"":6418.0}"
69404D108,PACB,PACIFIC BIOSCIENCES OF CALIF,equity,23557141,34864568.68,2,ARKG|ARKK,"{""ARKK"":12900534.0,""ARKG"":10656607.0}"
149123101,CAT,CATERPILLAR INC,equity,40904,33097062.56,1,ARKQ,"{""ARKQ"":40904.0}"
L8681T102,SPOT,SPOTIFY TECHNOLOGY SA,equity,63193,33025293.73,2,ARKF|ARKW,"{""ARKW"":37909.0,""ARKF"":25284.0}"
