symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,311.2100,297.3800,498.8300,6.87,-37.61,4.65,308.8500,0.76,863970813.00,ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,476.1500,149.2200,584.7300,75.07,-18.57,219.09,485.3900,-1.90,530518164.47,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,108.3700,107.0100,225.6400,1.15,-51.97,1.27,112.2000,-3.41,513279881.40,ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,117.1500,94.0000,182.1900,26.25,-35.70,24.63,122.4000,-4.29,407062375.20,ARKF|ARKK|ARKW,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,43.8700,40.7700,104.3200,4.88,-57.95,7.60,44.2900,-0.95,379816822.91,ARKG|ARKK,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,47.9900,44.1200,78.4800,11.26,-38.85,8.77,48.4400,-0.93,366698501.96,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,146.2600,139.1100,402.1600,2.72,-63.63,5.14,163.5800,-10.59,364610495.94,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,47.2700,11.1600,50.3400,92.16,-6.10,323.57,49.4300,-4.37,350710446.99,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,123.0600,106.3700,207.5200,16.50,-40.70,15.69,122.2600,0.65,339912753.70,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMZN,AMAZON.COM INC,NASDAQ,271.5800,196.0000,278.5600,91.55,-2.51,38.56,235.5000,15.32,325943539.50,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,86.5600,63.5150,153.8600,25.51,-43.74,36.28,86.6000,-0.05,315456261.20,ARKF|ARKK|ARKW,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,62.6100,49.9000,189.9200,9.08,-67.03,25.47,64.2400,-2.54,311684771.20,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,91.5500,23.3000,105.4700,83.06,-13.20,292.92,91.3300,0.24,305298563.31,ARKG|ARKK,ok
GOOG,ALPHABET INC-CL C,NASDAQ,356.6500,188.7000,404.4700,77.84,-11.82,89.00,333.6800,6.88,293916689.12,ARKK|ARKQ|ARKW|ARKX,ok
RBLX,ROBLOX CORP -CLASS A,NYSE,35.6000,33.8800,142.0000,1.59,-74.93,5.08,48.6700,-26.85,254528087.57,ARKF|ARKK|ARKW,ok
NVDA,NVIDIA CORP,NASDAQ,200.7500,164.0700,236.5400,50.61,-15.13,22.36,195.0400,2.93,234708990.56,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
XYZ,BLOCK INC,NYSE,81.2400,48.2100,84.0800,92.08,-3.38,68.51,82.5900,-1.63,228578561.70,ARKF|ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,25.5200,15.6000,38.2600,43.78,-33.30,63.59,26.4900,-3.66,223373242.89,ARKG|ARKK,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,46.6000,43.0900,134.0000,3.86,-65.22,8.15,46.1700,0.93,218851386.57,ARKK|ARKQ|ARKX,ok
TER,TERADYNE INC,NASDAQ,367.6900,102.4200,487.9100,68.81,-24.64,259.00,365.4900,0.60,206580430.35,ARKK|ARKQ|ARKX,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,404.2500,223.7000,479.0000,70.72,-15.61,80.71,403.3100,0.23,181620172.44,ARKK|ARKQ|ARKW|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,71.7700,60.5500,153.2000,12.11,-53.15,18.53,73.9000,-2.88,168176520.90,ARKK|ARKW,ok
DE,DEERE & CO,NYSE,592.6700,433.0000,674.1900,66.20,-12.09,36.88,599.4700,-1.13,159601693.86,ARKK|ARKQ|ARKX,ok
ILMN,ILLUMINA INC,NASDAQ,205.1000,88.0000,205.9300,99.30,-0.40,133.07,205.0900,0.00,155416176.55,ARKG|ARKK,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,556.7100,520.2600,796.2500,13.21,-30.08,7.01,539.0300,3.28,152817161.12,ARKF|ARKK|ARKW,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,10.6800,7.9500,28.2500,13.45,-62.19,34.34,11.0900,-3.70,141835610.45,ARKG|ARKK,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,17.2800,12.8000,71.7400,7.60,-75.91,35.00,18.0800,-4.42,138742213.60,ARKF|ARKK|ARKW,ok
AVGO,BROADCOM INC,NASDAQ,389.2800,281.6100,495.0000,50.46,-21.36,38.23,387.8400,0.37,137818168.32,ARKK|ARKQ|ARKW,ok
ACHR,ARCHER AVIATION INC-A,NYSE,4.6400,4.3000,14.6200,3.29,-68.26,7.91,4.7400,-2.11,135283448.88,ARKK|ARKQ|ARKX,ok
NTRA,NATERA INC,NASDAQ,267.7600,131.8110,288.0400,87.02,-7.04,103.14,269.6600,-0.70,134750450.30,ARKG|ARKK,ok
BLSH,BULLISH,NYSE,21.7900,20.5500,118.0000,1.27,-81.53,6.03,22.5900,-3.54,134565512.58,ARKF|ARKK|ARKW,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,198.7100,160.8100,386.3400,16.80,-48.57,23.57,203.0700,-2.15,131758720.38,ARKK|ARKW,ok
LHX,L3HARRIS TECHNOLOGIES INC,NYSE,277.0600,262.6800,379.2300,12.34,-26.94,5.47,271.9000,1.90,118608218.00,ARKQ|ARKX|PRNT,ok
XE,X-ENERGY INC,NASDAQ,16.3100,13.2900,37.1000,12.68,-56.04,22.72,17.0500,-4.34,115680260.30,ARKK|ARKQ|ARKX,ok
VCYT,VERACYTE INC,NASDAQ,46.3200,22.9200,60.9100,61.60,-23.95,102.09,59.7800,-22.52,113072136.38,ARKG|ARKK,ok
LLY,ELI LILLY & CO,NYSE,1148.8400,623.7800,1249.4500,83.92,-8.05,84.17,1154.9700,-0.53,106571391.84,ARKG|ARKK,ok
RXRX,RECURSION PHARMACEUTICALS-A,NASDAQ,3.0000,2.7700,7.1800,5.22,-58.22,8.30,3.0400,-1.32,103575298.88,ARKG|ARKK,ok
RKLB,ROCKET LAB,NASDAQ,64.9500,37.5700,151.0000,24.14,-56.99,72.88,64.6800,0.42,98472195.36,ARKQ|ARKX,ok
WGS,GENEDX HOLDINGS CORP,NASDAQ,65.1100,32.2100,170.8700,23.73,-61.90,102.14,68.9600,-5.58,91774588.48,ARKG|ARKK,ok
BWXT,BWX TECHNOLOGIES INC,NYSE,168.7000,143.0700,241.8200,25.95,-30.24,17.91,165.5900,1.88,90950141.91,ARKK|ARKQ|ARKX,ok
AVAV,AEROVIRONMENT INC,NASDAQ,149.3700,135.2000,417.8600,5.01,-64.25,10.48,146.5700,1.91,83972737.83,ARKQ|ARKX,ok
PSNL,PERSONALIS INC,NASDAQ,12.6600,3.8400,16.3900,70.28,-22.76,229.69,12.2800,3.09,82896140.00,ARKG,ok
ABSI,ABSCI CORP,NASDAQ,7.7800,2.2400,12.0550,56.44,-35.46,247.32,7.6400,1.83,78794291.96,ARKG,ok
DASH,DOORDASH INC - A,NASDAQ,196.1600,143.3000,285.5000,37.17,-31.29,36.89,197.5300,-0.69,72169363.27,ARKF|ARKQ|ARKW|ARKX,ok
GH,GUARDANT HEALTH INC,NASDAQ,161.9900,40.3500,176.5800,89.29,-8.26,301.46,152.3500,6.33,69625930.55,ARKG,ok
TRMB,TRIMBLE INC,NASDAQ,56.5800,47.9200,87.5000,21.88,-35.34,18.07,57.0600,-0.84,65314128.42,ARKQ|ARKX,ok
SNOW,SNOWFLAKE INC,NYSE,293.2800,118.3000,304.1700,94.14,-3.58,147.91,298.1000,-1.62,63446113.50,ARKK|ARKW,ok
CRWD,CROWDSTRIKE HOLDINGS INC - A,NASDAQ,190.8600,85.6800,217.5000,79.79,-12.25,122.76,185.2200,3.05,61832177.82,ARKF|ARKW,ok
TOST,TOAST INC-CLASS A,NYSE,32.2700,22.2600,49.6600,36.53,-35.02,44.97,32.8500,-1.77,60664587.75,ARKF|ARKW,ok
CDNA,CAREDX INC,NASDAQ,43.7100,11.2590,45.0000,96.18,-2.87,288.22,38.1000,14.72,58497711.30,ARKG,ok
SOFI,SOFI TECHNOLOGIES INC,NASDAQ,16.3100,14.8800,32.7300,8.01,-50.17,9.61,16.4700,-0.97,55998543.51,ARKF|ARKK,ok
CMPS,COMPASS PATHWAYS PLC,NASDAQ,11.3500,3.9700,15.4000,64.57,-26.30,185.89,11.5700,-1.90,51775021.09,ARKG,ok
CERS,CERUS CORP,NASDAQ,2.1500,1.1500,3.4700,43.10,-38.04,86.96,2.8900,-25.61,45037459.44,ARKG|ARKK,ok
ADPT,ADAPTIVE BIOTECHNOLOGIES,NASDAQ,22.5700,10.0200,24.5680,86.27,-8.13,125.25,24.1800,-6.66,43019943.72,ARKG,ok
