symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2642674,1109315264.98,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1668340;ARKQ=552156;ARKW=353694;ARKX=68484
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1246013,687861476.65,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53721;ARKK=550138;ARKQ=277328;ARKW=269085;ARKX=95741
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3327486,533795304.12,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1732078;ARKQ=779274;ARKW=328772;ARKX=487362
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8598921,521954504.70,2,ARKG|ARKK,ARKG=2243879;ARKK=6355042
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4366216,513248690.80,3,ARKF|ARKK|ARKW,ARKF=450884;ARKK=2957858;ARKW=957474
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7938052,491286038.28,2,ARKG|ARKK,ARKG=2047121;ARKK=5890931
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3673414,441323957.96,3,ARKF|ARKK|ARKW,ARKF=607914;ARKK=2416996;ARKW=648504
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3830830,382814841.90,2,ARKG|ARKK,ARKG=1437775;ARKK=2393055
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2865513,379795093.02,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=250388;ARKK=1472617;ARKQ=586074;ARKW=356603;ARKX=199831
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2220284,374939359.08,3,ARKF|ARKK|ARKW,ARKF=254104;ARKK=1609000;ARKW=357180
AMZN,NASDAQ,023135106,AMAZON.COM INC,1439674,351510803.84,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=116647;ARKK=647404;ARKQ=266638;ARKW=258071;ARKX=150914
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8262301,330492040.00,2,ARKG|ARKK,ARKG=3106436;ARKK=5155865
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,905525,330426072.50,4,ARKK|ARKQ|ARKW|ARKX,ARKK=347602;ARKQ=275667;ARKW=180040;ARKX=102216
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5460416,311407524.48,3,ARKF|ARKK|ARKW,ARKF=436872;ARKK=4005919;ARKW=1017625
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4413694,303000093.10,3,ARKF|ARKK|ARKW,ARKF=497583;ARKK=3135869;ARKW=780242
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8511723,300634056.36,2,ARKG|ARKK,ARKG=2152645;ARKK=6359078
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,14169003,252775013.52,2,ARKG|ARKK,ARKG=2932577;ARKK=11236426
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4388764,234974424.56,3,ARKK|ARKQ|ARKX,ARKK=1270578;ARKQ=2089940;ARKX=1028246
DE,NYSE,244199105,DEERE & CO,358806,227927923.44,3,ARKK|ARKQ|ARKX,ARKK=120602;ARKQ=148737;ARKX=89467
NVDA,NASDAQ,67066G104,NVIDIA CORP,1161890,227207589.50,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=86893;ARKK=518330;ARKQ=295627;ARKW=125745;ARKX=135295
TER,NASDAQ,880770102,TERADYNE INC,589719,223810154.88,3,ARKK|ARKQ|ARKX,ARKK=152652;ARKQ=344687;ARKX=92380
XYZ,NYSE,852234103,BLOCK INC,2778431,219273774.52,3,ARKF|ARKK|ARKW,ARKF=570820;ARKK=1571010;ARKW=636601
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,423004,191108977.16,4,ARKK|ARKQ|ARKW|ARKX,ARKK=139859;ARKQ=163362;ARKW=85672;ARKX=34111
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2175281,188074795.26,2,ARKK|ARKW,ARKK=1592407;ARKW=582874
ILMN,NASDAQ,452327109,ILLUMINA INC,915506,177910280.98,2,ARKG|ARKK,ARKG=384760;ARKK=530746
NTRA,NASDAQ,632307104,NATERA INC,617268,175180658.40,2,ARKG|ARKK,ARKG=257318;ARKK=359950
BLSH,NYSE,G16910120,BULLISH,6217254,165192438.78,3,ARKF|ARKK|ARKW,ARKF=775419;ARKK=4470433;ARKW=971402
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,28702630,154133123.10,3,ARKK|ARKQ|ARKX,ARKK=14150203;ARKQ=9089013;ARKX=5463414
RKLB,NASDAQ,773121108,ROCKET LAB,1534235,142821936.15,2,ARKQ|ARKX,ARKQ=942940;ARKX=591295
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,34455663,136444425.48,2,ARKG|ARKK,ARKG=13508087;ARKK=20947576
AVGO,NASDAQ,11135F101,BROADCOM INC,362532,135550714.80,3,ARKK|ARKQ|ARKW,ARKK=185800;ARKQ=84486;ARKW=92246
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,665294,127743100.94,2,ARKK|ARKW,ARKK=523759;ARKW=141535
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,420318,126629203.86,3,ARKQ|ARKX|PRNT,ARKQ=208257;ARKX=208913;PRNT=3148
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,8007042,124509503.10,3,ARKF|ARKK|ARKW,ARKF=763586;ARKK=5755365;ARKW=1488091
VCYT,NASDAQ,92337F107,VERACYTE INC,2034624,117998018.88,2,ARKG|ARKK,ARKG=939772;ARKK=1094852
