symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,370.3500,297.3800,498.8300,36.22,-25.76,24.54,368.1600,0.59,1006073040.96,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,146.2500,104.8300,225.6400,34.29,-35.18,39.51,153.4700,-4.70,762469040.12,ARKK|ARKQ|ARKW|ARKX,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,94.4700,49.9000,159.4700,40.68,-40.76,89.32,96.1800,-1.78,529863410.58,ARKF|ARKK|ARKW,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,62.6150,40.7700,104.3200,34.37,-39.98,53.58,64.2900,-2.61,499177776.30,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,116.4850,63.5150,153.8600,58.63,-24.29,83.40,117.3400,-0.73,423464688.46,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,53.4500,44.1200,78.4800,27.15,-31.89,21.15,54.7800,-2.43,418626733.14,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,177.9180,139.1100,402.1600,14.75,-55.76,27.90,178.9400,-0.57,411754897.32,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,66.6500,11.1600,67.0000,99.37,-0.52,497.22,65.6000,1.60,396066166.40,ARKG|ARKK,ok
NVDA,NVIDIA CORP,NASDAQ,224.3230,164.2700,236.5400,83.10,-5.16,36.56,225.7300,-0.62,387335750.25,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,123.7000,23.3000,155.4400,75.98,-20.42,430.90,128.0600,-3.40,372407572.26,ARKG|ARKK,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,525.1550,149.8500,584.7300,86.30,-10.19,250.45,505.7400,3.84,370349356.08,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
