symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2540015,952810426.80,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1586449;ARKQ=557145;ARKW=337596;ARKX=58825
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1261490,671831729.30,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=54451;ARKK=561216;ARKQ=279833;ARKW=270249;ARKX=95741
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3270715,500419395.00,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1691702;ARKQ=777607;ARKW=323448;ARKX=477958
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8508815,466878679.05,2,ARKG|ARKK,ARKG=2204291;ARKK=6304524
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7868470,424740010.60,2,ARKG|ARKK,ARKG=2024378;ARKK=5844092
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3665287,409119334.94,3,ARKF|ARKK|ARKW,ARKF=616194;ARKK=2397782;ARKW=651311
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4337888,405462391.36,3,ARKF|ARKK|ARKW,ARKF=457024;ARKK=2919246;ARKW=961618
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,4075027,393851359.55,2,ARKG|ARKK,ARKG=1515253;ARKK=2559774
AMZN,NASDAQ,023135106,AMAZON.COM INC,1426033,323723751.33,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=118232;ARKK=628652;ARKQ=269047;ARKW=259188;ARKX=150914
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,906038,310037143.22,4,ARKK|ARKQ|ARKW|ARKX,ARKK=344846;ARKQ=278157;ARKW=180819;ARKX=102216
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8578443,306507768.39,2,ARKG|ARKK,ARKG=3071921;ARKK=5506522
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2781149,298333853.23,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=246812;ARKK=1400392;ARKQ=591369;ARKW=342745;ARKX=199831
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2082581,296809444.12,3,ARKF|ARKK|ARKW,ARKF=248274;ARKK=1496039;ARKW=338268
