symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2717222,1104686604.10,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1720360;ARKQ=567123;ARKW=362880;ARKX=66859
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1246897,681703527.84,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53137;ARKK=541054;ARKQ=284843;ARKW=276069;ARKX=91794
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3631982,552642381.12,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1946984;ARKQ=836475;ARKW=366817;ARKX=481706
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8777717,539829595.50,2,ARKG|ARKK,ARKG=2224489;ARKK=6553228
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4274179,492000744.69,3,ARKF|ARKK|ARKW,ARKF=445972;ARKK=2870733;ARKW=957474
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3759010,462997261.70,3,ARKF|ARKK|ARKW,ARKF=601290;ARKK=2492374;ARKW=665346
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,8104116,456585895.44,2,ARKG|ARKK,ARKG=2029432;ARKK=6074684
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2929083,377968870.32,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=247660;ARKK=1518517;ARKQ=601959;ARKW=365861;ARKX=195086
AMZN,NASDAQ,023135106,AMAZON.COM INC,1468905,362878291.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=115379;ARKK=667549;ARKQ=273865;ARKW=264773;ARKX=147339
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2276976,360764077.44,3,ARKF|ARKK|ARKW,ARKF=251336;ARKK=1659184;ARKW=366456
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8239577,355125768.70,2,ARKG|ARKK,ARKG=3079591;ARKK=5159986
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3772161,353338320.87,2,ARKG|ARKK,ARKG=1355325;ARKK=2416836
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,926063,329900683.12,4,ARKK|ARKQ|ARKW|ARKX,ARKK=358414;ARKQ=283137;ARKW=184714;ARKX=99798
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5607036,316405041.48,3,ARKF|ARKK|ARKW,ARKF=432112;ARKK=4130869;ARKW=1044055
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8691463,311328204.66,2,ARKG|ARKK,ARKG=2134046;ARKK=6557417
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4744199,298931978.99,3,ARKF|ARKK|ARKW,ARKF=509970;ARKK=3393040;ARKW=841189
NVDA,NASDAQ,67066G104,NVIDIA CORP,1185176,240329989.28,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=85949;ARKK=534497;ARKQ=303637;ARKW=129009;ARKX=132084
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,14494135,223789444.40,2,ARKG|ARKK,ARKG=2907237;ARKK=11586898
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4529757,221278629.45,3,ARKK|ARKQ|ARKX,ARKK=1362781;ARKQ=2163157;ARKX=1003819
XYZ,NYSE,852234103,BLOCK INC,2837701,219694811.42,3,ARKF|ARKK|ARKW,ARKF=564600;ARKK=1619970;ARKW=653131
TER,NASDAQ,880770102,TERADYNE INC,601620,218237655.00,3,ARKK|ARKQ|ARKX,ARKK=157395;ARKQ=354029;ARKX=90196
DE,NYSE,244199105,DEERE & CO,364442,216077661.80,3,ARKK|ARKQ|ARKX,ARKK=124325;ARKQ=152769;ARKX=87348
