symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,3564701,1453542479.76,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2192620;ARKQ=848170;ARKW=457802;ARKX=66109
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1587774,885803236.86,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53137;ARKK=676956;ARKQ=420223;ARKW=348237;ARKX=89221
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4788314,695742024.20,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2550200;ARKQ=1272499;ARKW=480627;ARKX=484988
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,10602441,617380139.43,2,ARKG|ARKK,ARKG=2249995;ARKK=8352446
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,4617358,565811049.32,3,ARKF|ARKK|ARKW,ARKF=601290;ARKK=3176688;ARKW=839380
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,9769778,521217656.30,2,ARKG|ARKK,ARKG=2026905;ARKK=7742873
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4274179,478579822.63,3,ARKF|ARKK|ARKW,ARKF=445972;ARKK=2870733;ARKW=957474
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,3737544,473883203.76,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=247660;ARKK=1935217;ARKQ=900244;ARKW=461527;ARKX=192896
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2915829,463820919.03,3,ARKF|ARKK|ARKW,ARKF=258472;ARKK=2178503;ARKW=478854
AMZN,NASDAQ,023135106,AMAZON.COM INC,1855101,455130479.34,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=115379;ARKK=850434;ARKQ=409572;ARKW=334027;ARKX=145689
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,1211671,430179555.13,4,ARKK|ARKQ|ARKW|ARKX,ARKK=456570;ARKQ=423407;ARKW=233012;ARKX=98682
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,9493930,405675628.90,2,ARKG|ARKK,ARKG=3075756;ARKK=6418174
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,4429179,401438638.67,2,ARKG|ARKK,ARKG=1350849;ARKK=3078330
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5895793,389947749.02,3,ARKF|ARKK|ARKW,ARKF=509970;ARKK=4324596;ARKW=1061227
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,7014496,388252353.60,3,ARKF|ARKK|ARKW,ARKF=432112;ARKK=5265219;ARKW=1317165
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,10489413,342794016.84,2,ARKG|ARKK,ARKG=2131389;ARKK=8358024
NVDA,NASDAQ,67066G104,NVIDIA CORP,1514603,319520648.88,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=85949;ARKK=681268;ARKQ=454047;ARKW=162737;ARKX=130602
TER,NASDAQ,880770102,TERADYNE INC,819093,294545842.80,3,ARKK|ARKQ|ARKX,ARKK=200454;ARKQ=529451;ARKX=89188
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,5964554,287431857.26,3,ARKK|ARKQ|ARKX,ARKK=1736885;ARKQ=3235124;ARKX=992545
DE,NYSE,244199105,DEERE & CO,461883,271060657.38,3,ARKK|ARKQ|ARKX,ARKK=151164;ARKQ=225227;ARKX=85492
XYZ,NYSE,852234103,BLOCK INC,3452991,266916204.30,3,ARKF|ARKK|ARKW,ARKF=564600;ARKK=2064450;ARKW=823941
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2890846,256938392.48,2,ARKK|ARKW,ARKK=2136408;ARKW=754438
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,17672251,251211047.97,2,ARKG|ARKK,ARKG=2903617;ARKK=14768634
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,578252,251024975.72,4,ARKK|ARKQ|ARKW|ARKX,ARKK=183549;ARKQ=250938;ARKW=110832;ARKX=32933
AVGO,NASDAQ,11135F101,BROADCOM INC,492958,197168411.26,3,ARKK|ARKQ|ARKW,ARKK=243882;ARKQ=129698;ARKW=119378
BLSH,NYSE,G16910120,BULLISH,7900022,191417533.06,3,ARKF|ARKK|ARKW,ARKF=766971;ARKK=5875709;ARKW=1257342
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,285048,190756972.08,3,ARKF|ARKK|ARKW,ARKF=37931;ARKK=166508;ARKW=80609
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,871390,187418561.20,2,ARKK|ARKW,ARKK=688239;ARKW=183151
ILMN,NASDAQ,452327109,ILLUMINA INC,963731,183301636.20,2,ARKG|ARKK,ARKG=357576;ARKK=606155
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,37833961,178954635.53,3,ARKK|ARKQ|ARKX,ARKK=18598359;ARKQ=13961941;ARKX=5273661
NTRA,NASDAQ,632307104,NATERA INC,649285,175274485.75,2,ARKG|ARKK,ARKG=238660;ARKK=410625
RKLB,NASDAQ,773121108,ROCKET LAB,2019229,163638318.16,2,ARKQ|ARKX,ARKQ=1448460;ARKX=570769
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,10245990,153484930.20,3,ARKF|ARKK|ARKW,ARKF=755266;ARKK=7564645;ARKW=1926079
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,524685,152562657.45,3,ARKQ|ARKX|PRNT,ARKQ=319863;ARKX=201674;PRNT=3148
