symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2679970,954310517.30,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1662466;ARKQ=563948;ARKW=382699;ARKX=70857
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4882037,694372122.51,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2728438;ARKQ=1053214;ARKW=557134;ARKX=543251
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,7742010,482094962.70,2,ARKG|ARKK,ARKG=2539703;ARKK=5202307
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5383935,481754503.80,3,ARKF|ARKK|ARKW,ARKF=593572;ARKK=3814484;ARKW=975879
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7409672,421017563.04,2,ARKG|ARKK,ARKG=2168417;ARKK=5241255
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2248354,397553954.28,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1607895;ARKW=384225
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,2934361,387511713.66,2,ARKG|ARKK,ARKG=1302838;ARKK=1631523
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2145392,385998928.64,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=192421;ARKK=1027533;ARKQ=496166;ARKW=271958;ARKX=157314
NVDA,NASDAQ,67066G104,NVIDIA CORP,1693628,368262472.32,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=111999;ARKK=721706;ARKQ=428976;ARKW=281072;ARKX=149875
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6056705,363281165.90,2,ARKG|ARKK,ARKG=3054623;ARKK=3002082
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3479820,360196168.20,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2231626;ARKW=814502
AMZN,NASDAQ,023135106,AMAZON.COM INC,1403244,357714960.48,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=614416;ARKQ=264140;ARKW=271568;ARKX=135960
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2477202,346362383.64,3,ARKF|ARKK|ARKW,ARKF=422127;ARKK=1537145;ARKW=517930
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,742472,341247555.92,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=26224;ARKK=347825;ARKQ=155626;ARKW=147471;ARKX=65326
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,847631,281438920.93,4,ARKK|ARKQ|ARKW|ARKX,ARKK=317498;ARKQ=259897;ARKW=181598;ARKX=88638
XYZ,NYSE,852234103,BLOCK INC,3590181,279603296.28,3,ARKF|ARKK|ARKW,ARKF=790528;ARKK=1952636;ARKW=847017
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8257296,239626729.92,2,ARKG|ARKK,ARKG=2450456;ARKK=5806840
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4537355,223873095.70,3,ARKK|ARKQ|ARKX,ARKK=1327239;ARKQ=2241950;ARKX=968166
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2634565,215639145.25,2,ARKK|ARKW,ARKK=1884425;ARKW=750140
AVGO,NASDAQ,11135F101,BROADCOM INC,546769,202129563.92,3,ARKK|ARKQ|ARKW,ARKK=302631;ARKQ=121203;ARKW=122935
TER,NASDAQ,880770102,TERADYNE INC,567152,190256809.92,3,ARKK|ARKQ|ARKX,ARKK=164052;ARKQ=324965;ARKX=78135
BLSH,NYSE,G16910120,BULLISH,5598113,185073615.78,3,ARKF|ARKK|ARKW,ARKF=745851;ARKK=3991511;ARKW=860751
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,1061898,183304832.76,2,ARKK|ARKW,ARKK=820931;ARKW=240967
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,434002,179676828.00,4,ARKK|ARKQ|ARKW|ARKX,ARKK=148119;ARKQ=160893;ARKW=92547;ARKX=32443
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,7365756,172137717.72,3,ARKF|ARKK|ARKW,ARKF=734466;ARKK=5130317;ARKW=1500973
RKLB,NASDAQ,773121108,ROCKET LAB,2709947,169480085.38,3,ARKK|ARKQ|ARKX,ARKK=1003452;ARKQ=1095025;ARKX=611470
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,273827,158419872.58,3,ARKF|ARKK|ARKW,ARKF=44083;ARKK=148892;ARKW=80852
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,12374152,156966118.12,2,ARKG|ARKK,ARKG=2789710;ARKK=9584442
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,27229007,151393278.92,3,ARKK|ARKQ|ARKX,ARKK=13425002;ARKQ=8928306;ARKX=4875699
NTRA,NASDAQ,632307104,NATERA INC,461270,147956965.20,2,ARKG|ARKK,ARKG=255292;ARKK=205978
ILMN,NASDAQ,452327109,ILLUMINA INC,712157,147509079.41,2,ARKG|ARKK,ARKG=382496;ARKK=329661
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1473288,124949555.28,2,ARKG|ARKK,ARKG=532733;ARKK=940555
NET,NYSE,18915M107,CLOUDFLARE INC - CLASS A,421596,120369873.96,3,ARKF|ARKK|ARKW,ARKF=30470;ARKK=265997;ARKW=125129
PSNL,NASDAQ,71535D106,PERSONALIS INC,6982485,119121194.10,1,ARKG,ARKG=6982485
