symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2802223,917307699.05,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1763749;ARKQ=578356;ARKW=385983;ARKX=74135
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4574733,573351286.89,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2535217;ARKQ=1004718;ARKW=497209;ARKX=537589
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1060526,549967573.08,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=51677;ARKK=447465;ARKQ=238659;ARKW=244129;ARKX=78596
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2738974,445521510.84,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=233076;ARKK=1395248;ARKQ=566659;ARKW=362775;ARKX=181216
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8595117,404400254.85,2,ARKG|ARKK,ARKG=2314694;ARKK=6280423
AMZN,NASDAQ,023135106,AMAZON.COM INC,1456011,403926571.62,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=651817;ARKQ=270884;ARKW=273898;ARKX=142252
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7587570,402672339.90,2,ARKG|ARKK,ARKG=2026905;ARKK=5560665
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3261059,402088574.70,3,ARKF|ARKK|ARKW,ARKF=552766;ARKK=2095841;ARKW=612452
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2289178,345047799.94,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1645421;ARKW=387523
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3647880,341113258.80,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2367580;ARKW=846608
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3344264,332570333.49,2,ARKG|ARKK,ARKG=1306591;ARKK=2037673
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,879213,330012599.55,4,ARKK|ARKQ|ARKW|ARKX,ARKK=336790;ARKQ=266537;ARKW=183156;ARKX=92730
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6736764,322421525.04,2,ARKG|ARKK,ARKG=3075756;ARKK=3661008
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4995751,315981250.75,3,ARKF|ARKK|ARKW,ARKF=534505;ARKK=3532126;ARKW=929120
