symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,354.8100,297.3800,498.8300,28.51,-28.87,19.31,345.8200,2.60,927355061.84,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,140.8700,104.8300,225.6400,29.83,-37.57,34.38,139.6300,0.89,682012681.64,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,70.6900,40.7700,104.3200,47.08,-32.24,73.39,68.4800,3.23,560652881.92,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,94.2400,49.9000,159.4700,40.47,-40.90,88.86,89.9100,4.82,481282026.21,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,153.1000,23.3000,155.4300,98.24,-1.50,557.08,150.0600,2.03,452909441.34,ARKG|ARKK,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,476.6700,149.2200,584.7300,75.19,-18.48,219.44,480.9300,-0.89,439985543.52,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,59.3700,44.1200,78.4800,44.38,-24.35,34.56,59.2300,0.24,437228456.25,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,190.7200,139.1100,402.1600,19.62,-52.58,37.10,181.7800,4.92,409005545.34,ARKF|ARKK|ARKW,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,185.9300,106.3700,207.5200,78.66,-10.40,74.80,177.5000,4.75,405746362.50,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,154.3300,94.0000,182.1900,68.41,-15.29,64.18,150.2900,2.69,391294142.26,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,64.8500,11.1600,66.9400,96.25,-3.12,481.09,64.2600,0.92,389865934.08,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,109.7600,63.5150,153.8600,51.19,-28.66,72.81,108.5400,1.12,378079010.10,ARKF|ARKK|ARKW,ok
AMZN,AMAZON.COM INC,NASDAQ,256.2600,196.0000,287.2000,66.07,-10.77,30.74,260.2800,-1.54,365539574.52,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
NVDA,NVIDIA CORP,NASDAQ,227.9800,164.0700,236.5400,88.19,-3.62,38.95,209.6600,8.74,304399693.18,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
GOOG,ALPHABET INC-CL C,NASDAQ,337.7100,206.9600,404.4700,66.20,-16.51,63.18,339.1000,-0.41,287695831.00,ARKK|ARKQ|ARKW|ARKX,ok
