trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-09-11,2026-09-11,2026-09-15,IZRL,new,TEVJF,TEVA PHARMACEUTICAL IND LTD,M8769Q102,equity,0,68295,0,68295,,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,4205071,19603392,4180531,15422861,368.92,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKG,buy,IONS,IONIS PHARMACEUTICALS INC,462222100,equity,581156,747018,580432,166586,28.70,0.998755
2026-09-11,2026-09-11,2026-09-15,ARKW,buy,META,META PLATFORMS INC-CLASS A,30303M102,equity,85639,96636,85639,10997,12.84,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKG,buy,GH,GUARDANT HEALTH INC,40131M109,equity,507266,546193,506634,39559,7.81,0.998755
2026-09-11,2026-09-11,2026-09-15,ARKX,buy,AVAV,AEROVIRONMENT INC,008073108,equity,220220,235909,220220,15689,7.12,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKQ,buy,AVAV,AEROVIRONMENT INC,008073108,equity,328743,342070,328743,13327,4.05,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,252991,1485,0.59,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKW,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1602499,1761901,1602499,159402,9.95,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1233480,1294032,1233480,60552,4.91,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKX,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,768906,789741,768906,20835,2.71,1.000000
2026-09-11,2026-09-11,2026-09-15,IZRL,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2549053,2562629,2549053,13576,0.53,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,429107,2519,0.59,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKW,sell,,ARK BITCOIN ETF HOLDCO (ARKW),MM0051EWE,bitcoin_holdco,3775474,2712654,3775474,-1062820,-28.15,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKG,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,2814382,2539630,2810877,-271247,-9.65,0.998755
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,GOOG,ALPHABET INC-CL C,02079K107,equity,327886,287705,325973,-38268,-11.74,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKF,sell,,ARK BITCOIN ETF HOLDCO (ARKF),MM005473T,bitcoin_holdco,2096992,1630859,2096992,-466133,-22.23,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,3939630,3803275,3916639,-113364,-2.89,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,1659401,1588624,1649717,-61093,-3.70,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,3100572,2970529,3082478,-111949,-3.63,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,TEM,TEMPUS AI INC-CL A,88023B103,equity,5261170,5108857,5230467,-121610,-2.33,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,equity,1660619,1614307,1650928,-36621,-2.22,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,SHOP,SHOPIFY INC - CLASS A,82509L107,equity,1551020,1492131,1541969,-49838,-3.23,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,equity,1022850,982335,1016881,-34546,-3.40,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,339702,326527,337720,-11193,-3.31,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,CRWV,COREWEAVE INC-CL A,21873S108,equity,1946263,1869982,1934905,-64923,-3.36,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,BLSH,BULLISH,G16910120,equity,4122488,3959092,4098430,-139338,-3.40,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,AMZN,AMAZON.COM INC,023135106,equity,634555,610856,630852,-19996,-3.17,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKW,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,145911,136636,145911,-9275,-6.36,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,BMNR,BITMINE IMMERSION TECHNOLOGI,09175A206,equity,5298681,5113876,5267759,-153883,-2.92,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKQ,sell,TDY,TELEDYNE TECHNOLOGIES INC,879360105,equity,5494,313,5494,-5181,-94.30,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKW,sell,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,975879,946898,975879,-28981,-2.97,1.000000
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,WGS,GENEDX HOLDINGS CORP,81663L200,equity,971376,935508,965707,-30199,-3.13,0.994164
2026-09-11,2026-09-11,2026-09-15,ARKK,sell,NTRA,NATERA INC,632307104,equity,212691,203653,211450,-7797,-3.69,0.994164
