cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2717222,1104686604.10,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1720360.0,""ARKQ"":567123.0,""ARKW"":362880.0,""ARKX"":66859.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1246897,681703527.84,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":541054.0,""ARKQ"":284843.0,""ARKW"":276069.0,""ARKF"":53137.0,""ARKX"":91794.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3631982,552642381.12,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1946984.0,""ARKQ"":836475.0,""ARKW"":366817.0,""ARKX"":481706.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8777717,539829595.50,2,ARKG|ARKK,"{""ARKK"":6553228.0,""ARKG"":2224489.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4274179,492000744.69,3,ARKF|ARKK|ARKW,"{""ARKK"":2870733.0,""ARKW"":957474.0,""ARKF"":445972.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3759010,462997261.70,3,ARKF|ARKK|ARKW,"{""ARKK"":2492374.0,""ARKW"":665346.0,""ARKF"":601290.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,8104116,456585895.44,2,ARKG|ARKK,"{""ARKK"":6074684.0,""ARKG"":2029432.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2929083,377968870.32,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1518517.0,""ARKQ"":601959.0,""ARKW"":365861.0,""ARKF"":247660.0,""ARKX"":195086.0}"
023135106,AMZN,AMAZON.COM INC,equity,1468905,362878291.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":667549.0,""ARKQ"":273865.0,""ARKW"":264773.0,""ARKF"":115379.0,""ARKX"":147339.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2276976,360764077.44,3,ARKF|ARKK|ARKW,"{""ARKK"":1659184.0,""ARKW"":366456.0,""ARKF"":251336.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,8239577,355125768.70,2,ARKG|ARKK,"{""ARKK"":5159986.0,""ARKG"":3079591.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3772161,353338320.87,2,ARKG|ARKK,"{""ARKK"":2416836.0,""ARKG"":1355325.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,926063,329900683.12,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":358414.0,""ARKQ"":283137.0,""ARKW"":184714.0,""ARKX"":99798.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5607036,316405041.48,3,ARKF|ARKK|ARKW,"{""ARKK"":4130869.0,""ARKW"":1044055.0,""ARKF"":432112.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8691463,311328204.66,2,ARKG|ARKK,"{""ARKK"":6557417.0,""ARKG"":2134046.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4744199,298931978.99,3,ARKF|ARKK|ARKW,"{""ARKK"":3393040.0,""ARKW"":841189.0,""ARKF"":509970.0}"
67066G104,NVDA,NVIDIA CORP,equity,1185176,240329989.28,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":534497.0,""ARKQ"":303637.0,""ARKW"":129009.0,""ARKF"":85949.0,""ARKX"":132084.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,14494135,223789444.40,2,ARKG|ARKK,"{""ARKK"":11586898.0,""ARKG"":2907237.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4529757,221278629.45,3,ARKK|ARKQ|ARKX,"{""ARKK"":1362781.0,""ARKQ"":2163157.0,""ARKX"":1003819.0}"
852234103,XYZ,BLOCK INC,equity,2837701,219694811.42,3,ARKF|ARKK|ARKW,"{""ARKK"":1619970.0,""ARKW"":653131.0,""ARKF"":564600.0}"
880770102,TER,TERADYNE INC,equity,601620,218237655.00,3,ARKK|ARKQ|ARKX,"{""ARKK"":157395.0,""ARKQ"":354029.0,""ARKX"":90196.0}"
244199105,DE,DEERE & CO,equity,364442,216077661.80,3,ARKK|ARKQ|ARKX,"{""ARKK"":124325.0,""ARKQ"":152769.0,""ARKX"":87348.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2274198,203995560.60,2,ARKK|ARKW,"{""ARKK"":1676186.0,""ARKW"":598012.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,433181,189282769.76,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":144194.0,""ARKQ"":167790.0,""ARKW"":87892.0,""ARKX"":33305.0}"
452327109,ILMN,ILLUMINA INC,equity,833610,161520273.60,2,ARKG|ARKK,"{""ARKK"":475589.0,""ARKG"":358021.0}"
632307104,NTRA,NATERA INC,equity,561149,158159845.65,2,ARKG|ARKK,"{""ARKK"":322192.0,""ARKG"":238957.0}"
