symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,362.1000,297.3800,498.8300,32.13,-27.41,21.76,356.5800,1.55,974654020.62,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,151.1200,104.8300,225.6400,38.32,-33.03,44.16,143.4900,5.32,713006688.66,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,69.5700,40.7700,104.3200,45.32,-33.31,70.64,68.8500,1.05,517153005.00,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,81.4880,49.9000,159.4700,28.83,-48.90,63.30,86.3000,-5.58,462936587.30,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,74.9000,11.1600,77.8300,95.61,-3.76,571.15,74.3900,0.69,411563270.12,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,104.6300,63.5150,153.8600,45.51,-32.00,64.73,110.4500,-5.27,397923627.05,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,52.7650,44.1200,78.4800,25.16,-32.77,19.59,51.8300,1.80,393538659.42,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,164.7000,139.1100,402.1600,9.73,-59.05,18.40,172.1100,-4.31,389541554.19,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,144.2900,23.3000,155.4400,91.56,-7.17,519.27,138.1000,4.48,385961051.40,ARKG|ARKK,ok
NVDA,NVIDIA CORP,NASDAQ,215.6350,164.2700,236.5400,71.07,-8.84,31.27,212.1700,1.63,364460321.75,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,171.7410,106.3700,207.5200,64.63,-17.24,61.46,172.5600,-0.47,363364423.68,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,524.4450,149.8500,584.7300,86.14,-10.31,249.98,504.2000,4.02,359278298.20,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMZN,AMAZON.COM INC,NASDAQ,247.8200,196.0000,287.2000,56.82,-13.71,26.44,248.4200,-0.24,348782673.68,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,131.9000,94.0000,182.1900,42.98,-27.60,40.32,129.8600,1.57,316388956.10,ARKF|ARKK|ARKW,ok
XYZ,BLOCK INC,NYSE,77.7700,48.2100,86.9200,76.36,-10.53,61.32,78.3100,-0.69,286322190.46,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,342.3300,236.6850,404.4700,62.96,-15.36,44.64,341.4300,0.26,280085613.33,ARKK|ARKQ|ARKW|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,676.2350,520.2600,790.8000,57.65,-14.49,29.98,670.2400,0.89,223289115.52,ARKF|ARKK|ARKW,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,47.0400,43.0900,134.0000,4.34,-64.90,9.17,47.6200,-1.22,218198173.40,ARKK|ARKQ|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,83.8900,60.5500,153.2000,25.19,-45.24,38.55,80.9200,3.67,213034442.60,ARKK|ARKW,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,188.8000,160.8100,386.3400,12.41,-51.13,17.41,184.0300,2.59,206324866.44,ARKK|ARKW,ok
