cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,3191785,1206303222.90,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2164429.0,""ARKQ"":563948.0,""ARKW"":392551.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,5720360,846784890.80,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":3552415.0,""ARKQ"":1053214.0,""ARKW"":571480.0,""ARKX"":543251.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8794379,723249728.96,2,ARKG|ARKK,"{""ARKK"":6387876.0,""ARKG"":2406503.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,6407575,595904475.00,3,ARKF|ARKK|ARKW,"{""ARKK"":4822555.0,""ARKW"":971276.0,""ARKF"":613744.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3191323,587299171.69,2,ARKG|ARKK,"{""ARKK"":2014420.0,""ARKG"":1176903.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2706143,539090747.03,3,ARKF|ARKK|ARKW,"{""ARKK"":2047090.0,""ARKW"":394119.0,""ARKF"":264934.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6262773,526761837.03,2,ARKG|ARKK,"{""ARKK"":3766636.0,""ARKG"":2496137.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4220536,509925159.52,3,ARKF|ARKK|ARKW,"{""ARKK"":2975735.0,""ARKW"":811109.0,""ARKF"":433692.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,9068005,505087878.50,2,ARKG|ARKK,"{""ARKK"":6977740.0,""ARKG"":2090265.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,801875,504587862.50,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":413659.0,""ARKQ"":155626.0,""ARKW"":140152.0,""ARKF"":27112.0,""ARKX"":65326.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2376776,457743289.84,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1245375.0,""ARKQ"":496166.0,""ARKW"":278960.0,""ARKF"":198961.0,""ARKX"":157314.0}"
67066G104,NVDA,NVIDIA CORP,equity,1922501,431755274.58,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":939539.0,""ARKQ"":428976.0,""ARKW"":288308.0,""ARKF"":115803.0,""ARKX"":149875.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2854567,414368945.72,3,ARKF|ARKK|ARKW,"{""ARKK"":1892034.0,""ARKW"":526066.0,""ARKF"":436467.0}"
