date,fund,company,ticker,cusip,shares,market value ($),weight (%)
06/16/2026,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,"622,818","$70,060,796.82",9.16%
06/16/2026,ARKF,ARK BITCOIN ETF HOLDCO (ARKF),,MM005473T,"2,096,992","$46,314,165.31",6.06%
06/16/2026,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,"461,936","$45,325,160.32",5.93%
06/16/2026,ARKF,BLOCK INC,XYZ,852234103,"584,815","$43,480,995.25",5.69%
06/16/2026,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"241,115","$40,897,926.30",5.35%
06/16/2026,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,"470,540","$39,228,919.80",5.13%
06/16/2026,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"234,472","$31,585,723.12",4.13%
06/16/2026,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,"56,505","$30,922,926.30",4.04%
06/16/2026,ARKF,TOAST INC-CLASS A,TOST,888787108,"1,185,758","$29,703,237.90",3.88%
06/16/2026,ARKF,AMAZON.COM INC,AMZN,023135106,"113,212","$27,852,416.24",3.64%
06/16/2026,ARKF,ROKU INC,ROKU,77543R102,"185,873","$26,189,505.70",3.43%
06/16/2026,ARKF,MERCADOLIBRE INC,MELI,58733R102,"13,824","$22,759,280.64",2.98%
06/16/2026,ARKF,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"31,991","$21,999,791.62",2.88%
06/16/2026,ARKF,BULLISH,BLSH,G16910120,"764,411","$21,862,154.60",2.86%
06/16/2026,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,"36,381","$21,591,395.88",2.82%
06/16/2026,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,"1,211,332","$20,750,117.16",2.71%
06/16/2026,ARKF,NVIDIA CORP,NVDA,67066G104,"89,017","$18,911,661.65",2.47%
06/16/2026,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,"407,509","$18,606,860.94",2.43%
06/16/2026,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"594,836","$17,125,328.44",2.24%
06/16/2026,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"22,705","$15,732,521.55",2.06%
06/16/2026,ARKF,ADYEN NV,ADYEN,BZ1HM42,"15,214","$15,139,088.92",1.98%
06/16/2026,ARKF,SEA LTD-ADR,SE,81141R100,"162,289","$14,063,964.74",1.84%
06/16/2026,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"1,097,790","$13,645,529.70",1.78%
06/16/2026,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"782,306","$13,385,255.66",1.75%
06/16/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"729,661","$12,842,033.60",1.68%
06/16/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"26,544","$12,737,138.40",1.67%
06/16/2026,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,"87,659","$12,181,094.64",1.59%
06/16/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"263,997","$10,493,880.75",1.37%
06/16/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"103,124","$10,324,774.88",1.35%
06/16/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"60,148","$10,110,277.32",1.32%
06/16/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"69,712","$7,846,085.60",1.03%
06/16/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"156,310","$5,058,191.60",0.66%
06/16/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"529,823","$3,798,830.91",0.50%
06/16/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"250,988","$3,576,579.00",0.47%
06/16/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"42,542","$3,539,494.40",0.46%
06/16/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"376,283","$2,284,037.81",0.30%
06/16/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"415,451","$1,333,597.71",0.17%
06/16/2026,ARKF,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"582,290","$582,290.10",0.08%
06/16/2026,ARKF,BRERA HOLDINGS PLC-CL B,,G13311132,"91,322","$511,403.20",0.07%
06/16/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"78,805","$240,356.17",0.03%
