symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
NTRA,NASDAQ,632307104,Natera Inc,3566850,452812000.00,1,Duquesne Family Office,Duquesne Family Office=3566850
CPNG,NYSE,22266T109,Coupang Inc,11696092,287139000.00,1,Duquesne Family Office,Duquesne Family Office=11696092
COHR,NYSE,19247G107,Coherent Corp,2978530,264821000.00,1,Duquesne Family Office,Duquesne Family Office=2978530
WWD,NASDAQ,980745103,Woodward Inc,1057715,181409000.00,1,Duquesne Family Office,Duquesne Family Office=1057715
STX,NASDAQ,G7997R103,Seagate Technology Hldngs Pl,1640369,179670000.00,1,Duquesne Family Office,Duquesne Family Office=1640369
PM,NYSE,718172109,Philip Morris Intl Inc,1134635,137745000.00,1,Duquesne Family Office,Duquesne Family Office=1134635
MELI,NASDAQ,58733R102,Mercadolibre Inc,48110,98720000.00,1,Duquesne Family Office,Duquesne Family Office=48110
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,1376935,68737000.00,1,Duquesne Family Office,Duquesne Family Office=1376935
FLUT,NYSE,G3643J108,Flutter Entmt Plc,260953,61820000.00,1,Duquesne Family Office,Duquesne Family Office=260953
KMI,NYSE,49456B101,Kinder Morgan Inc Del,2612000,57699000.00,1,Duquesne Family Office,Duquesne Family Office=2612000
TECK,NYSE,878742204,Teck Resources Ltd,1017085,53133000.00,1,Duquesne Family Office,Duquesne Family Office=1017085
VST,NYSE,92840M102,Vistra Corp,391355,46391000.00,1,Duquesne Family Office,Duquesne Family Office=391355
AVGO,NASDAQ,11135F101,Broadcom Inc,239980,41397000.00,1,Duquesne Family Office,Duquesne Family Office=239980
ASND,NASDAQ,04351P101,Ascendis Pharma A/S,265040,39573000.00,1,Duquesne Family Office,Duquesne Family Office=265040
MAA,NYSE,59522J103,Mid-Amer Apt Cmntys Inc,238720,37933000.00,1,Duquesne Family Office,Duquesne Family Office=238720
CPT,NYSE,133131102,Camden Ppty Tr,290915,35937000.00,1,Duquesne Family Office,Duquesne Family Office=290915
DAKT,NASDAQ,234264109,Daktronics Inc,2568355,33157000.00,1,Duquesne Family Office,Duquesne Family Office=2568355
NVT,NYSE,G6700G107,Nvent Electric Plc,451065,31692000.00,1,Duquesne Family Office,Duquesne Family Office=451065
BMA,NYSE,05961W105,Banco Macro Sa,424130,26932000.00,1,Duquesne Family Office,Duquesne Family Office=424130
TEVA,NYSE,881624209,Teva Pharmaceutical Inds Ltd,1427950,25732000.00,1,Duquesne Family Office,Duquesne Family Office=1427950
BCS,NYSE,06738E204,Barclays Plc,2007755,24394000.00,1,Duquesne Family Office,Duquesne Family Office=2007755
GTM,NASDAQ,98980F104,Zoominfo Technologies Inc,2140726,22092000.00,1,Duquesne Family Office,Duquesne Family Office=2140726
CNM,NYSE,21874C102,Core &amp; Main Inc,475195,21099000.00,1,Duquesne Family Office,Duquesne Family Office=475195
C,NYSE,172967424,Citigroup Inc,327400,20495000.00,1,Duquesne Family Office,Duquesne Family Office=327400
MSFT,NASDAQ,594918104,Microsoft Corp,43095,18544000.00,1,Duquesne Family Office,Duquesne Family Office=43095
ADBE,NASDAQ,00724F101,Adobe Inc,34495,17861000.00,1,Duquesne Family Office,Duquesne Family Office=34495
CRNX,NASDAQ,22663K107,Crinetics Pharmaceuticals In,309000,15790000.00,1,Duquesne Family Office,Duquesne Family Office=309000
CRH,NYSE,G25508105,Crh Plc,162500,15070000.00,1,Duquesne Family Office,Duquesne Family Office=162500
GGAL,NASDAQ,399909100,Grupo Financiero Galicia S.A,355263,14953000.00,1,Duquesne Family Office,Duquesne Family Office=355263
PANW,NASDAQ,697435105,Palo Alto Networks Inc,43712,14941000.00,1,Duquesne Family Office,Duquesne Family Office=43712
WULF,NASDAQ,88080T104,Terawulf Inc,2944451,13780000.00,1,Duquesne Family Office,Duquesne Family Office=2944451
FLEX,NASDAQ,Y2573F102,Flex Ltd,348900,11664000.00,1,Duquesne Family Office,Duquesne Family Office=348900
CB,NYSE,H1467J104,Chubb Limited,34800,10036000.00,1,Duquesne Family Office,Duquesne Family Office=34800
ADSK,NASDAQ,052769106,Autodesk Inc,36400,10027000.00,1,Duquesne Family Office,Duquesne Family Office=36400
TFC,NYSE,89832Q109,Truist Finl Corp,233500,9987000.00,1,Duquesne Family Office,Duquesne Family Office=233500
TSM,NYSE,874039100,Taiwan Semiconductor Mfg Ltd,57355,9961000.00,1,Duquesne Family Office,Duquesne Family Office=57355
USB,NYSE,902973304,Us Bancorp Del,217400,9942000.00,1,Duquesne Family Office,Duquesne Family Office=217400
HBAN,NASDAQ,446150104,Huntington Bancshares Inc,671200,9867000.00,1,Duquesne Family Office,Duquesne Family Office=671200
CFG,NYSE,174610105,Citizens Finl Group Inc,238600,9799000.00,1,Duquesne Family Office,Duquesne Family Office=238600
KEY,NYSE,493267108,Keycorp,583900,9780000.00,1,Duquesne Family Office,Duquesne Family Office=583900
FHN,NYSE,320517105,First Horizon Corporation,619700,9624000.00,1,Duquesne Family Office,Duquesne Family Office=619700
