symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
NTRA,NASDAQ,632307104,Natera Inc,3186306,864923000.00,1,Duquesne Family Office,Duquesne Family Office=3186306
TSM,NYSE,874039100,Taiwan Semiconductor Manufac,589680,281613000.00,1,Duquesne Family Office,Duquesne Family Office=589680
STM,NYSE,861012102,Stmicroelectronics N V,3102880,232375000.00,1,Duquesne Family Office,Duquesne Family Office=3102880
INSM,NASDAQ,457669307,Insmed Inc,1424690,151900000.00,1,Duquesne Family Office,Duquesne Family Office=1424690
YPF,NYSE,984245100,Ypf Sociedad Anonima,3138897,142726000.00,1,Duquesne Family Office,Duquesne Family Office=3138897
AMZN,NASDAQ,023135106,Amazon Com Inc,541600,129085000.00,1,Duquesne Family Office,Duquesne Family Office=541600
TBBB,NYSE,G0896C103,Bbb Foods Inc,2901733,120915000.00,1,Duquesne Family Office,Duquesne Family Office=2901733
GOOGL,NASDAQ,02079K305,Alphabet Inc,336300,120184000.00,1,Duquesne Family Office,Duquesne Family Office=336300
STX,NASDAQ,G7997R103,Seagate Technology Hldngs Pl,122000,117730000.00,1,Duquesne Family Office,Duquesne Family Office=122000
FOXA,NASDAQ,35137L105,Fox Corp,2204600,114992000.00,1,Duquesne Family Office,Duquesne Family Office=2204600
UAL,NASDAQ,910047109,United Airls Hldgs Inc,794795,108084000.00,1,Duquesne Family Office,Duquesne Family Office=794795
SE,NYSE,81141R100,Sea Ltd,1099905,105404000.00,1,Duquesne Family Office,Duquesne Family Office=1099905
CDW,NASDAQ,12514G108,Cdw Corp,743950,104629000.00,1,Duquesne Family Office,Duquesne Family Office=743950
NAMS,NASDAQ,N62509109,Newamsterdam Pharma Company,3070146,104047000.00,1,Duquesne Family Office,Duquesne Family Office=3070146
SNDK,NASDAQ,80004C200,Sandisk Corp,34900,79353000.00,1,Duquesne Family Office,Duquesne Family Office=34900
RVMD,NASDAQ,76155X100,Revolution Medicines Inc,399587,74835000.00,1,Duquesne Family Office,Duquesne Family Office=399587
BTDR,NASDAQ,G11448100,Bitdeer Technologies Group,4074993,64670000.00,1,Duquesne Family Office,Duquesne Family Office=4074993
CRH,NYSE,G25508105,Crh Plc,553555,59230000.00,1,Duquesne Family Office,Duquesne Family Office=553555
DAL,NYSE,247361702,Delta Air Lines Inc,603000,56477000.00,1,Duquesne Family Office,Duquesne Family Office=603000
FLR,NYSE,343412102,Fluor Corp,982200,51457000.00,1,Duquesne Family Office,Duquesne Family Office=982200
DHI,NYSE,23331A109,D R Horton Inc,299000,48701000.00,1,Duquesne Family Office,Duquesne Family Office=299000
CPNG,NYSE,22266T109,Coupang Inc,2667485,46334000.00,1,Duquesne Family Office,Duquesne Family Office=2667485
AMD,NASDAQ,007903107,Advanced Micro Devices Inc,72900,42348000.00,1,Duquesne Family Office,Duquesne Family Office=72900
PANW,NASDAQ,697435105,Palo Alto Networks Inc,116650,39780000.00,1,Duquesne Family Office,Duquesne Family Office=116650
CLF,NYSE,185899101,Cleveland-Cliffs Inc New,4216184,39590000.00,1,Duquesne Family Office,Duquesne Family Office=4216184
HUT,NASDAQ,44812J104,Hut 8 Corp,314150,36267000.00,1,Duquesne Family Office,Duquesne Family Office=314150
CAI,NASDAQ,142152107,Caris Life Sciences Inc,1894450,33759000.00,1,Duquesne Family Office,Duquesne Family Office=1894450
FOX,NASDAQ,35137L204,Fox Corp,632600,29631000.00,1,Duquesne Family Office,Duquesne Family Office=632600
WWD,NASDAQ,980745103,Woodward Inc,67194,28587000.00,1,Duquesne Family Office,Duquesne Family Office=67194
NUVB,NYSE,67080N101,Nuvation Bio Inc,4539800,25786000.00,1,Duquesne Family Office,Duquesne Family Office=4539800
