trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,EOG,Eog Res Inc,26875P101,equity,0,524700,0,524700,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,WFC,Wells Fargo Co New,949746101,equity,0,850000,0,850000,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,BAC,Bank Amer Corp,060505104,equity,0,1717500,0,1717500,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,DVN,Devon Energy Corp New,25179M103,equity,0,1009800,0,1009800,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,9990302D,Apache Corp,037411105,equity,0,903000,0,903000,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,STMP,Stamps Com Inc,852857200,equity,0,168000,0,168000,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,CXOEUR,Concho Res Inc,20605P101,equity,0,206400,0,206400,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,CTRA,Cabot Oil &amp; Gas Corp,127097103,equity,0,1040200,0,1040200,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,TWXCHF,Time Warner Inc,887317303,equity,0,278100,0,278100,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,USX1,United States Stl Corp New,912909108,equity,0,709200,0,709200,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,MPC,Marathon Pete Corp,56585A102,equity,0,321100,0,321100,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,,Andeavor,03349M105,equity,0,181700,0,181700,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,MRO*,Marathon Oil Corp,565849106,equity,0,1227000,0,1227000,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,,Encana Corp,292505104,equity,0,846400,0,846400,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,,Yandex N V,N97284108,equity,0,304000,0,304000,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,new,LOMA,Loma Negra Corp,54150E104,equity,0,150000,0,150000,,1.029850
2017-09-30,2017-09-30,2017-12-31,Duquesne Family Office,buy,NKTREUR,Nektar Therapeutics,640268108,equity,1166100,1834000,1200908,633092,52.72,1.029850
